claim_id,claim_amount,policy_age_months,report_delay_days,num_prior_claims,incident_type,has_police_report,has_witness,claimant_age,region,is_fraud
CLM501566,34905.0,147,8.0,1,Medical,0,0,63.0,East,0
CLM501567,13424.0,80,10.0,1,Accident,1,1,33.0,East,0
CLM501568,56144.0,202,4.0,1,Medical,0,1,19.0,North,0
CLM501569,21230.0,174,7.0,0,Accident,1,0,49.0,West,0
CLM501570,61105.0,79,6.0,0,Theft,0,0,70.0,North,0
CLM501571,25037.0,32,8.0,0,Medical,1,1,,North,0
CLM501572,20232.0,228,2.0,0,Accident,1,0,64.0,Central,0
CLM501573,41348.0,233,8.0,0,Theft,0,0,25.0,North,0
CLM501574,12588.0,42,4.0,0,Medical,1,0,23.0,South,0
CLM501575,125315.0,76,7.0,0,Accident,1,1,31.0,Central,0
CLM501576,34492.0,55,5.0,2,Fire,1,0,21.0,Central,0
CLM501577,18901.0,55,3.0,0,Medical,0,1,39.0,South,0
CLM501578,21602.0,38,4.0,1,Accident,0,0,,East,0
CLM501579,30154.0,175,0.0,1,Accident,1,1,,North,0
CLM501580,65951.0,186,4.0,1,NaturalDisaster,0,1,68.0,South,0
CLM501581,14536.0,145,3.0,1,Accident,0,0,,East,0
CLM501582,22136.0,104,8.0,1,Fire,1,1,53.0,South,0
CLM501583,28578.0,235,6.0,0,Fire,0,0,64.0,South,0
CLM501584,102128.0,177,7.0,5,Medical,1,0,21.0,Central,0
CLM501585,66126.0,15,4.0,1,Fire,1,0,31.0,Central,0
CLM501586,106100.0,122,5.0,0,Accident,0,0,71.0,Central,0
CLM501587,30480.0,41,6.0,1,Accident,0,0,,Central,0
CLM501588,93546.0,97,7.0,0,Fire,0,1,56.0,South,0
CLM501589,81946.0,95,5.0,2,Fire,0,1,28.0,Central,0
CLM501590,51917.0,215,,0,Accident,0,1,36.0,Central,0
CLM501591,55359.0,197,5.0,0,Accident,0,0,23.0,East,0
CLM501592,18478.0,104,8.0,1,Medical,1,0,57.0,West,0
CLM501593,128366.0,185,9.0,0,NaturalDisaster,1,1,36.0,North,0
CLM501594,24438.0,148,3.0,0,Medical,0,1,71.0,West,0
CLM501595,46526.0,133,6.0,2,Medical,0,1,24.0,North,0
CLM501596,51091.0,206,2.0,0,Accident,1,0,23.0,East,0
CLM501597,9926.0,149,4.0,1,Medical,1,1,43.0,North,0
CLM501598,28542.0,51,6.0,0,Theft,1,0,66.0,South,0
CLM501599,34986.0,95,3.0,0,Theft,1,1,51.0,East,0
CLM501600,27154.0,97,2.0,0,Accident,1,1,50.0,South,0
CLM501601,28814.0,202,3.0,0,Accident,0,1,67.0,North,0
CLM501602,98140.0,35,6.0,0,Accident,0,0,37.0,North,0
CLM501603,15341.0,114,6.0,0,Accident,0,0,21.0,South,0
CLM501604,10775.0,130,4.0,2,Accident,0,0,53.0,West,0
CLM501605,18598.0,228,1.0,0,NaturalDisaster,0,0,24.0,Central,0
CLM501606,53928.0,189,9.0,0,NaturalDisaster,1,0,59.0,East,0
CLM501607,58299.0,63,2.0,1,Medical,1,0,37.0,Central,0
CLM501608,48282.0,14,2.0,1,Theft,0,0,68.0,East,0
CLM501609,61664.0,31,4.0,0,Fire,0,0,21.0,West,0
CLM501610,36491.0,15,8.0,0,NaturalDisaster,1,1,44.0,North,0
CLM501611,19645.0,98,2.0,1,Theft,0,0,51.0,Central,0
CLM501612,13959.0,178,2.0,0,Accident,0,1,62.0,West,0
CLM501613,10832.0,158,3.0,1,Theft,0,1,56.0,Central,0
CLM501614,24792.0,170,,1,Accident,1,1,56.0,West,0
CLM501615,55864.0,127,3.0,0,Medical,0,1,58.0,North,0
CLM501616,35937.0,97,8.0,0,Medical,1,1,22.0,Central,0
CLM501617,30283.0,197,4.0,0,Theft,0,0,57.0,North,0
CLM501618,12781.0,87,8.0,0,Accident,1,1,57.0,South,0
CLM501619,234079.0,140,4.0,0,Theft,1,1,54.0,West,0
CLM501620,15362.0,68,6.0,1,Medical,1,0,53.0,Central,0
CLM501621,32744.0,88,5.0,0,Medical,0,0,62.0,South,0
CLM501622,66331.0,15,5.0,0,Accident,1,1,38.0,North,0
CLM501623,30757.0,146,4.0,0,Accident,1,0,43.0,Central,0
CLM501624,15591.0,123,5.0,0,Medical,0,0,19.0,East,0
CLM501625,56779.0,76,6.0,0,Theft,0,0,47.0,East,0
CLM501626,10182.0,148,7.0,0,Accident,1,1,36.0,North,0
CLM501627,119807.0,32,8.0,1,Fire,1,1,62.0,Central,0
CLM501628,37264.0,207,11.0,0,Theft,0,1,63.0,West,0
CLM501629,24277.0,8,6.0,0,Medical,0,1,30.0,Central,0
CLM501630,9575.0,130,4.0,0,Accident,0,0,63.0,South,0
CLM501631,11830.0,64,4.0,0,Medical,0,1,56.0,West,0
CLM501632,28519.0,37,2.0,0,Medical,1,1,43.0,East,0
CLM501633,135158.0,41,5.0,0,Medical,1,0,19.0,North,0
CLM501634,35824.0,74,4.0,0,Fire,1,1,68.0,South,0
CLM501635,39248.0,152,6.0,0,Medical,0,1,25.0,West,0
CLM501636,40493.0,188,5.0,1,Medical,0,0,63.0,East,0
CLM501637,197054.0,223,5.0,0,Accident,0,1,74.0,West,0
CLM501638,20887.0,148,5.0,1,NaturalDisaster,0,1,,South,0
CLM501639,104024.0,119,3.0,0,Accident,0,0,58.0,Central,0
CLM501640,21615.0,185,4.0,1,Fire,1,0,65.0,South,0
CLM501641,16935.0,195,5.0,1,Theft,0,1,20.0,North,0
CLM501642,27898.0,99,5.0,1,Theft,1,0,54.0,West,0
CLM501643,27788.0,100,6.0,2,Accident,0,1,32.0,North,0
CLM501644,46612.0,17,5.0,0,Accident,1,1,49.0,South,0
CLM501645,4632.0,4,5.0,2,Accident,0,0,,East,0
CLM501646,33466.0,214,4.0,0,Fire,0,0,40.0,Central,0
CLM501647,18416.0,208,4.0,1,Medical,0,1,40.0,West,0
CLM501648,16661.0,84,6.0,1,Theft,0,1,33.0,West,0
CLM501649,10545.0,226,4.0,0,Medical,0,1,59.0,North,0
CLM501650,22207.0,20,2.0,0,Accident,0,1,25.0,South,0
CLM501651,19667.0,229,3.0,0,Medical,1,0,44.0,North,0
CLM501652,21135.0,141,7.0,0,Accident,0,1,51.0,Central,0
CLM501653,8015.0,125,8.0,1,Medical,1,1,72.0,North,0
CLM501654,32161.0,178,7.0,2,Theft,1,1,42.0,Central,0
CLM501655,15783.0,55,6.0,0,Accident,0,0,35.0,West,0
CLM501656,8038.0,115,3.0,1,Medical,0,0,37.0,East,0
CLM501657,19177.0,55,0.0,0,Medical,1,0,51.0,Central,0
CLM501658,16006.0,147,3.0,0,Medical,1,1,32.0,South,0
CLM501659,30727.0,100,8.0,1,Accident,0,0,69.0,Central,0
CLM501660,18973.0,100,2.0,0,Medical,0,0,56.0,West,0
CLM501661,9324.0,179,4.0,0,NaturalDisaster,0,1,36.0,West,0
CLM501662,14608.0,195,2.0,0,Theft,1,0,71.0,West,0
CLM501663,7470.0,206,4.0,0,Medical,1,0,46.0,West,0
CLM501664,73843.0,188,2.0,1,Fire,0,1,34.0,Central,0
CLM501665,83976.0,43,4.0,0,Accident,1,1,47.0,East,0
CLM501666,92516.0,173,3.0,1,Accident,0,0,29.0,East,0
CLM501667,18548.0,170,6.0,0,Theft,0,1,26.0,West,0
CLM501668,83926.0,5,6.0,1,Accident,1,0,43.0,West,0
CLM501669,41175.0,47,4.0,1,NaturalDisaster,0,1,48.0,Central,0
CLM501670,15402.0,124,2.0,0,Accident,0,0,41.0,Central,0
CLM501671,17983.0,73,10.0,1,Medical,0,1,72.0,South,0
CLM501672,25911.0,188,8.0,0,Fire,1,0,60.0,West,0
CLM501673,32272.0,184,6.0,0,Medical,0,1,61.0,North,0
CLM501674,39748.0,59,3.0,2,Accident,0,0,20.0,East,0
CLM501675,29690.0,5,3.0,0,Accident,0,0,36.0,South,0
CLM501676,22498.0,62,9.0,1,Accident,0,1,48.0,West,1
CLM501677,87700.0,216,6.0,1,Medical,1,0,,South,0
CLM501678,27146.0,217,5.0,2,NaturalDisaster,1,1,70.0,Central,0
CLM501679,25931.0,121,1.0,0,Medical,0,0,40.0,East,0
CLM501680,24989.0,202,6.0,0,Theft,1,0,73.0,South,0
CLM501681,27158.0,136,2.0,1,Accident,1,0,57.0,South,0
CLM501682,9997.0,237,4.0,0,Fire,0,1,39.0,West,0
CLM501683,13327.0,37,5.0,0,Fire,0,0,73.0,East,0
CLM501684,210405.0,119,5.0,1,NaturalDisaster,1,0,18.0,West,1
CLM501685,7940.0,44,4.0,0,Accident,1,1,40.0,West,0
CLM501686,36954.0,30,3.0,1,Medical,1,0,59.0,South,0
CLM501687,39106.0,37,7.0,0,Accident,0,0,22.0,Central,0
CLM501688,66848.0,2,1.0,1,NaturalDisaster,1,1,31.0,North,0
CLM501689,39872.0,226,7.0,2,Medical,0,1,40.0,West,0
CLM501690,134955.0,169,3.0,0,Accident,1,1,54.0,East,0
CLM501691,36016.0,120,4.0,0,Theft,0,1,25.0,West,0
CLM501692,87403.0,196,5.0,0,Theft,0,0,44.0,East,0
CLM501693,68321.0,136,2.0,0,Accident,1,0,,North,0
CLM501694,102088.0,103,6.0,0,Accident,1,0,53.0,South,0
CLM501695,30329.0,116,6.0,0,Fire,1,1,37.0,West,0
CLM501696,40877.0,102,1.0,0,Theft,0,0,37.0,East,0
CLM501697,22129.0,97,3.0,1,Fire,0,1,50.0,East,0
CLM501698,33786.0,201,5.0,1,Medical,1,0,22.0,East,0
CLM501699,35312.0,233,8.0,1,Accident,0,0,25.0,North,0
CLM501700,5642.0,45,1.0,1,Medical,1,0,72.0,West,0
CLM501701,26516.0,177,3.0,0,Medical,1,1,73.0,Central,0
CLM501702,60591.0,16,3.0,1,Accident,1,1,67.0,West,0
CLM501703,10096.0,191,7.0,0,Accident,1,1,48.0,South,0
CLM501704,13507.0,231,6.0,0,Medical,0,1,59.0,Central,0
CLM501705,74946.0,173,5.0,0,Medical,0,0,27.0,East,0
CLM501706,87073.0,130,2.0,2,Accident,0,0,30.0,North,0
CLM501707,18095.0,227,6.0,1,Accident,0,0,62.0,South,0
CLM501708,34173.0,185,5.0,0,Accident,1,1,69.0,East,0
CLM501709,27933.0,188,4.0,1,Medical,0,1,60.0,South,0
CLM501710,76235.0,229,5.0,1,Accident,0,1,28.0,South,0
CLM501711,19406.0,130,8.0,0,NaturalDisaster,0,0,30.0,North,0
CLM501712,21962.0,194,6.0,0,Accident,1,0,39.0,North,0
CLM501713,86909.0,215,2.0,0,Theft,1,0,26.0,North,0
CLM501714,13324.0,112,4.0,3,Accident,1,0,70.0,East,0
CLM501715,19963.0,175,9.0,0,Accident,1,1,71.0,East,0
CLM501716,33068.0,155,7.0,1,Accident,0,0,38.0,South,0
CLM501717,100611.0,237,9.0,1,NaturalDisaster,0,0,48.0,South,0
CLM501718,11444.0,152,5.0,0,NaturalDisaster,1,0,20.0,Central,0
CLM501719,16840.0,173,7.0,0,Accident,0,0,28.0,North,0
CLM501720,47765.0,222,,3,Medical,0,0,55.0,North,0
CLM501721,54044.0,3,,0,Accident,1,0,71.0,East,0
CLM501722,35216.0,34,5.0,0,Theft,1,1,62.0,North,0
CLM501723,27082.0,79,7.0,1,Theft,1,0,48.0,West,0
CLM501724,32982.0,167,8.0,2,Accident,1,0,43.0,Central,0
CLM501725,8903.0,105,5.0,1,Fire,1,1,37.0,West,0
CLM501726,32246.0,207,7.0,1,Theft,0,1,61.0,South,0
CLM501727,97314.0,19,9.0,1,NaturalDisaster,1,1,54.0,Central,0
CLM501728,10341.0,86,6.0,1,Accident,0,1,56.0,North,0
CLM501729,15879.0,36,5.0,1,Medical,0,1,52.0,North,0
CLM501730,21644.0,170,6.0,0,Accident,1,0,34.0,North,0
CLM501731,22762.0,65,0.0,0,Medical,1,1,46.0,Central,0
CLM501732,129715.0,60,1.0,0,Theft,0,0,29.0,South,0
CLM501733,14108.0,146,4.0,0,Theft,1,0,66.0,Central,0
CLM501734,12024.0,22,1.0,0,Accident,1,1,47.0,Central,0
CLM501735,55097.0,222,0.0,0,Medical,1,0,58.0,West,0
CLM501736,17721.0,7,3.0,0,Accident,1,0,35.0,North,0
CLM501737,55834.0,83,6.0,0,Medical,0,1,58.0,Central,0
CLM501738,25396.0,127,5.0,0,Fire,0,0,51.0,West,0
CLM501739,42925.0,3,7.0,2,Medical,1,1,25.0,West,0
CLM501740,8482.0,13,3.0,0,Theft,0,1,74.0,North,0
CLM501741,42810.0,235,1.0,0,Fire,0,1,52.0,West,0
CLM501742,35392.0,142,6.0,0,Theft,0,1,28.0,South,0
CLM501743,24238.0,8,7.0,0,Theft,1,0,47.0,North,0
CLM501744,11090.0,90,2.0,1,Accident,0,0,50.0,South,0
CLM501745,35365.0,80,3.0,0,Medical,1,0,64.0,North,0
CLM501746,53063.0,2,12.0,1,Theft,1,1,28.0,East,0
CLM501747,19440.0,137,4.0,1,Accident,0,1,26.0,West,0
CLM501748,19748.0,55,11.0,0,Medical,1,0,18.0,North,0
CLM501749,56112.0,155,,2,Accident,1,1,49.0,Central,0
CLM501750,116795.0,177,2.0,0,Fire,1,0,74.0,South,0
CLM501751,63051.0,100,4.0,0,Theft,1,1,33.0,East,0
CLM501752,35724.0,91,6.0,0,NaturalDisaster,1,1,61.0,South,0
CLM501753,24475.0,153,2.0,0,Fire,1,1,66.0,East,0
CLM501754,29086.0,174,6.0,0,Accident,1,0,29.0,South,0
CLM501755,10297.0,95,6.0,2,Theft,1,1,24.0,South,0
CLM501756,26278.0,195,5.0,0,NaturalDisaster,1,1,30.0,West,0
CLM501757,72832.0,69,1.0,1,Fire,1,1,35.0,East,0
CLM501758,30690.0,191,7.0,1,Theft,0,0,20.0,South,0
CLM501759,18027.0,89,,0,Accident,1,0,67.0,South,0
CLM501760,16741.0,161,7.0,0,Accident,0,1,50.0,South,0
CLM501761,28987.0,239,1.0,0,Accident,1,0,68.0,East,0
CLM501762,11073.0,179,3.0,0,NaturalDisaster,1,1,71.0,South,0
CLM501763,14374.0,77,6.0,1,Medical,1,1,21.0,North,0
CLM501764,101342.0,137,7.0,0,Fire,1,0,34.0,South,0
CLM501765,12979.0,48,8.0,0,Theft,0,1,22.0,West,0
CLM501766,15658.0,112,4.0,0,Medical,1,1,43.0,South,0
CLM501767,37537.0,148,6.0,0,NaturalDisaster,0,1,47.0,South,0
CLM501768,20881.0,15,8.0,0,Medical,0,1,30.0,South,0
CLM501769,31917.0,96,5.0,1,Accident,1,0,38.0,Central,0
CLM501770,59296.0,234,4.0,1,Medical,1,0,71.0,South,0
CLM501771,8624.0,238,7.0,0,Theft,1,0,72.0,South,0
CLM501772,54361.0,201,2.0,0,Theft,0,0,73.0,West,0
CLM501773,18659.0,171,6.0,0,Theft,1,1,72.0,North,0
CLM501774,23650.0,161,5.0,0,Medical,0,1,44.0,South,0
CLM501775,138368.0,128,8.0,0,Theft,1,0,65.0,West,0
CLM501776,9681.0,154,5.0,2,Accident,1,0,28.0,Central,0
CLM501777,47694.0,58,4.0,1,Medical,1,0,66.0,Central,0
CLM501778,73308.0,138,2.0,1,Accident,0,1,62.0,West,0
CLM501779,17209.0,134,6.0,1,Accident,1,0,44.0,North,0
CLM501780,17428.0,23,7.0,0,Theft,1,1,58.0,Central,0
CLM501781,22138.0,68,5.0,2,Medical,0,1,67.0,East,0
CLM501782,17127.0,77,2.0,0,Theft,1,0,25.0,South,0
CLM501783,31356.0,164,4.0,0,Accident,0,1,25.0,West,0
CLM501784,60723.0,82,8.0,3,Medical,0,0,69.0,East,0
CLM501785,22235.0,51,,2,Medical,0,1,33.0,North,0
CLM501786,62495.0,190,5.0,0,Accident,1,0,71.0,Central,0
CLM501787,91200.0,122,7.0,0,Medical,0,1,24.0,Central,0
CLM501788,41976.0,145,5.0,1,NaturalDisaster,0,1,22.0,Central,0
CLM501789,45269.0,82,5.0,0,Accident,0,1,52.0,South,0
CLM501790,18487.0,96,6.0,1,Medical,1,1,22.0,North,0
CLM501791,3647.0,139,9.0,3,Accident,0,0,58.0,East,0
CLM501792,47504.0,79,8.0,2,Accident,0,0,67.0,East,0
CLM501793,56229.0,229,6.0,1,Theft,0,1,23.0,East,0
CLM501794,36097.0,205,3.0,0,Accident,1,0,31.0,South,0
CLM501795,61563.0,231,3.0,2,Theft,1,0,43.0,South,0
CLM501796,19176.0,188,5.0,0,Accident,1,0,44.0,Central,0
CLM501797,45018.0,21,6.0,0,Accident,1,0,58.0,West,0
CLM501798,96540.0,195,9.0,0,Theft,1,0,44.0,East,0
CLM501799,50642.0,59,7.0,0,Theft,1,1,59.0,North,0
CLM501800,87047.0,95,6.0,0,Medical,1,1,29.0,Central,0
CLM501801,87494.0,101,1.0,0,NaturalDisaster,0,0,19.0,East,0
CLM501802,11191.0,115,5.0,0,Medical,0,1,48.0,West,0
CLM501803,52857.0,192,6.0,2,Accident,1,1,55.0,Central,0
CLM501804,17934.0,138,2.0,1,Medical,1,1,29.0,East,0
CLM501805,12259.0,128,6.0,0,Medical,0,1,45.0,North,0
CLM501806,23658.0,46,2.0,0,Medical,0,1,72.0,South,0
CLM501807,120974.0,192,10.0,3,Accident,1,0,38.0,West,0
CLM501808,19244.0,87,7.0,1,Medical,1,0,19.0,Central,0
CLM501809,7284.0,160,1.0,0,Fire,0,0,62.0,South,0
CLM501810,9361.0,118,5.0,1,Theft,0,0,55.0,West,1
CLM501811,43595.0,156,4.0,1,Medical,1,1,56.0,West,0
CLM501812,16203.0,161,6.0,0,Accident,0,0,70.0,West,0
CLM501813,5799.0,133,6.0,1,Theft,1,1,62.0,South,0
CLM501814,9662.0,108,0.0,0,Theft,0,1,48.0,South,0
CLM501815,33980.0,171,3.0,0,Theft,1,1,34.0,East,0
CLM501816,55469.0,37,,2,Accident,1,0,69.0,West,0
CLM501817,20815.0,233,4.0,0,Theft,1,0,35.0,West,0
CLM501818,49970.0,102,6.0,1,Accident,0,0,65.0,East,0
CLM501819,61818.0,235,3.0,1,Accident,1,1,61.0,South,0
CLM501820,15883.0,127,3.0,0,Medical,0,0,27.0,North,0
CLM501821,26985.0,31,7.0,0,Accident,0,1,36.0,North,0
CLM501822,18391.0,156,3.0,0,Accident,1,0,25.0,North,0
CLM501823,45757.0,124,3.0,0,Medical,1,1,63.0,South,0
CLM501824,18219.0,205,9.0,0,Accident,1,1,,East,0
CLM501825,11265.0,200,7.0,0,Accident,1,1,24.0,South,0
CLM501826,31010.0,56,3.0,0,Medical,1,0,41.0,Central,0
CLM501827,72278.0,184,9.0,0,NaturalDisaster,0,0,70.0,West,0
CLM501828,44733.0,134,4.0,0,Medical,0,1,72.0,South,0
CLM501829,66534.0,110,4.0,0,Fire,0,0,45.0,South,0
CLM501830,62020.0,100,6.0,0,Accident,1,0,47.0,East,0
CLM501831,30752.0,162,8.0,0,Fire,1,0,57.0,West,0
CLM501832,18435.0,165,10.0,1,NaturalDisaster,1,1,61.0,South,0
CLM501833,14827.0,210,4.0,4,Accident,0,0,68.0,North,0
CLM501834,8356.0,209,3.0,0,Accident,0,0,20.0,East,0
CLM501835,77006.0,59,10.0,0,Accident,0,0,46.0,South,0
CLM501836,22823.0,115,3.0,0,Accident,1,0,59.0,Central,0
CLM501837,7602.0,237,7.0,0,Accident,0,0,22.0,North,0
CLM501838,79814.0,202,4.0,2,Theft,0,0,66.0,Central,0
CLM501839,32062.0,108,5.0,0,Accident,0,1,65.0,West,0
CLM501840,64487.0,1,2.0,2,Fire,1,0,39.0,Central,0
CLM501841,24119.0,56,2.0,0,Fire,1,1,,Central,0
CLM501842,15762.0,219,11.0,0,Accident,0,0,45.0,South,0
CLM501843,42472.0,169,5.0,1,Accident,0,0,18.0,East,0
CLM501844,45384.0,189,2.0,3,Accident,0,1,48.0,East,0
CLM501845,23768.0,186,6.0,1,Theft,0,0,62.0,East,0
CLM501846,85035.0,32,4.0,2,NaturalDisaster,0,1,29.0,North,0
CLM501847,63347.0,140,3.0,0,Theft,1,0,27.0,West,0
CLM501848,46715.0,162,6.0,2,Medical,0,1,39.0,North,0
CLM501849,12235.0,23,7.0,0,Theft,0,1,22.0,West,0
CLM501850,10931.0,123,3.0,0,Theft,0,0,44.0,South,0
CLM501851,77592.0,65,7.0,0,Medical,1,0,55.0,North,0
CLM501852,5163.0,232,8.0,0,Accident,1,0,28.0,North,0
CLM501853,27645.0,61,10.0,0,Accident,1,1,53.0,West,0
CLM501854,33434.0,73,6.0,0,Accident,1,1,74.0,South,0
CLM501855,20095.0,212,6.0,1,Fire,0,1,19.0,Central,0
CLM501856,28904.0,146,6.0,1,Accident,1,1,37.0,East,0
CLM501857,41616.0,226,5.0,0,Accident,0,0,54.0,East,0
CLM501858,18587.0,125,6.0,0,Medical,1,1,45.0,Central,0
CLM501859,60182.0,45,4.0,1,Accident,0,0,21.0,Central,0
CLM501860,47381.0,53,4.0,0,Fire,1,1,28.0,North,0
CLM501861,25746.0,41,2.0,0,Medical,1,1,50.0,West,0
CLM501862,15350.0,195,7.0,0,Theft,1,1,72.0,North,0
CLM501863,27652.0,6,5.0,2,NaturalDisaster,1,1,32.0,West,0
CLM501864,160900.0,178,5.0,2,Medical,0,1,60.0,North,0
CLM501865,16221.0,106,7.0,2,Medical,1,0,53.0,Central,0
CLM501866,101177.0,131,4.0,1,Medical,0,0,22.0,Central,0
CLM501867,7302.0,198,6.0,0,Fire,0,0,35.0,South,0
CLM501868,14934.0,226,2.0,0,Accident,0,1,47.0,North,1
CLM501869,19262.0,69,4.0,0,Accident,1,1,36.0,Central,0
CLM501870,63530.0,222,5.0,1,Medical,1,0,41.0,Central,0
CLM501871,31079.0,218,5.0,0,Theft,0,1,67.0,North,0
CLM501872,84801.0,196,3.0,0,Accident,1,0,63.0,Central,0
CLM501873,22786.0,30,2.0,0,Medical,0,1,34.0,North,0
CLM501874,28479.0,37,6.0,0,Fire,1,0,25.0,South,0
CLM501875,22858.0,9,7.0,0,Accident,0,1,61.0,North,0
CLM501876,150410.0,214,8.0,0,Medical,0,0,33.0,West,0
CLM501877,12134.0,228,2.0,0,Accident,0,1,48.0,East,0
CLM501878,19800.0,74,7.0,0,Accident,0,1,60.0,West,0
CLM501879,13597.0,126,,0,Theft,1,0,31.0,Central,0
CLM501880,47035.0,137,7.0,0,Theft,0,0,23.0,Central,0
CLM501881,11935.0,94,5.0,0,Medical,0,1,30.0,South,0
CLM501882,127736.0,233,5.0,0,Accident,1,0,,North,0
CLM501883,31715.0,226,5.0,0,Theft,1,0,68.0,West,0
CLM501884,41353.0,56,6.0,1,Accident,1,1,,South,0
CLM501885,43066.0,132,5.0,0,Accident,1,0,31.0,Central,0
CLM501886,29259.0,48,6.0,2,Medical,1,1,36.0,South,0
CLM501887,32772.0,21,5.0,0,Theft,1,0,58.0,South,0
CLM501888,31818.0,204,8.0,0,Accident,0,0,63.0,West,0
CLM501889,45044.0,208,2.0,0,Medical,0,1,18.0,West,0
CLM501890,15400.0,4,2.0,0,Medical,1,0,29.0,West,0
CLM501891,13445.0,130,3.0,0,Fire,1,0,68.0,Central,0
CLM501892,57341.0,42,8.0,1,Accident,0,0,49.0,South,0
CLM501893,29687.0,135,8.0,1,Theft,0,0,67.0,South,0
CLM501894,5972.0,79,5.0,0,Fire,0,1,26.0,South,0
CLM501895,20330.0,128,5.0,0,Medical,0,0,39.0,Central,0
CLM501896,101112.0,177,7.0,0,NaturalDisaster,0,1,39.0,West,0
CLM501897,26152.0,21,11.0,2,Accident,0,0,51.0,West,0
CLM501898,19442.0,115,3.0,1,Medical,1,1,27.0,East,0
CLM501899,8993.0,82,3.0,1,Theft,0,1,55.0,West,0
CLM501900,18878.0,95,2.0,0,Accident,0,0,60.0,West,0
CLM501901,11719.0,223,6.0,0,Accident,1,1,43.0,Central,0
CLM501902,41914.0,220,1.0,2,Medical,0,1,49.0,Central,0
CLM501903,30929.0,156,6.0,0,Accident,1,1,23.0,South,0
CLM501904,22231.0,181,1.0,0,Fire,1,1,20.0,South,0
CLM501905,16159.0,93,6.0,1,Accident,0,1,49.0,West,0
CLM501906,100826.0,152,5.0,1,Medical,1,0,68.0,North,0
CLM501907,16911.0,113,8.0,1,Theft,0,1,27.0,East,0
CLM501908,16962.0,82,7.0,0,Medical,0,1,57.0,East,0
CLM501909,24480.0,190,,1,Accident,0,0,38.0,West,0
CLM501910,27378.0,206,4.0,0,Accident,0,0,18.0,North,0
CLM501911,43723.0,85,3.0,0,Medical,1,1,47.0,Central,0
CLM501912,62590.0,61,2.0,1,Medical,0,0,64.0,East,0
CLM501913,58951.0,97,6.0,0,Accident,0,1,40.0,East,0
CLM501914,207714.0,227,7.0,1,Medical,1,0,35.0,West,0
CLM501915,7675.0,185,5.0,0,Accident,0,1,66.0,West,0
CLM501916,35763.0,63,6.0,1,Accident,1,1,21.0,East,0
CLM501917,19606.0,149,6.0,0,Accident,0,0,49.0,East,0
CLM501918,148421.0,197,7.0,2,Accident,1,1,25.0,Central,0
CLM501919,34217.0,86,6.0,0,Fire,0,0,21.0,West,0
CLM501920,5862.0,219,4.0,1,Theft,1,0,72.0,South,0
CLM501921,42082.0,224,,2,NaturalDisaster,0,0,57.0,Central,0
CLM501922,36808.0,55,8.0,0,Theft,1,0,,South,0
CLM501923,54513.0,145,3.0,1,Fire,1,0,39.0,West,0
CLM501924,16667.0,55,3.0,0,Medical,0,1,74.0,North,0
CLM501925,38648.0,161,7.0,0,Accident,0,1,71.0,South,0
CLM501926,23947.0,19,1.0,2,Medical,1,0,72.0,North,0
CLM501927,17377.0,154,6.0,0,Fire,0,1,73.0,West,0
CLM501928,39112.0,82,5.0,1,Medical,0,1,31.0,East,0
CLM501929,33598.0,123,1.0,0,Medical,1,0,70.0,South,0
CLM501930,68875.0,120,6.0,1,Fire,1,0,32.0,North,0
CLM501931,30382.0,238,3.0,0,Medical,0,0,22.0,East,0
CLM501932,48200.0,21,5.0,1,Theft,1,1,59.0,East,0
CLM501933,11317.0,140,2.0,0,Accident,1,1,48.0,East,0
CLM501934,90727.0,35,7.0,0,Accident,0,0,43.0,South,0
CLM501935,15966.0,156,4.0,0,Theft,0,0,51.0,West,0
CLM501936,61227.0,101,6.0,0,Theft,1,0,25.0,West,0
CLM501937,36699.0,40,4.0,0,Medical,0,1,28.0,East,0
CLM501938,33159.0,44,4.0,0,Medical,1,1,37.0,East,0
CLM501939,54627.0,30,3.0,0,Theft,1,1,18.0,North,0
CLM501940,5367.0,185,5.0,2,Accident,1,1,18.0,East,0
CLM501941,18792.0,219,9.0,0,Theft,1,1,35.0,East,0
CLM501942,54009.0,78,6.0,1,Fire,1,1,35.0,Central,0
CLM501943,138368.0,92,2.0,0,Fire,0,0,58.0,South,0
CLM501944,29159.0,12,9.0,1,Accident,0,1,37.0,West,0
CLM501945,4230.0,41,8.0,0,Theft,1,0,20.0,Central,0
CLM501946,23069.0,37,8.0,0,Medical,0,1,24.0,South,0
CLM501947,28336.0,227,2.0,0,Theft,0,0,52.0,North,0
CLM501948,72227.0,74,4.0,2,Fire,0,0,52.0,West,0
CLM501949,30905.0,188,5.0,2,Accident,1,1,50.0,West,0
CLM501950,10707.0,35,7.0,2,Theft,1,1,33.0,West,0
CLM501951,64267.0,43,10.0,0,Theft,0,1,19.0,South,0
CLM501952,46848.0,52,9.0,0,Accident,0,0,68.0,Central,0
CLM501953,16996.0,46,8.0,0,Medical,0,0,46.0,Central,0
CLM501954,52886.0,50,4.0,0,Accident,1,0,74.0,West,0
CLM501955,19201.0,69,5.0,1,Medical,1,1,70.0,North,0
CLM501956,23422.0,101,8.0,0,Fire,1,1,30.0,South,0
CLM501957,19463.0,44,3.0,0,Fire,0,0,20.0,East,0
CLM501958,23203.0,126,2.0,0,Accident,1,0,73.0,Central,0
CLM501959,61415.0,88,4.0,1,Theft,0,0,56.0,Central,0
