customer_id,age,bmi,is_smoker,annual_income,credit_score,prior_violations,occupation_class,vehicle_age,region,risk_tier
CUS300763,52,25.1,1,518837.0,797.0,0,Class1_Office,15,South,Medium
CUS300764,26,26.6,0,911323.0,643.0,2,Class3_Manual,11,West,Medium
CUS300765,23,24.8,0,443475.0,860.0,0,Class3_Manual,4,North,Low
CUS300766,22,30.3,1,596489.0,511.0,0,Class2_Field,6,East,Medium
CUS300767,31,33.5,0,1094324.0,458.0,1,Class3_Manual,15,North,Low
CUS300768,47,24.5,0,1123220.0,808.0,0,Class4_Hazardous,6,South,Medium
CUS300769,60,19.2,1,403772.0,439.0,0,Class2_Field,13,North,Medium
CUS300770,39,24.0,1,284182.0,439.0,1,Class1_Office,8,West,Low
CUS300771,55,21.9,0,475104.0,353.0,2,Class1_Office,11,East,Medium
CUS300772,47,23.5,0,367825.0,887.0,1,Class1_Office,0,North,Low
CUS300773,22,19.8,1,220895.0,384.0,1,Class1_Office,7,East,Medium
CUS300774,45,28.0,0,995670.0,457.0,1,Class1_Office,15,Central,Low
CUS300775,61,19.6,0,237052.0,779.0,0,Class2_Field,15,South,Low
CUS300776,55,20.9,0,572778.0,694.0,0,Class2_Field,12,East,Low
CUS300777,52,33.2,0,593542.0,539.0,0,Class2_Field,4,Central,Low
CUS300778,43,19.3,0,285362.0,556.0,0,Class4_Hazardous,7,West,Low
CUS300779,72,,0,529163.0,778.0,1,Class2_Field,8,North,Low
CUS300780,41,32.9,1,904496.0,862.0,0,Class1_Office,12,Central,High
CUS300781,43,25.5,0,616314.0,797.0,0,Class1_Office,2,South,Low
CUS300782,50,20.8,0,340777.0,677.0,2,Class1_Office,8,North,Low
CUS300783,22,21.3,0,969760.0,771.0,0,Class1_Office,13,West,Low
CUS300784,57,38.2,1,487221.0,641.0,1,Class1_Office,0,South,High
CUS300785,73,29.7,1,823652.0,717.0,1,Class1_Office,6,South,High
CUS300786,50,27.3,0,684183.0,831.0,0,Class1_Office,12,South,Low
CUS300787,44,29.8,1,631655.0,,1,Class1_Office,8,Central,Low
CUS300788,66,24.5,0,454272.0,648.0,1,Class3_Manual,14,North,Medium
CUS300789,68,26.6,0,420263.0,341.0,1,Class2_Field,11,North,Medium
CUS300790,40,28.1,0,449844.0,651.0,0,Class3_Manual,11,South,Low
CUS300791,72,23.4,0,378197.0,565.0,3,Class2_Field,11,South,Medium
CUS300792,42,26.5,0,1847160.0,476.0,0,Class1_Office,1,West,Low
CUS300793,45,32.9,0,583485.0,,3,Class1_Office,7,North,Medium
CUS300794,66,20.8,0,359791.0,332.0,2,Class1_Office,13,South,Medium
CUS300795,74,23.7,0,742570.0,546.0,1,Class1_Office,6,West,Medium
CUS300796,23,23.2,0,1227066.0,831.0,1,Class1_Office,6,Central,Low
CUS300797,73,29.4,0,360250.0,514.0,0,Class3_Manual,2,Central,High
CUS300798,71,31.0,0,810118.0,316.0,0,Class1_Office,11,Central,High
CUS300799,68,19.3,1,585813.0,515.0,0,Class1_Office,10,West,Medium
CUS300800,51,24.5,0,167373.0,853.0,1,Class1_Office,15,East,Low
CUS300801,73,22.7,0,256199.0,749.0,1,Class1_Office,4,South,Medium
CUS300802,42,28.2,1,366285.0,781.0,0,Class3_Manual,3,North,Medium
CUS300803,50,26.0,1,379642.0,328.0,2,Class2_Field,15,North,High
CUS300804,57,30.0,0,313465.0,464.0,2,Class1_Office,5,South,High
CUS300805,56,34.5,0,482127.0,,0,Class1_Office,9,East,Medium
CUS300806,20,16.5,0,930574.0,353.0,1,Class3_Manual,1,East,Low
CUS300807,42,16.5,0,334062.0,702.0,1,Class3_Manual,2,North,Medium
CUS300808,50,26.0,0,1049980.0,883.0,0,Class2_Field,13,West,Low
CUS300809,46,27.9,0,1041525.0,608.0,3,Class1_Office,11,South,High
CUS300810,66,22.1,0,487136.0,885.0,2,Class4_Hazardous,12,Central,Medium
CUS300811,21,26.3,0,519617.0,498.0,4,Class1_Office,10,Central,Medium
CUS300812,49,27.3,0,907078.0,471.0,0,Class2_Field,10,North,Low
CUS300813,46,19.9,0,321441.0,,1,Class1_Office,9,North,Low
CUS300814,40,27.4,0,217314.0,816.0,2,Class3_Manual,13,East,Medium
CUS300815,29,28.9,0,187376.0,726.0,0,Class4_Hazardous,9,North,Medium
CUS300816,36,26.1,1,559236.0,649.0,0,Class2_Field,3,South,Low
CUS300817,44,19.2,1,305756.0,,0,Class3_Manual,9,South,Medium
CUS300818,24,21.7,0,101659.0,523.0,0,Class1_Office,2,North,Low
CUS300819,73,28.0,0,1364818.0,553.0,0,Class2_Field,15,East,Medium
CUS300820,47,34.0,0,2039292.0,577.0,1,Class1_Office,8,Central,Medium
CUS300821,21,27.9,0,395861.0,738.0,2,Class1_Office,11,North,Low
CUS300822,65,24.8,1,2651334.0,496.0,1,Class1_Office,3,Central,High
CUS300823,40,26.8,0,573900.0,395.0,0,Class2_Field,13,East,Low
CUS300824,20,24.8,1,962032.0,370.0,1,Class1_Office,3,East,Low
CUS300825,42,27.6,0,741283.0,518.0,0,Class4_Hazardous,7,East,Medium
CUS300826,38,28.1,1,514661.0,666.0,2,Class1_Office,11,South,High
CUS300827,47,18.9,1,297364.0,668.0,0,Class1_Office,1,North,Medium
CUS300828,63,,1,588218.0,857.0,0,Class1_Office,3,North,High
CUS300829,48,33.8,0,222444.0,411.0,2,Class1_Office,1,South,High
CUS300830,33,20.6,0,180342.0,624.0,0,Class4_Hazardous,0,East,Low
CUS300831,48,22.9,0,293312.0,395.0,3,Class1_Office,7,East,Medium
CUS300832,28,29.3,0,713410.0,710.0,1,Class2_Field,13,South,Low
CUS300833,66,24.6,1,526550.0,832.0,2,Class4_Hazardous,7,South,High
CUS300834,66,20.8,0,310654.0,,3,Class3_Manual,15,West,Medium
CUS300835,53,18.9,0,760633.0,701.0,2,Class1_Office,1,East,Low
CUS300836,23,25.3,1,796872.0,613.0,1,Class2_Field,0,East,Low
CUS300837,63,20.3,1,287344.0,616.0,0,Class1_Office,2,East,High
CUS300838,27,28.5,0,366219.0,,2,Class1_Office,5,South,Low
CUS300839,64,26.1,0,561575.0,813.0,1,Class2_Field,0,Central,Medium
CUS300840,72,33.9,0,505988.0,482.0,0,Class1_Office,11,South,High
CUS300841,24,31.3,0,263008.0,416.0,0,Class3_Manual,1,West,Medium
CUS300842,24,25.8,1,621514.0,,1,Class3_Manual,0,Central,High
CUS300843,68,31.3,0,486524.0,409.0,1,Class1_Office,2,West,Medium
CUS300844,59,23.2,0,539323.0,367.0,1,Class1_Office,2,East,Medium
CUS300845,25,22.5,0,180185.0,373.0,1,Class3_Manual,2,South,Low
CUS300846,65,31.7,0,846590.0,323.0,1,Class2_Field,7,East,Medium
CUS300847,30,34.7,1,608092.0,406.0,0,Class2_Field,2,North,Medium
CUS300848,18,31.0,0,1041021.0,890.0,0,Class1_Office,4,Central,Low
CUS300849,34,20.6,1,794462.0,696.0,0,Class1_Office,4,Central,Low
CUS300850,41,20.3,0,1083773.0,853.0,1,Class3_Manual,7,Central,Low
CUS300851,31,29.2,0,527864.0,816.0,0,Class4_Hazardous,3,East,Medium
CUS300852,50,22.0,1,237239.0,308.0,2,Class1_Office,7,East,High
CUS300853,73,22.2,0,922076.0,642.0,0,Class4_Hazardous,2,West,High
CUS300854,57,25.3,0,448434.0,451.0,3,Class1_Office,0,West,High
CUS300855,36,23.0,0,712313.0,519.0,0,Class2_Field,7,South,Low
CUS300856,42,34.5,0,333898.0,525.0,1,Class2_Field,8,Central,Medium
CUS300857,43,33.6,0,682007.0,845.0,0,Class2_Field,11,South,Medium
CUS300858,48,33.4,0,237600.0,856.0,1,Class1_Office,7,South,Medium
CUS300859,55,24.7,0,991246.0,451.0,2,Class2_Field,4,Central,High
CUS300860,43,33.9,0,560992.0,537.0,2,Class1_Office,10,West,Medium
CUS300861,73,25.4,0,810334.0,349.0,0,Class2_Field,2,East,Medium
CUS300862,22,29.3,0,306144.0,733.0,1,Class2_Field,5,Central,Low
CUS300863,49,29.7,0,513996.0,704.0,0,Class2_Field,5,North,Medium
CUS300864,28,23.1,1,752910.0,900.0,0,Class1_Office,8,East,Low
CUS300865,29,29.7,0,723013.0,426.0,0,Class1_Office,1,East,Low
CUS300866,67,24.9,0,641487.0,795.0,1,Class2_Field,5,West,Low
CUS300867,52,28.6,0,365145.0,465.0,0,Class2_Field,13,West,Low
CUS300868,53,22.6,0,518193.0,773.0,3,Class3_Manual,4,North,High
CUS300869,28,28.4,0,449238.0,728.0,2,Class3_Manual,10,South,Low
CUS300870,33,29.0,1,215710.0,695.0,1,Class2_Field,12,West,Medium
CUS300871,36,29.4,0,360914.0,782.0,0,Class4_Hazardous,10,East,Low
CUS300872,40,35.5,0,435317.0,702.0,2,Class3_Manual,3,West,Medium
CUS300873,53,32.3,1,387444.0,811.0,0,Class4_Hazardous,14,East,High
CUS300874,65,22.9,0,519208.0,502.0,1,Class3_Manual,5,North,Medium
CUS300875,31,22.3,1,655757.0,,0,Class1_Office,0,East,Low
CUS300876,33,31.2,1,532956.0,322.0,1,Class1_Office,15,West,High
CUS300877,73,,1,420066.0,616.0,1,Class1_Office,11,East,High
CUS300878,25,16.2,0,898119.0,399.0,2,Class1_Office,14,South,Low
CUS300879,40,27.9,1,275769.0,621.0,0,Class2_Field,10,East,High
CUS300880,58,,0,340837.0,329.0,0,Class3_Manual,0,North,Medium
CUS300881,40,28.3,1,287088.0,793.0,1,Class1_Office,4,Central,High
CUS300882,62,30.3,0,723762.0,485.0,1,Class4_Hazardous,2,East,Medium
CUS300883,34,26.4,0,717514.0,738.0,0,Class1_Office,6,South,Low
CUS300884,35,25.9,0,688252.0,570.0,0,Class1_Office,14,South,Low
CUS300885,52,24.9,0,1526792.0,505.0,0,Class1_Office,11,East,Low
CUS300886,43,28.9,0,350384.0,669.0,0,Class3_Manual,10,West,Low
CUS300887,51,28.7,0,553246.0,696.0,0,Class1_Office,6,South,Medium
CUS300888,52,30.6,0,738645.0,301.0,0,Class2_Field,11,South,Low
CUS300889,46,28.0,1,446535.0,787.0,1,Class3_Manual,11,North,High
CUS300890,31,20.8,0,766569.0,880.0,0,Class1_Office,4,North,Low
CUS300891,31,17.8,0,906301.0,746.0,1,Class3_Manual,3,South,Low
CUS300892,47,22.1,0,838199.0,774.0,5,Class4_Hazardous,8,North,High
CUS300893,32,25.3,0,1403415.0,522.0,0,Class2_Field,3,East,Low
CUS300894,58,33.0,0,1451711.0,506.0,1,Class1_Office,1,East,High
CUS300895,25,29.8,1,737521.0,309.0,0,Class4_Hazardous,13,North,High
CUS300896,50,34.5,1,358677.0,884.0,2,Class1_Office,5,North,High
CUS300897,69,29.1,0,3800975.0,818.0,0,Class1_Office,6,East,Medium
CUS300898,58,31.4,0,274660.0,670.0,2,Class2_Field,9,Central,High
CUS300899,22,17.7,0,509559.0,453.0,1,Class3_Manual,4,South,Low
CUS300900,40,19.4,1,905504.0,851.0,0,Class1_Office,0,West,Medium
CUS300901,48,32.4,1,643125.0,645.0,1,Class1_Office,9,East,High
CUS300902,29,26.9,1,623562.0,453.0,0,Class2_Field,0,West,Medium
CUS300903,48,25.5,1,699913.0,440.0,1,Class1_Office,6,North,High
CUS300904,45,17.7,0,870514.0,630.0,1,Class4_Hazardous,13,South,Low
CUS300905,44,29.0,0,279624.0,889.0,2,Class2_Field,0,West,Low
CUS300906,29,25.2,0,885158.0,503.0,0,Class1_Office,11,East,Low
CUS300907,27,16.7,1,599436.0,594.0,0,Class3_Manual,2,Central,Low
CUS300908,57,29.1,1,858602.0,819.0,1,Class1_Office,12,South,High
CUS300909,34,25.4,1,556332.0,834.0,1,Class3_Manual,12,South,Medium
CUS300910,21,25.0,0,287317.0,541.0,0,Class2_Field,5,West,Low
CUS300911,23,29.4,0,782515.0,627.0,3,Class1_Office,11,South,Medium
CUS300912,71,22.8,1,242735.0,640.0,1,Class3_Manual,2,North,High
CUS300913,64,20.3,0,738205.0,559.0,0,Class1_Office,13,East,Low
CUS300914,48,23.2,0,2442769.0,395.0,0,Class1_Office,1,North,Low
CUS300915,34,29.9,0,376990.0,593.0,1,Class1_Office,11,West,Low
CUS300916,25,21.2,1,311430.0,752.0,1,Class1_Office,10,South,Medium
CUS300917,33,26.6,1,600822.0,552.0,1,Class1_Office,8,West,Medium
CUS300918,60,30.7,0,441908.0,301.0,0,Class2_Field,2,North,Medium
CUS300919,58,26.3,0,641710.0,586.0,1,Class1_Office,7,Central,High
CUS300920,18,23.5,1,367510.0,900.0,2,Class1_Office,4,West,Medium
CUS300921,59,28.7,0,277893.0,650.0,1,Class2_Field,5,East,Low
CUS300922,74,25.9,0,94667.0,507.0,1,Class2_Field,1,South,Medium
CUS300923,55,24.8,1,269561.0,876.0,2,Class2_Field,0,West,High
CUS300924,64,23.1,1,591882.0,303.0,3,Class3_Manual,12,Central,High
CUS300925,50,26.3,0,944036.0,773.0,1,Class1_Office,6,West,Low
CUS300926,32,29.6,1,758697.0,408.0,0,Class2_Field,10,Central,Medium
CUS300927,62,23.7,0,799389.0,774.0,3,Class3_Manual,6,South,High
CUS300928,48,25.2,0,823474.0,617.0,1,Class2_Field,7,Central,Medium
CUS300929,53,30.0,0,363059.0,804.0,1,Class2_Field,12,South,Medium
CUS300930,58,25.7,0,166229.0,869.0,1,Class2_Field,14,Central,Medium
CUS300931,32,25.4,0,485400.0,398.0,0,Class4_Hazardous,1,North,High
CUS300932,39,20.0,1,204206.0,577.0,2,Class3_Manual,5,North,Medium
CUS300933,28,26.3,0,601049.0,467.0,0,Class1_Office,8,Central,Low
CUS300934,28,28.3,0,497951.0,577.0,1,Class3_Manual,14,Central,Low
CUS300935,72,24.6,1,1780143.0,776.0,1,Class1_Office,4,East,Medium
CUS300936,34,26.9,0,1122748.0,548.0,1,Class1_Office,6,West,Low
CUS300937,62,24.0,0,721364.0,524.0,1,Class2_Field,14,East,Medium
CUS300938,58,19.2,0,378971.0,425.0,3,Class2_Field,4,Central,Medium
CUS300939,56,16.9,0,223830.0,732.0,0,Class1_Office,4,East,Low
CUS300940,64,30.2,0,1837596.0,384.0,2,Class4_Hazardous,9,East,High
CUS300941,53,34.5,0,498308.0,768.0,3,Class2_Field,3,Central,High
CUS300942,22,32.1,0,672608.0,665.0,0,Class1_Office,12,West,Low
CUS300943,63,22.6,0,335423.0,580.0,0,Class3_Manual,15,Central,Medium
CUS300944,21,30.0,0,1478187.0,720.0,0,Class2_Field,7,West,Low
CUS300945,30,23.5,0,309052.0,626.0,3,Class2_Field,6,Central,Medium
CUS300946,51,22.5,1,421980.0,763.0,0,Class1_Office,15,West,Medium
CUS300947,43,31.8,0,676277.0,863.0,1,Class4_Hazardous,1,West,Medium
CUS300948,45,22.7,0,977768.0,731.0,2,Class1_Office,10,East,Low
CUS300949,35,24.8,0,437369.0,759.0,3,Class1_Office,8,South,Low
CUS300950,72,24.7,1,560102.0,315.0,3,Class2_Field,10,North,High
CUS300951,61,23.0,1,363401.0,817.0,2,Class1_Office,4,North,High
CUS300952,42,32.8,0,511249.0,589.0,0,Class3_Manual,9,West,Medium
CUS300953,43,32.3,0,732743.0,429.0,0,Class3_Manual,5,West,Low
CUS300954,20,19.1,0,1322694.0,815.0,0,Class1_Office,11,North,Low
CUS300955,68,28.0,0,579270.0,323.0,1,Class1_Office,11,North,Medium
CUS300956,37,25.3,1,265025.0,350.0,0,Class2_Field,4,North,Medium
CUS300957,21,22.8,0,1483950.0,550.0,0,Class2_Field,6,North,Low
CUS300958,22,24.3,0,828294.0,686.0,1,Class3_Manual,5,East,Low
CUS300959,56,26.9,1,699892.0,549.0,0,Class2_Field,4,South,Medium
CUS300960,48,26.4,1,1615496.0,638.0,1,Class4_Hazardous,15,West,High
CUS300961,45,28.7,1,1386907.0,650.0,4,Class3_Manual,5,West,High
CUS300962,42,29.1,0,289477.0,773.0,1,Class2_Field,14,West,Low
CUS300963,67,19.4,0,487266.0,441.0,0,Class1_Office,5,Central,Low
CUS300964,23,25.4,0,233605.0,563.0,2,Class3_Manual,10,North,Low
CUS300965,44,25.0,1,523647.0,833.0,1,Class3_Manual,9,West,High
CUS300966,64,29.9,0,635259.0,738.0,0,Class1_Office,7,South,Low
CUS300967,27,15.7,0,188981.0,660.0,2,Class1_Office,7,South,Low
CUS300968,22,34.0,0,502929.0,300.0,2,Class2_Field,8,South,Low
CUS300969,32,26.0,0,405914.0,483.0,2,Class1_Office,13,North,Low
CUS300970,51,27.5,0,1045071.0,536.0,3,Class2_Field,0,West,Medium
CUS300971,20,17.6,0,1475519.0,580.0,0,Class1_Office,9,Central,Low
CUS300972,40,24.6,0,1075420.0,404.0,0,Class2_Field,13,East,Medium
CUS300973,51,21.1,0,469032.0,334.0,2,Class1_Office,5,West,Low
CUS300974,62,30.6,0,887442.0,,1,Class3_Manual,15,West,High
CUS300975,27,23.8,0,424063.0,437.0,4,Class1_Office,5,South,Medium
CUS300976,51,25.4,0,323874.0,684.0,1,Class2_Field,2,West,Low
CUS300977,29,22.9,0,332185.0,643.0,1,Class2_Field,13,South,Low
CUS300978,40,21.5,0,1046803.0,775.0,0,Class1_Office,4,South,Low
CUS300979,52,29.3,0,1544360.0,307.0,0,Class1_Office,12,North,Low
CUS300980,64,21.6,0,505344.0,836.0,1,Class1_Office,9,Central,Medium
CUS300981,74,26.8,0,811458.0,704.0,1,Class4_Hazardous,12,South,High
CUS300982,45,23.6,0,375553.0,368.0,0,Class4_Hazardous,4,East,High
CUS300983,73,27.8,0,911142.0,449.0,0,Class2_Field,11,North,Medium
CUS300984,26,29.9,0,207441.0,828.0,1,Class1_Office,0,West,Low
CUS300985,47,26.5,0,1092130.0,800.0,0,Class1_Office,3,South,Low
CUS300986,74,30.2,0,1132108.0,548.0,0,Class2_Field,6,South,Medium
CUS300987,29,30.1,0,370035.0,742.0,2,Class2_Field,3,East,Low
CUS300988,40,27.5,0,1248059.0,510.0,0,Class1_Office,10,West,Low
CUS300989,38,26.9,1,87832.0,839.0,1,Class3_Manual,8,Central,Medium
CUS300990,27,22.4,0,447167.0,354.0,1,Class2_Field,15,East,Low
CUS300991,49,22.8,0,942366.0,451.0,1,Class3_Manual,5,East,Low
CUS300992,44,27.2,0,506620.0,381.0,0,Class1_Office,12,East,Low
CUS300993,59,22.5,0,192350.0,601.0,0,Class2_Field,9,West,Low
CUS300994,56,23.8,1,603695.0,744.0,0,Class3_Manual,2,Central,High
CUS300995,36,29.0,0,332587.0,788.0,0,Class2_Field,3,East,Low
CUS300996,67,30.3,1,1205975.0,532.0,0,Class1_Office,5,West,High
CUS300997,67,15.0,0,189695.0,676.0,0,Class3_Manual,5,Central,High
CUS300998,21,25.6,0,533820.0,352.0,0,Class1_Office,7,Central,Low
CUS300999,73,29.6,0,217162.0,379.0,3,Class1_Office,7,Central,High
CUS301000,63,24.1,0,571219.0,396.0,2,Class2_Field,12,East,Medium
CUS301001,31,28.8,0,277524.0,402.0,1,Class1_Office,10,South,Low
CUS301002,24,,1,493281.0,511.0,0,Class1_Office,4,South,Medium
CUS301003,63,25.6,1,385314.0,879.0,0,Class3_Manual,9,East,High
CUS301004,58,,0,387553.0,369.0,0,Class2_Field,9,Central,Low
CUS301005,26,20.9,1,583314.0,635.0,1,Class2_Field,7,Central,Medium
CUS301006,68,19.1,0,841465.0,784.0,1,Class1_Office,5,North,Medium
CUS301007,70,26.7,1,583245.0,561.0,1,Class1_Office,14,South,High
CUS301008,30,19.0,1,496915.0,809.0,1,Class3_Manual,4,Central,Medium
CUS301009,71,29.0,0,1110471.0,878.0,1,Class1_Office,11,South,Medium
CUS301010,59,30.1,0,326981.0,,1,Class2_Field,4,North,Medium
CUS301011,60,29.9,0,757017.0,812.0,1,Class2_Field,15,Central,Low
CUS301012,32,23.4,1,446905.0,714.0,0,Class1_Office,1,Central,Low
CUS301013,69,30.9,0,2031291.0,518.0,0,Class1_Office,5,West,High
CUS301014,30,15.0,0,331703.0,412.0,1,Class3_Manual,4,North,Low
CUS301015,52,23.2,0,291939.0,590.0,0,Class3_Manual,10,South,Low
CUS301016,23,17.2,0,504598.0,667.0,2,Class3_Manual,5,South,Low
CUS301017,58,27.3,0,471506.0,494.0,2,Class1_Office,8,East,Medium
CUS301018,22,22.8,0,600641.0,785.0,1,Class1_Office,5,South,Low
CUS301019,40,21.3,0,544788.0,477.0,2,Class1_Office,14,North,Low
CUS301020,48,18.3,0,510681.0,790.0,2,Class4_Hazardous,1,Central,Medium
CUS301021,67,27.0,1,1210307.0,377.0,1,Class2_Field,8,North,High
CUS301022,58,25.2,0,1208621.0,522.0,2,Class3_Manual,8,West,Medium
CUS301023,44,22.4,0,551697.0,604.0,2,Class2_Field,14,West,Low
CUS301024,42,28.2,0,507812.0,853.0,0,Class3_Manual,13,East,Medium
CUS301025,59,22.9,1,584465.0,375.0,0,Class1_Office,15,East,Medium
CUS301026,63,28.4,1,711228.0,642.0,0,Class3_Manual,10,South,High
CUS301027,53,19.4,1,198912.0,650.0,2,Class3_Manual,10,East,High
CUS301028,50,33.1,0,1233124.0,461.0,1,Class2_Field,14,East,High
CUS301029,57,33.8,0,930817.0,865.0,0,Class1_Office,6,East,Low
CUS301030,60,23.2,0,445597.0,316.0,1,Class2_Field,3,Central,Low
CUS301031,29,32.0,1,349712.0,481.0,0,Class4_Hazardous,10,Central,High
CUS301032,51,23.3,1,255705.0,663.0,1,Class1_Office,12,South,High
CUS301033,71,27.8,0,750801.0,836.0,2,Class3_Manual,3,North,Medium
CUS301034,73,16.6,0,1656751.0,,1,Class1_Office,0,West,Low
CUS301035,54,22.8,1,116676.0,803.0,1,Class1_Office,1,North,Low
CUS301036,55,29.4,0,519779.0,337.0,0,Class1_Office,15,South,Low
CUS301037,20,33.9,1,190500.0,330.0,1,Class1_Office,1,Central,Medium
CUS301038,22,25.3,0,407433.0,649.0,5,Class1_Office,5,West,Medium
CUS301039,43,20.1,1,414560.0,303.0,0,Class2_Field,12,South,Medium
CUS301040,70,27.4,0,1239313.0,547.0,0,Class4_Hazardous,7,East,Medium
CUS301041,35,19.6,1,599357.0,586.0,2,Class1_Office,7,North,Low
CUS301042,23,21.5,0,859197.0,597.0,0,Class3_Manual,1,Central,Low
CUS301043,66,23.8,0,391985.0,491.0,0,Class3_Manual,12,East,Low
CUS301044,38,27.8,0,629181.0,606.0,0,Class3_Manual,3,North,Low
CUS301045,22,21.6,1,602244.0,631.0,2,Class2_Field,4,South,Low
CUS301046,35,23.9,0,1768959.0,536.0,0,Class1_Office,5,East,Low
CUS301047,35,26.6,0,498872.0,523.0,0,Class2_Field,10,North,Low
CUS301048,39,28.8,0,619857.0,603.0,1,Class1_Office,8,South,Low
CUS301049,44,19.7,0,1076520.0,540.0,0,Class2_Field,3,North,Low
CUS301050,74,23.7,0,355247.0,503.0,2,Class2_Field,15,Central,High
CUS301051,72,26.4,0,215411.0,627.0,1,Class1_Office,12,East,Medium
CUS301052,56,26.9,0,422595.0,600.0,0,Class3_Manual,3,South,Medium
CUS301053,43,27.3,0,790922.0,495.0,0,Class1_Office,4,South,Medium
CUS301054,27,27.0,0,440428.0,569.0,0,Class1_Office,13,North,Low
CUS301055,38,24.7,0,590586.0,324.0,0,Class2_Field,3,North,Low
CUS301056,21,30.3,0,388953.0,535.0,0,Class1_Office,4,South,Low
CUS301057,40,29.0,1,491398.0,699.0,0,Class2_Field,3,North,Medium
CUS301058,70,31.3,0,256787.0,691.0,0,Class2_Field,15,East,Low
CUS301059,44,23.1,0,821469.0,602.0,1,Class1_Office,6,North,Medium
CUS301060,66,,0,808887.0,501.0,3,Class2_Field,12,Central,Medium
CUS301061,20,24.7,0,1387793.0,616.0,1,Class2_Field,3,North,Low
CUS301062,39,26.2,0,283482.0,,1,Class2_Field,3,West,Low
CUS301063,70,27.2,0,1787157.0,887.0,1,Class2_Field,8,North,Medium
CUS301064,36,17.5,0,417089.0,458.0,4,Class4_Hazardous,6,Central,High
CUS301065,23,21.8,0,159536.0,659.0,2,Class2_Field,12,Central,Low
CUS301066,42,22.4,0,1062751.0,893.0,0,Class2_Field,9,North,Low
CUS301067,54,27.1,1,1067996.0,436.0,0,Class2_Field,13,North,Medium
CUS301068,48,20.0,1,406452.0,869.0,0,Class1_Office,10,Central,Medium
CUS301069,54,28.2,0,283505.0,371.0,1,Class2_Field,6,North,Low
CUS301070,25,20.1,0,104334.0,483.0,1,Class1_Office,11,West,Low
CUS301071,49,22.3,0,232733.0,884.0,0,Class1_Office,14,North,Low
CUS301072,27,20.8,1,319154.0,330.0,0,Class2_Field,0,West,Low
CUS301073,48,,0,833942.0,546.0,1,Class4_Hazardous,12,Central,Medium
CUS301074,24,28.9,1,641497.0,364.0,1,Class4_Hazardous,0,East,Medium
CUS301075,36,34.6,0,590938.0,814.0,1,Class3_Manual,5,North,Medium
CUS301076,19,27.2,0,407455.0,788.0,0,Class1_Office,9,North,Low
CUS301077,61,24.8,1,524661.0,818.0,0,Class2_Field,13,South,Medium
CUS301078,38,23.5,0,818389.0,407.0,1,Class2_Field,11,North,Low
CUS301079,54,26.6,0,753888.0,604.0,0,Class1_Office,2,East,Low
CUS301080,34,35.8,1,641397.0,803.0,0,Class1_Office,12,North,High
CUS301081,30,22.1,0,983371.0,469.0,2,Class2_Field,8,North,Low
CUS301082,35,33.4,0,257567.0,,0,Class3_Manual,9,Central,Low
CUS301083,36,29.0,0,278502.0,715.0,1,Class1_Office,7,North,Low
CUS301084,43,22.7,0,876590.0,383.0,0,Class2_Field,5,North,Low
CUS301085,26,26.0,1,394334.0,339.0,1,Class4_Hazardous,12,West,Medium
CUS301086,63,18.1,0,449586.0,591.0,2,Class4_Hazardous,12,North,Medium
CUS301087,22,28.0,0,339914.0,867.0,0,Class3_Manual,1,East,Low
CUS301088,45,20.7,0,380030.0,710.0,0,Class4_Hazardous,1,East,Low
CUS301089,58,26.2,0,359852.0,804.0,1,Class2_Field,7,Central,Medium
CUS301090,65,25.3,0,1374111.0,563.0,0,Class2_Field,13,South,Low
CUS301091,67,27.4,0,568652.0,767.0,0,Class2_Field,10,North,Low
CUS301092,54,23.8,0,658529.0,513.0,0,Class1_Office,8,North,Low
CUS301093,41,27.6,0,215831.0,671.0,1,Class1_Office,6,East,Low
CUS301094,50,24.1,0,326918.0,876.0,0,Class2_Field,13,North,Medium
CUS301095,41,24.4,0,329173.0,304.0,1,Class3_Manual,15,North,Medium
CUS301096,74,27.9,0,687959.0,558.0,1,Class3_Manual,11,North,High
CUS301097,24,19.4,0,336677.0,447.0,0,Class1_Office,14,North,Low
CUS301098,54,26.7,1,714711.0,,2,Class1_Office,0,Central,High
CUS301099,21,22.5,0,194646.0,647.0,0,Class1_Office,12,South,Low
CUS301100,24,23.0,1,285518.0,708.0,1,Class2_Field,12,West,Medium
CUS301101,35,19.3,0,211150.0,349.0,0,Class1_Office,6,South,Low
CUS301102,28,18.9,0,516333.0,320.0,2,Class2_Field,8,East,Low
CUS301103,33,23.7,1,278408.0,309.0,1,Class1_Office,6,South,Low
CUS301104,26,25.4,0,466321.0,659.0,1,Class2_Field,0,East,Low
CUS301105,38,27.0,1,218671.0,847.0,1,Class3_Manual,12,Central,Low
CUS301106,47,25.4,0,203516.0,812.0,2,Class4_Hazardous,0,South,Medium
CUS301107,41,27.7,0,340769.0,672.0,0,Class1_Office,11,West,Low
CUS301108,23,23.7,0,1353692.0,599.0,0,Class3_Manual,2,North,Low
CUS301109,27,24.0,1,216191.0,890.0,0,Class3_Manual,8,North,Medium
CUS301110,68,32.7,0,452730.0,616.0,1,Class2_Field,4,Central,Medium
CUS301111,34,29.0,1,675604.0,467.0,0,Class2_Field,15,East,Medium
CUS301112,40,23.0,0,577128.0,703.0,2,Class4_Hazardous,1,East,Medium
CUS301113,50,24.4,0,320490.0,811.0,1,Class1_Office,14,West,Medium
