customer_id,age,annual_income,total_premium,num_policies,tenure_years,region,digital_engagement,claims_ratio,occupation,segment
SEG800829,54,231507.0,3297.0,5,10.9,Central,0.95,0.146,Engineer,Budget
SEG800830,72,1135620.0,54990.0,1,1.8,West,0.99,0.378,Architect,HighNetWorth
SEG800831,60,159566.0,5149.0,5,3.2,North,0.75,0.139,Police Officer,Budget
SEG800832,74,211267.0,2223.0,2,1.5,Central,0.99,0.244,Lawyer,Budget
SEG800833,60,183200.0,7885.0,1,5.6,South,0.48,0.186,Nurse,Budget
SEG800834,61,1008633.0,47883.0,4,0.9,North,0.33,0.186,Civil Servant,HighNetWorth
SEG800835,30,397518.0,4826.0,1,8.3,Central,0.6,0.267,Civil Servant,Budget
SEG800836,44,347982.0,9410.0,2,1.1,South,0.17,0.142,Welder,Budget
SEG800837,21,1038288.0,44047.0,6,9.8,South,0.83,0.062,Salesperson,HighNetWorth
SEG800838,79,527800.0,13127.0,6,6.2,South,0.73,0.347,Electrician,Mainstream
SEG800839,67,442254.0,15764.0,3,9.5,North,0.39,0.054,Accountant,Mainstream
SEG800840,23,406056.0,13179.0,6,2.9,West,0.87,0.036,Nurse,Mainstream
SEG800841,65,448791.0,7983.0,4,2.7,Central,0.36,0.469,Shop Owner,Budget
SEG800842,42,840513.0,23267.0,2,4.3,North,0.81,0.122,Police Officer,Affluent
SEG800843,70,813653.0,45574.0,1,1.7,South,0.92,0.163,Driver,Affluent
SEG800844,74,1660277.0,68579.0,1,0.2,East,0.15,0.188,Pharmacist,HighNetWorth
SEG800845,72,844893.0,36111.0,2,7.6,Central,0.49,0.217,Electrician,Affluent
SEG800846,42,374317.0,18062.0,3,2.9,West,0.07,0.139,Doctor,Mainstream
SEG800847,54,251873.0,13071.0,4,2.2,East,0.02,0.192,Electrician,Budget
SEG800848,29,705980.0,21898.0,5,1.8,West,0.68,0.111,Teacher,Affluent
SEG800849,49,425137.0,13602.0,6,2.6,South,0.43,0.179,Plumber,Mainstream
SEG800850,75,242196.0,9238.0,6,14.1,Central,0.83,0.12,Banker,Budget
SEG800851,43,868292.0,14824.0,3,13.1,South,0.13,0.292,Welder,Affluent
SEG800852,55,,8912.0,2,10.8,East,0.63,0.025,Chef,Mainstream
SEG800853,47,287256.0,17088.0,4,1.3,Central,0.8,0.11,Welder,Mainstream
SEG800854,50,,11213.0,5,3.7,South,0.24,0.343,Engineer,Mainstream
SEG800855,29,467837.0,11654.0,1,0.7,Central,0.86,0.441,Salesperson,Mainstream
SEG800856,75,920915.0,43788.0,5,0.2,Central,0.17,0.051,Police Officer,Affluent
SEG800857,58,248252.0,13553.0,6,7.2,South,0.17,0.3,Nurse,Mainstream
SEG800858,28,214528.0,8176.0,2,7.4,North,0.15,0.086,Security Guard,Budget
SEG800859,52,220866.0,4693.0,3,2.4,North,0.8,0.188,Welder,Budget
SEG800860,58,2014603.0,45919.0,1,11.7,South,0.69,0.009,Welder,HighNetWorth
SEG800861,29,1617661.0,47411.0,5,5.5,North,0.77,0.374,Nurse,HighNetWorth
SEG800862,23,121901.0,6701.0,1,12.2,West,0.25,0.251,Accountant,Budget
SEG800863,64,,11052.0,3,3.9,West,0.95,0.501,Farmer,Budget
SEG800864,78,403594.0,19229.0,5,1.4,South,0.34,0.198,Security Guard,Mainstream
SEG800865,36,405344.0,11758.0,3,15.3,South,0.09,0.176,Farmer,Mainstream
SEG800866,54,654104.0,27103.0,2,8.3,East,0.96,0.007,Pharmacist,Affluent
SEG800867,73,617453.0,11881.0,5,7.8,South,0.13,0.052,Teacher,Mainstream
SEG800868,33,339145.0,14820.0,1,3.4,North,0.89,0.244,Teacher,Mainstream
SEG800869,68,548394.0,22227.0,1,10.0,North,0.04,0.204,Plumber,Mainstream
SEG800870,30,298988.0,10743.0,5,0.1,East,0.35,0.288,Shop Owner,Mainstream
SEG800871,51,1058273.0,45255.0,6,6.7,Central,0.97,0.18,Software Developer,HighNetWorth
SEG800872,58,1113926.0,27967.0,3,1.4,South,0.29,0.09,Civil Servant,Affluent
SEG800873,36,89677.0,3700.0,3,3.0,Central,0.98,0.311,Plumber,Budget
SEG800874,54,196628.0,5379.0,2,1.6,South,0.43,0.386,Salesperson,Budget
SEG800875,42,909068.0,19181.0,4,0.7,East,0.02,0.154,Carpenter,Affluent
SEG800876,35,282605.0,13933.0,1,4.4,South,0.77,0.302,Welder,Budget
SEG800877,75,382681.0,4809.0,1,2.9,Central,0.09,0.2,Civil Servant,Budget
SEG800878,72,282622.0,5879.0,5,5.4,East,0.47,0.035,Farmer,Budget
SEG800879,21,116460.0,3162.0,5,7.6,East,0.12,0.22,Chef,Budget
SEG800880,75,464846.0,16701.0,5,12.8,North,0.53,0.058,Accountant,Mainstream
SEG800881,67,516052.0,18914.0,5,11.3,East,0.55,0.432,Tailor,Mainstream
SEG800882,72,843389.0,38292.0,3,2.3,North,0.18,0.256,Farmer,Affluent
SEG800883,55,518115.0,30093.0,2,6.1,North,0.72,0.175,Plumber,Affluent
SEG800884,77,557886.0,23706.0,6,3.5,West,0.55,0.327,Security Guard,Mainstream
SEG800885,22,873763.0,12488.0,4,3.1,South,,0.013,Police Officer,Affluent
SEG800886,68,248246.0,4547.0,5,1.3,North,0.57,0.211,Banker,Budget
SEG800887,75,297815.0,14499.0,4,14.0,North,0.16,0.437,Engineer,Budget
SEG800888,50,638966.0,27044.0,4,2.4,West,0.96,0.275,Doctor,Affluent
SEG800889,72,564779.0,30398.0,4,2.2,South,0.59,0.078,Banker,Affluent
SEG800890,59,,37985.0,2,2.2,Central,1.0,0.345,Software Developer,HighNetWorth
SEG800891,73,332363.0,9440.0,4,6.0,South,0.94,0.195,Pharmacist,Mainstream
SEG800892,61,1062970.0,59888.0,1,6.1,South,0.78,0.494,Farmer,HighNetWorth
SEG800893,28,603694.0,32378.0,4,1.9,South,0.01,0.191,Nurse,Affluent
SEG800894,41,630436.0,17501.0,2,2.3,Central,0.38,0.199,Electrician,Mainstream
SEG800895,73,2043331.0,100482.0,1,3.3,North,0.78,0.202,Pharmacist,HighNetWorth
SEG800896,22,129011.0,4804.0,2,7.2,North,0.03,0.115,Mechanic,Budget
SEG800897,22,274074.0,5415.0,3,9.0,West,0.66,0.172,Architect,Budget
SEG800898,55,157743.0,7499.0,4,3.9,South,0.1,0.019,Nurse,Budget
SEG800899,73,545844.0,10780.0,6,19.1,Central,0.08,0.264,Accountant,Mainstream
SEG800900,58,413488.0,17113.0,3,5.9,Central,0.57,0.19,Mechanic,Mainstream
SEG800901,70,683826.0,9399.0,1,1.2,East,0.34,0.054,Carpenter,Mainstream
SEG800902,71,330977.0,5026.0,1,23.4,East,0.66,0.125,Civil Servant,Budget
SEG800903,54,691040.0,9598.0,4,3.0,East,0.95,0.195,Carpenter,Mainstream
SEG800904,37,192301.0,5294.0,4,6.9,North,,0.409,Teacher,Budget
SEG800905,57,818048.0,46526.0,5,17.2,Central,0.87,0.149,Tailor,Affluent
SEG800906,60,64172.0,1098.0,1,25.3,North,0.28,0.088,Engineer,Budget
SEG800907,39,1237216.0,28527.0,6,1.6,North,0.25,0.249,Software Developer,HighNetWorth
SEG800908,79,474316.0,18696.0,6,7.7,Central,0.67,0.235,Mechanic,Mainstream
SEG800909,35,363026.0,12045.0,2,1.0,East,0.92,0.159,Lawyer,Mainstream
SEG800910,77,583783.0,27065.0,5,4.5,North,0.54,0.119,Security Guard,Affluent
SEG800911,39,488605.0,6704.0,2,6.7,West,0.92,0.069,Farmer,Mainstream
SEG800912,30,189337.0,4791.0,2,12.1,South,0.95,0.141,Lawyer,Budget
SEG800913,69,663153.0,21187.0,3,4.2,West,0.04,0.162,Accountant,Affluent
SEG800914,44,238608.0,13693.0,4,3.1,East,0.3,0.135,Accountant,Budget
SEG800915,35,298378.0,5847.0,2,1.6,East,0.95,0.167,Banker,Budget
SEG800916,58,464112.0,14944.0,4,22.3,North,0.79,0.133,Pharmacist,Mainstream
SEG800917,41,377034.0,4793.0,6,3.0,Central,0.62,0.21,Driver,Budget
SEG800918,52,238572.0,7404.0,2,2.7,North,0.26,0.153,Software Developer,Budget
SEG800919,77,837537.0,32396.0,2,4.1,South,0.01,0.255,Police Officer,Affluent
SEG800920,41,79611.0,2430.0,1,2.8,South,0.52,0.208,Driver,Budget
SEG800921,27,111011.0,1608.0,1,2.3,South,0.89,0.262,Farmer,Budget
SEG800922,47,135586.0,2459.0,5,3.0,Central,0.24,0.406,Civil Servant,Budget
SEG800923,75,,4888.0,4,3.0,South,0.05,0.33,Salesperson,Budget
SEG800924,73,329338.0,8906.0,4,7.6,South,0.13,0.219,Farmer,Budget
SEG800925,76,506376.0,24708.0,4,4.7,East,0.89,0.119,Security Guard,Mainstream
SEG800926,78,269273.0,13044.0,1,17.9,Central,0.99,0.506,Police Officer,Budget
SEG800927,27,2366412.0,63993.0,3,0.2,West,0.48,0.259,Plumber,HighNetWorth
SEG800928,31,170053.0,4440.0,6,7.8,East,0.33,0.263,Pharmacist,Budget
SEG800929,47,627543.0,19104.0,6,1.5,South,0.63,0.108,Police Officer,Mainstream
SEG800930,22,388418.0,6914.0,1,3.5,Central,0.56,0.152,Welder,Budget
SEG800931,23,449828.0,12478.0,2,0.9,West,0.24,0.128,Farmer,Mainstream
SEG800932,47,578785.0,27455.0,3,2.7,East,0.73,0.096,Pharmacist,Affluent
SEG800933,45,220098.0,7018.0,3,8.7,Central,0.83,0.119,Pharmacist,Budget
SEG800934,78,,24537.0,1,11.0,Central,0.42,0.067,Salesperson,Mainstream
SEG800935,46,218680.0,9675.0,1,19.7,Central,0.14,0.118,Carpenter,Budget
SEG800936,31,628723.0,26500.0,6,7.1,North,0.08,0.229,Plumber,Affluent
SEG800937,40,234144.0,5826.0,3,12.8,South,0.8,0.109,Farmer,Budget
SEG800938,46,596313.0,21823.0,5,4.4,East,0.33,0.559,Electrician,Mainstream
SEG800939,36,321850.0,15256.0,4,12.1,West,0.71,0.234,Pharmacist,Mainstream
SEG800940,35,381889.0,6043.0,1,6.6,North,0.93,0.125,Police Officer,Budget
SEG800941,27,343467.0,17330.0,3,12.6,West,0.68,0.027,Engineer,Mainstream
SEG800942,32,190622.0,7078.0,5,1.6,North,0.7,0.208,Driver,Budget
SEG800943,72,505161.0,23830.0,6,4.0,East,0.01,0.096,Shop Owner,Mainstream
SEG800944,62,218833.0,12091.0,5,4.3,South,0.56,0.332,Salesperson,Mainstream
SEG800945,44,301117.0,14766.0,6,12.6,Central,0.9,0.264,Security Guard,Mainstream
SEG800946,71,522106.0,21888.0,2,10.5,West,0.03,0.262,Architect,Mainstream
SEG800947,30,296184.0,4770.0,2,2.4,North,0.18,0.188,Security Guard,Budget
SEG800948,75,920029.0,38890.0,1,1.9,West,0.49,0.118,Engineer,Affluent
SEG800949,45,691817.0,36609.0,4,5.5,South,0.56,0.249,Mechanic,Affluent
SEG800950,70,852493.0,15067.0,5,15.9,Central,0.33,0.139,Tailor,Affluent
SEG800951,49,369719.0,17577.0,6,0.4,North,0.15,0.184,Electrician,Mainstream
SEG800952,54,720645.0,29754.0,4,14.5,West,0.05,0.214,Shop Owner,Affluent
SEG800953,37,543427.0,19055.0,2,15.4,North,0.44,0.139,Carpenter,Mainstream
SEG800954,21,,78147.0,5,16.6,Central,0.22,0.243,Police Officer,HighNetWorth
SEG800955,61,108083.0,1083.0,6,0.4,West,0.33,0.132,Civil Servant,Budget
SEG800956,36,370696.0,15372.0,6,12.2,East,0.27,0.041,Engineer,Mainstream
SEG800957,45,570356.0,11207.0,4,29.4,North,0.76,0.052,Security Guard,Mainstream
SEG800958,40,200331.0,3244.0,2,5.5,West,0.07,0.26,Lawyer,Budget
SEG800959,73,275296.0,14730.0,3,0.5,East,0.41,0.289,Doctor,Mainstream
SEG800960,43,688051.0,35041.0,1,2.3,North,0.96,0.164,Plumber,Affluent
SEG800961,42,240999.0,7828.0,4,17.7,West,0.65,0.053,Engineer,Budget
SEG800962,35,515552.0,6620.0,6,5.2,North,,0.387,Farmer,Mainstream
SEG800963,59,626270.0,18257.0,3,0.5,South,0.42,0.243,Teacher,Mainstream
SEG800964,33,621493.0,7672.0,5,7.7,East,0.59,0.079,Chef,Mainstream
SEG800965,63,,24971.0,6,13.9,North,0.93,0.091,Lawyer,Affluent
SEG800966,70,418361.0,12747.0,1,0.7,North,0.65,0.149,Architect,Mainstream
SEG800967,26,522450.0,22089.0,4,3.9,West,0.2,0.253,Mechanic,Mainstream
SEG800968,25,1898256.0,105954.0,1,2.6,Central,0.59,0.095,Tailor,HighNetWorth
SEG800969,61,319084.0,11324.0,2,1.6,West,0.2,0.376,Banker,Budget
SEG800970,24,1004710.0,28673.0,5,1.4,South,0.89,0.102,Chef,Affluent
SEG800971,42,589932.0,13292.0,4,6.7,North,0.67,0.055,Lawyer,Mainstream
SEG800972,77,751494.0,29852.0,4,3.8,South,0.41,0.237,Teacher,Affluent
SEG800973,66,442955.0,17170.0,2,1.6,West,0.68,0.051,Electrician,Mainstream
SEG800974,34,505790.0,20752.0,3,0.5,East,0.92,0.075,Driver,Mainstream
SEG800975,46,413223.0,14510.0,4,8.5,West,0.71,0.289,Electrician,Mainstream
SEG800976,42,337878.0,11591.0,6,0.9,North,0.12,0.163,Plumber,Mainstream
SEG800977,49,953750.0,34617.0,4,8.2,West,0.72,0.172,Security Guard,Affluent
SEG800978,36,940698.0,15558.0,5,2.0,West,0.93,0.247,Shop Owner,Affluent
SEG800979,58,365098.0,20688.0,5,4.9,North,0.05,0.6,Carpenter,Mainstream
SEG800980,67,621220.0,7033.0,4,5.0,West,0.36,0.125,Plumber,Mainstream
SEG800981,50,257378.0,12583.0,1,11.3,South,0.48,0.039,Electrician,Budget
SEG800982,61,330646.0,11478.0,4,11.1,Central,0.8,0.194,Police Officer,Budget
SEG800983,42,88467.0,5142.0,5,7.2,Central,0.31,0.492,Mechanic,Budget
SEG800984,38,1226547.0,31994.0,6,11.3,East,0.49,0.319,Lawyer,Affluent
SEG800985,55,544661.0,24860.0,1,14.7,South,0.55,0.364,Engineer,Mainstream
SEG800986,25,356104.0,15989.0,4,3.6,North,0.25,0.347,Teacher,Mainstream
SEG800987,77,561447.0,29808.0,5,3.9,North,0.64,0.017,Engineer,Affluent
SEG800988,62,83965.0,4974.0,3,6.6,East,0.77,0.175,Software Developer,Budget
SEG800989,70,412709.0,24216.0,4,9.1,East,0.42,0.164,Pharmacist,Mainstream
SEG800990,31,108160.0,1980.0,2,7.3,East,0.84,0.258,Police Officer,Budget
SEG800991,40,890475.0,48210.0,4,9.9,Central,0.06,0.341,Driver,HighNetWorth
SEG800992,40,1046041.0,37943.0,6,13.3,North,0.05,0.216,Driver,HighNetWorth
SEG800993,22,154875.0,4482.0,2,15.5,North,0.19,0.097,Welder,Budget
SEG800994,47,607947.0,23793.0,4,5.3,Central,0.25,0.222,Shop Owner,Mainstream
SEG800995,64,338374.0,12664.0,6,1.0,Central,0.26,0.209,Shop Owner,Mainstream
SEG800996,62,141450.0,6953.0,3,0.7,North,0.05,0.211,Chef,Budget
SEG800997,79,2576265.0,119014.0,1,3.0,Central,0.27,0.139,Software Developer,HighNetWorth
SEG800998,71,183122.0,10366.0,4,10.3,West,0.64,0.081,Tailor,Budget
SEG800999,79,941286.0,24837.0,5,6.5,South,0.41,0.335,Engineer,Affluent
SEG801000,56,260528.0,14351.0,2,16.7,North,0.33,0.035,Banker,Mainstream
SEG801001,75,129144.0,4458.0,6,2.3,South,0.99,0.083,Engineer,Budget
SEG801002,59,420306.0,19205.0,4,9.5,North,0.63,0.169,Doctor,Mainstream
SEG801003,42,939366.0,13991.0,2,7.3,East,0.53,0.277,Lawyer,Affluent
SEG801004,62,190633.0,10450.0,4,13.6,Central,0.62,0.181,Software Developer,Budget
SEG801005,23,552418.0,25057.0,4,0.9,Central,0.21,0.143,Doctor,Mainstream
SEG801006,45,538426.0,31384.0,5,1.5,Central,0.2,0.233,Banker,Affluent
SEG801007,32,467979.0,23927.0,2,0.4,Central,0.94,0.049,Police Officer,Mainstream
SEG801008,55,2526162.0,141470.0,3,12.6,North,0.24,0.068,Doctor,HighNetWorth
SEG801009,73,279471.0,5793.0,6,0.7,East,0.02,0.161,Shop Owner,Budget
SEG801010,69,989566.0,33147.0,1,3.8,South,0.23,0.39,Police Officer,Affluent
SEG801011,58,245989.0,5118.0,3,13.7,East,0.17,0.161,Mechanic,Budget
SEG801012,69,221498.0,11012.0,2,11.4,East,0.22,0.194,Chef,Budget
SEG801013,49,584893.0,8450.0,4,22.1,East,0.4,0.016,Carpenter,Mainstream
SEG801014,21,589157.0,31577.0,5,8.4,West,0.21,0.223,Software Developer,Affluent
SEG801015,58,868130.0,50295.0,3,1.6,South,0.24,0.179,Plumber,HighNetWorth
SEG801016,74,450463.0,21093.0,2,3.2,South,0.79,0.206,Police Officer,Mainstream
SEG801017,58,152068.0,3622.0,5,0.2,South,,0.04,Lawyer,Budget
SEG801018,26,266937.0,4698.0,5,26.1,East,0.55,0.058,Lawyer,Budget
SEG801019,50,673323.0,10181.0,1,8.8,Central,0.53,0.17,Carpenter,Mainstream
SEG801020,25,287769.0,16243.0,2,7.3,South,0.98,0.277,Lawyer,Mainstream
SEG801021,61,102997.0,2049.0,6,4.0,North,0.39,0.188,Nurse,Budget
SEG801022,33,631432.0,19863.0,5,14.7,East,0.55,0.203,Shop Owner,Mainstream
SEG801023,61,365867.0,20281.0,1,13.4,West,0.04,0.035,Plumber,Mainstream
SEG801024,23,1292440.0,58608.0,4,10.2,Central,0.52,0.182,Accountant,HighNetWorth
SEG801025,38,1148976.0,51936.0,5,1.8,North,0.26,0.339,Pharmacist,HighNetWorth
SEG801026,63,75097.0,4064.0,1,8.5,West,0.8,0.225,Nurse,Budget
SEG801027,62,414103.0,17099.0,3,0.7,North,0.33,0.116,Teacher,Mainstream
SEG801028,63,863890.0,14045.0,3,0.6,East,0.11,0.23,Engineer,Affluent
SEG801029,62,636301.0,32486.0,2,0.6,East,0.16,0.194,Pharmacist,Affluent
SEG801030,36,182745.0,5083.0,5,1.5,West,0.48,0.288,Carpenter,Budget
SEG801031,55,415860.0,10552.0,5,6.7,East,0.9,0.15,Shop Owner,Mainstream
SEG801032,50,185144.0,5080.0,4,3.4,West,0.51,0.389,Welder,Budget
SEG801033,56,664363.0,38306.0,6,3.8,South,0.1,0.174,Security Guard,Affluent
SEG801034,61,418305.0,17636.0,1,1.6,North,0.28,0.352,Chef,Mainstream
SEG801035,78,1699294.0,74974.0,6,0.9,East,,0.077,Carpenter,HighNetWorth
SEG801036,22,389235.0,19783.0,1,4.5,Central,,0.191,Architect,Mainstream
SEG801037,46,414167.0,19967.0,4,3.8,South,0.25,0.061,Accountant,Mainstream
SEG801038,65,66273.0,2011.0,2,13.6,East,0.97,0.133,Plumber,Budget
SEG801039,56,851842.0,21582.0,5,3.9,South,0.27,0.367,Software Developer,Affluent
SEG801040,59,250968.0,7689.0,1,14.3,East,0.76,0.226,Architect,Budget
SEG801041,68,145245.0,8262.0,6,6.0,West,0.8,0.514,Tailor,Budget
SEG801042,72,278913.0,5315.0,4,2.9,West,0.91,0.14,Nurse,Budget
SEG801043,41,421666.0,19875.0,3,11.2,North,0.57,0.329,Shop Owner,Mainstream
SEG801044,53,1566467.0,33406.0,6,0.1,North,0.41,0.246,Salesperson,HighNetWorth
SEG801045,55,578805.0,14881.0,3,8.9,Central,0.21,0.222,Security Guard,Mainstream
SEG801046,67,777446.0,32431.0,5,0.7,South,0.11,0.188,Teacher,Affluent
SEG801047,69,284856.0,10099.0,5,8.9,Central,0.86,0.123,Accountant,Budget
SEG801048,25,2803991.0,46403.0,5,1.8,East,0.93,0.206,Banker,HighNetWorth
SEG801049,29,274418.0,2777.0,1,1.2,North,0.93,0.114,Carpenter,Budget
SEG801050,32,324904.0,15594.0,4,10.2,Central,0.16,0.132,Farmer,Mainstream
SEG801051,68,114861.0,1338.0,3,0.3,East,0.93,0.187,Teacher,Budget
SEG801052,25,318969.0,14571.0,6,3.9,South,0.31,0.542,Farmer,Mainstream
SEG801053,57,477909.0,12597.0,4,3.3,West,0.88,0.025,Architect,Mainstream
SEG801054,54,688614.0,31529.0,2,11.5,East,0.23,0.271,Carpenter,Affluent
SEG801055,79,521186.0,20033.0,6,0.5,South,0.11,0.353,Electrician,Mainstream
SEG801056,49,767543.0,16905.0,5,1.5,West,,0.423,Driver,Affluent
SEG801057,75,205109.0,11411.0,1,11.8,Central,0.33,0.236,Police Officer,Budget
SEG801058,39,226317.0,13157.0,3,3.3,East,,0.204,Engineer,Budget
SEG801059,66,1111910.0,26190.0,3,7.8,East,0.35,0.158,Shop Owner,Affluent
SEG801060,30,1194182.0,55288.0,1,7.9,East,,0.274,Software Developer,HighNetWorth
SEG801061,45,793398.0,13724.0,1,7.8,South,0.28,0.528,Lawyer,Mainstream
SEG801062,69,708152.0,23098.0,5,1.1,West,0.77,0.345,Plumber,Affluent
SEG801063,52,268624.0,4566.0,5,4.4,Central,0.31,0.057,Civil Servant,Budget
SEG801064,58,1194381.0,41442.0,2,3.8,West,0.06,0.099,Shop Owner,HighNetWorth
SEG801065,57,379484.0,13563.0,6,1.2,Central,0.32,0.071,Nurse,Mainstream
SEG801066,31,844059.0,9434.0,1,3.9,Central,0.39,0.336,Plumber,Mainstream
SEG801067,74,306060.0,9932.0,2,9.7,West,0.73,0.309,Mechanic,Budget
SEG801068,58,763728.0,29625.0,1,6.6,Central,0.01,0.342,Plumber,Affluent
SEG801069,34,640082.0,26934.0,6,7.7,East,0.55,0.135,Carpenter,Affluent
SEG801070,66,686137.0,13742.0,3,16.3,Central,,0.048,Software Developer,Mainstream
SEG801071,74,1060733.0,27178.0,5,1.3,West,0.21,0.307,Accountant,Affluent
SEG801072,38,310583.0,11890.0,5,3.7,South,0.38,0.174,Driver,Mainstream
SEG801073,78,157235.0,3530.0,2,2.7,East,0.5,0.1,Architect,Budget
SEG801074,25,261747.0,14440.0,1,15.7,South,0.85,0.241,Security Guard,Mainstream
SEG801075,33,582102.0,29824.0,6,1.3,South,0.31,0.259,Engineer,Affluent
SEG801076,64,785153.0,25536.0,3,17.4,North,0.12,0.045,Mechanic,Affluent
SEG801077,57,747436.0,9985.0,5,21.3,Central,0.37,0.292,Driver,Mainstream
SEG801078,71,721576.0,26385.0,2,3.1,South,0.55,0.272,Plumber,Affluent
SEG801079,32,380198.0,8430.0,4,1.1,East,0.97,0.048,Teacher,Mainstream
SEG801080,21,184543.0,4352.0,4,7.4,North,0.71,0.248,Pharmacist,Budget
SEG801081,69,1129181.0,34456.0,5,1.1,Central,0.69,0.253,Architect,Affluent
SEG801082,73,220466.0,11507.0,6,0.9,West,0.43,0.154,Police Officer,Budget
SEG801083,37,1097913.0,57563.0,2,6.7,North,0.96,0.17,Welder,HighNetWorth
SEG801084,52,445866.0,14098.0,6,0.4,Central,0.99,0.261,Salesperson,Mainstream
SEG801085,51,202370.0,9147.0,2,0.5,North,0.85,0.126,Architect,Budget
SEG801086,27,853598.0,11192.0,2,8.1,Central,0.24,0.341,Farmer,Mainstream
SEG801087,55,589295.0,12133.0,5,6.3,South,0.79,0.293,Pharmacist,Mainstream
SEG801088,68,259521.0,6256.0,2,1.4,East,0.4,0.199,Welder,Budget
SEG801089,55,331207.0,3647.0,1,0.4,East,0.96,0.156,Plumber,Budget
SEG801090,39,286759.0,12854.0,4,13.6,North,0.08,0.264,Engineer,Mainstream
SEG801091,70,329494.0,18013.0,3,5.4,West,0.55,0.015,Farmer,Mainstream
SEG801092,25,780955.0,30134.0,6,2.2,North,0.82,0.169,Nurse,Affluent
SEG801093,69,912114.0,12352.0,6,7.1,South,0.66,0.284,Pharmacist,Affluent
SEG801094,33,751171.0,28915.0,6,8.8,West,0.81,0.22,Chef,Affluent
SEG801095,62,278815.0,13273.0,2,2.3,Central,0.94,0.036,Farmer,Budget
SEG801096,32,219503.0,12670.0,4,4.9,East,0.9,0.286,Software Developer,Budget
SEG801097,45,510788.0,17137.0,2,9.1,South,0.74,0.136,Driver,Mainstream
SEG801098,26,387362.0,6072.0,3,0.1,South,0.78,0.16,Chef,Mainstream
SEG801099,22,188950.0,3106.0,2,1.0,East,0.13,0.29,Security Guard,Budget
SEG801100,29,491223.0,26999.0,5,13.5,South,0.55,0.31,Teacher,Mainstream
SEG801101,29,193999.0,5835.0,4,11.4,West,0.42,0.277,Chef,Budget
SEG801102,41,723225.0,11295.0,5,0.7,East,0.4,0.07,Architect,Mainstream
SEG801103,39,,6978.0,2,12.7,West,0.37,0.13,Architect,Budget
SEG801104,36,248643.0,8249.0,3,4.5,East,0.3,0.178,Shop Owner,Budget
SEG801105,55,215277.0,8930.0,3,1.4,South,0.77,0.357,Security Guard,Budget
SEG801106,76,390737.0,16852.0,1,1.4,North,0.53,0.255,Carpenter,Mainstream
SEG801107,76,445292.0,5889.0,5,1.4,East,0.57,0.249,Carpenter,Mainstream
SEG801108,62,458556.0,8824.0,4,0.8,South,0.93,0.049,Plumber,Mainstream
SEG801109,74,289789.0,17073.0,5,7.5,South,0.65,0.51,Shop Owner,Mainstream
SEG801110,21,934911.0,29593.0,1,11.1,Central,0.94,0.218,Lawyer,Affluent
SEG801111,79,870079.0,45942.0,3,5.7,North,0.43,0.078,Civil Servant,Affluent
SEG801112,60,391515.0,6236.0,3,14.9,West,0.42,0.155,Architect,Mainstream
SEG801113,70,487134.0,8998.0,2,8.0,West,0.74,0.275,Mechanic,Mainstream
SEG801114,78,322470.0,7704.0,6,3.2,South,0.67,0.341,Mechanic,Budget
SEG801115,25,629040.0,36194.0,5,1.2,Central,0.75,0.095,Software Developer,Affluent
SEG801116,21,512588.0,27742.0,1,6.3,North,0.03,0.044,Security Guard,Mainstream
SEG801117,66,517353.0,28175.0,2,2.9,West,0.52,0.097,Security Guard,Mainstream
SEG801118,23,848441.0,15201.0,5,2.8,East,0.23,0.242,Software Developer,Mainstream
SEG801119,55,672596.0,31560.0,6,3.9,West,0.55,0.152,Tailor,Affluent
SEG801120,29,249531.0,6552.0,5,9.2,North,0.58,0.049,Driver,Budget
SEG801121,68,432414.0,7757.0,1,2.3,West,0.16,0.213,Tailor,Mainstream
SEG801122,48,741053.0,37187.0,3,2.0,Central,0.69,0.325,Shop Owner,Affluent
SEG801123,38,185060.0,8703.0,5,9.7,South,0.24,0.149,Salesperson,Budget
SEG801124,34,1684446.0,20892.0,5,2.0,West,0.27,0.17,Security Guard,HighNetWorth
SEG801125,67,521866.0,8035.0,3,3.0,East,0.72,0.44,Civil Servant,Mainstream
SEG801126,76,683149.0,37413.0,6,2.0,North,0.07,0.169,Chef,Affluent
SEG801127,32,391761.0,17295.0,5,13.6,South,0.67,0.084,Civil Servant,Mainstream
SEG801128,41,534343.0,27236.0,1,3.1,Central,0.99,0.066,Electrician,Mainstream
SEG801129,48,506919.0,20392.0,3,3.7,Central,0.49,0.192,Tailor,Mainstream
SEG801130,54,419836.0,14598.0,2,9.7,North,0.54,0.288,Engineer,Mainstream
SEG801131,30,678693.0,12256.0,3,0.7,West,0.1,0.198,Chef,Mainstream
SEG801132,50,434047.0,15360.0,2,0.3,West,,0.175,Banker,Mainstream
SEG801133,40,338853.0,10088.0,1,3.6,East,0.26,0.091,Chef,Budget
SEG801134,44,267832.0,11117.0,1,0.7,South,0.62,0.331,Lawyer,Budget
SEG801135,32,1289029.0,49516.0,1,6.3,South,0.2,0.179,Electrician,HighNetWorth
SEG801136,60,156645.0,7141.0,1,11.3,North,0.43,0.113,Salesperson,Budget
SEG801137,68,194198.0,5687.0,4,7.1,West,0.43,0.22,Architect,Budget
SEG801138,62,384875.0,19000.0,2,7.8,South,0.34,0.137,Mechanic,Mainstream
SEG801139,67,235310.0,11412.0,6,0.4,Central,0.5,0.145,Police Officer,Budget
