claim_id,claim_amount,incident_type,region,policy_age_months,claimant_age,injuries,vehicle_damage_score,num_parties,severity
SEV900416,27702.0,Accident,East,156,57,2,5.3,4,Severe
SEV900417,70986.0,Weather,South,8,20,0,6.7,2,Severe
SEV900418,12310.0,Weather,East,239,27,0,8.3,2,Moderate
SEV900419,35158.0,Weather,South,203,45,0,8.0,1,Moderate
SEV900420,33016.0,Accident,East,46,55,0,8.4,2,Minor
SEV900421,68130.0,Accident,South,96,52,0,1.6,3,Minor
SEV900422,24294.0,Theft,West,3,63,0,9.1,1,Minor
SEV900423,11426.0,Accident,West,67,33,0,6.7,1,Minor
SEV900424,92921.0,Accident,North,5,29,0,9.4,2,Moderate
SEV900425,26575.0,Accident,West,183,53,0,6.9,1,Minor
SEV900426,4600.0,Liability,Central,75,31,0,5.6,3,Minor
SEV900427,9065.0,Fire,West,19,58,0,7.7,3,Moderate
SEV900428,52645.0,Accident,North,120,63,0,8.0,2,Moderate
SEV900429,182632.0,Accident,South,143,41,0,1.9,1,Moderate
SEV900430,12145.0,Accident,West,9,18,0,6.2,4,Minor
SEV900431,66842.0,Accident,East,90,22,0,5.0,2,Moderate
SEV900432,11389.0,Weather,Central,221,19,0,5.2,3,Minor
SEV900433,18378.0,Accident,Central,106,31,0,0.1,3,Minor
SEV900434,24621.0,Accident,East,220,51,0,2.5,3,Minor
SEV900435,7492.0,Weather,North,187,66,0,6.0,4,Minor
SEV900436,58093.0,Weather,Central,4,27,0,7.8,2,Moderate
SEV900437,31473.0,Accident,East,115,34,2,9.5,3,Severe
SEV900438,111150.0,Theft,Central,230,30,1,6.0,3,Moderate
SEV900439,4486.0,Fire,South,139,40,1,6.1,1,Moderate
SEV900440,10947.0,Weather,North,87,79,1,2.9,4,Minor
SEV900441,35685.0,Theft,South,26,22,0,2.3,4,Minor
SEV900442,14657.0,Fire,Central,29,48,0,7.9,2,Severe
SEV900443,31013.0,Theft,West,196,64,0,1.7,2,Minor
SEV900444,19923.0,Theft,East,89,42,1,6.4,1,Minor
SEV900445,8345.0,Weather,East,173,72,0,9.1,3,Moderate
SEV900446,28553.0,Fire,North,49,46,0,8.4,1,Minor
SEV900447,36046.0,Fire,West,204,78,0,3.2,4,Minor
SEV900448,70322.0,Weather,South,235,62,0,8.1,1,Severe
SEV900449,37181.0,Accident,North,91,40,1,3.1,3,Severe
SEV900450,,Liability,Central,215,70,1,4.8,4,Moderate
SEV900451,11780.0,Theft,East,184,21,0,5.3,2,Minor
SEV900452,45008.0,Fire,West,122,79,0,2.2,2,Moderate
SEV900453,21008.0,Theft,South,139,38,0,3.1,1,Minor
SEV900454,62503.0,Accident,South,41,63,0,4.7,4,Minor
SEV900455,49938.0,Fire,Central,20,69,0,3.9,2,Minor
SEV900456,17538.0,Theft,South,91,45,0,6.6,3,Moderate
SEV900457,33750.0,Accident,West,126,76,0,8.7,2,Minor
SEV900458,40795.0,Accident,Central,133,37,1,,3,Moderate
SEV900459,42540.0,Weather,East,98,42,0,7.3,3,Severe
SEV900460,177729.0,Accident,East,208,67,0,6.2,2,Moderate
SEV900461,31151.0,Accident,South,143,34,1,0.3,1,Minor
SEV900462,22243.0,Accident,Central,163,38,1,7.8,1,Severe
SEV900463,6578.0,Liability,South,215,79,0,8.1,2,Minor
SEV900464,21828.0,Theft,West,145,24,0,7.0,2,Moderate
SEV900465,22236.0,Accident,South,149,23,0,6.8,1,Minor
SEV900466,19120.0,Accident,West,58,40,0,7.8,1,Moderate
SEV900467,25720.0,Accident,West,56,35,0,8.9,1,Moderate
SEV900468,23105.0,Accident,North,144,70,0,8.3,4,Moderate
SEV900469,42195.0,Accident,Central,124,30,0,2.8,4,Minor
SEV900470,9131.0,Weather,West,154,40,0,9.0,3,Moderate
SEV900471,48072.0,Theft,North,146,42,0,6.2,1,Minor
SEV900472,113358.0,Accident,South,200,71,0,3.0,4,Minor
SEV900473,34281.0,Weather,Central,99,33,0,1.2,4,Minor
SEV900474,31368.0,Liability,West,157,46,0,4.7,2,Minor
SEV900475,27004.0,Theft,West,145,61,0,3.4,2,Moderate
SEV900476,,Accident,West,123,40,0,2.9,1,Minor
SEV900477,11523.0,Liability,West,158,55,1,7.3,1,Moderate
SEV900478,57806.0,Accident,West,79,27,0,0.5,1,Minor
SEV900479,15310.0,Accident,East,218,34,0,0.2,2,Minor
SEV900480,32862.0,Accident,East,50,56,0,5.8,3,Minor
SEV900481,12679.0,Accident,West,18,58,1,4.7,3,Moderate
SEV900482,9519.0,Accident,West,83,64,0,5.7,1,Minor
SEV900483,7682.0,Accident,North,159,72,0,7.7,3,Minor
SEV900484,34705.0,Theft,North,70,58,0,0.4,4,Minor
SEV900485,39961.0,Accident,Central,51,19,1,7.4,2,Severe
SEV900486,38918.0,Accident,North,26,57,0,1.6,1,Minor
SEV900487,38169.0,Accident,East,15,55,0,1.3,1,Minor
SEV900488,16916.0,Theft,East,231,26,0,9.1,1,Moderate
SEV900489,15143.0,Fire,South,192,74,0,7.8,2,Moderate
SEV900490,30840.0,Weather,Central,96,18,0,5.4,2,Minor
SEV900491,67251.0,Accident,North,182,49,0,2.1,2,Minor
SEV900492,16934.0,Fire,West,160,57,1,0.8,1,Minor
SEV900493,30371.0,Accident,East,2,40,0,1.7,4,Minor
SEV900494,116359.0,Fire,South,93,27,0,6.6,2,Moderate
SEV900495,18412.0,Weather,North,231,60,1,7.5,4,Severe
SEV900496,12694.0,Theft,North,207,39,1,6.1,1,Moderate
SEV900497,33525.0,Weather,West,37,57,0,2.2,1,Minor
SEV900498,39187.0,Liability,Central,15,63,0,7.1,1,Moderate
SEV900499,13386.0,Accident,East,194,28,0,4.8,2,Minor
SEV900500,50251.0,Accident,East,70,78,0,4.7,3,Minor
SEV900501,37280.0,Weather,North,95,42,0,2.9,3,Moderate
SEV900502,19280.0,Accident,East,227,55,1,9.1,2,Severe
SEV900503,26048.0,Accident,North,236,74,1,2.2,1,Moderate
SEV900504,4907.0,Accident,East,176,39,1,6.6,1,Moderate
SEV900505,35175.0,Liability,North,172,77,2,6.3,4,Severe
SEV900506,17539.0,Accident,Central,169,76,0,5.5,1,Minor
SEV900507,19663.0,Accident,South,104,76,0,2.4,3,Minor
SEV900508,53204.0,Liability,North,93,63,0,7.4,3,Moderate
SEV900509,3478.0,Accident,East,212,46,1,7.4,3,Minor
SEV900510,17686.0,Fire,West,214,43,0,7.8,1,Severe
SEV900511,18748.0,Accident,East,236,29,0,3.8,2,Minor
SEV900512,26190.0,Fire,West,154,42,0,2.6,3,Moderate
SEV900513,205229.0,Weather,East,174,43,0,8.7,4,Severe
SEV900514,22491.0,Accident,West,88,20,0,9.8,3,Moderate
SEV900515,36993.0,Weather,North,41,60,0,1.1,2,Minor
SEV900516,5816.0,Accident,North,229,21,1,,1,Minor
SEV900517,41020.0,Accident,East,214,37,0,0.8,4,Minor
SEV900518,111443.0,Liability,East,92,62,0,0.6,2,Moderate
SEV900519,22313.0,Theft,North,82,66,0,8.3,1,Minor
SEV900520,67905.0,Liability,East,21,50,1,5.0,2,Severe
SEV900521,14460.0,Accident,West,238,36,0,8.2,2,Minor
SEV900522,4461.0,Fire,North,219,35,0,7.4,2,Moderate
SEV900523,35661.0,Accident,West,136,45,0,1.1,3,Minor
SEV900524,20350.0,Fire,North,223,78,2,5.9,2,Severe
SEV900525,30677.0,Fire,West,181,74,0,9.1,1,Moderate
SEV900526,25600.0,Liability,North,135,74,0,0.4,2,Minor
SEV900527,31251.0,Theft,West,153,74,0,8.8,3,Moderate
SEV900528,7783.0,Weather,North,30,31,0,8.3,2,Moderate
SEV900529,26648.0,Accident,East,227,29,0,5.4,4,Moderate
SEV900530,24167.0,Accident,North,214,22,0,6.7,3,Moderate
SEV900531,116301.0,Theft,West,181,20,1,0.1,2,Minor
SEV900532,11911.0,Weather,Central,15,58,0,7.9,2,Severe
SEV900533,118493.0,Accident,East,12,36,0,7.0,3,Severe
SEV900534,14390.0,Fire,North,197,55,0,1.9,1,Minor
SEV900535,21873.0,Fire,East,138,46,0,2.9,3,Minor
SEV900536,84626.0,Accident,South,106,28,1,5.0,1,Severe
SEV900537,88589.0,Accident,East,43,26,0,6.5,3,Moderate
SEV900538,164245.0,Accident,West,17,63,0,2.3,1,Minor
SEV900539,81191.0,Fire,North,75,35,0,3.6,2,Moderate
SEV900540,13775.0,Weather,Central,132,32,0,7.4,3,Moderate
SEV900541,29592.0,Accident,North,191,56,1,1.5,2,Minor
SEV900542,10100.0,Theft,South,64,37,1,6.6,2,Moderate
SEV900543,16411.0,Accident,North,136,62,2,,3,Minor
SEV900544,42837.0,Weather,West,86,49,0,5.4,1,Moderate
SEV900545,4897.0,Fire,North,123,41,2,1.4,2,Moderate
SEV900546,52473.0,Accident,East,219,48,1,7.8,1,Moderate
SEV900547,27794.0,Fire,East,104,34,0,5.0,2,Moderate
SEV900548,15766.0,Accident,South,2,54,0,6.5,4,Moderate
SEV900549,,Accident,East,169,58,0,,2,Minor
SEV900550,69130.0,Liability,East,11,30,0,5.4,4,Moderate
SEV900551,11856.0,Weather,West,213,25,0,0.1,4,Minor
SEV900552,61302.0,Accident,Central,220,50,0,4.2,2,Minor
SEV900553,57904.0,Fire,Central,223,49,0,2.0,4,Severe
SEV900554,30764.0,Accident,North,4,71,1,9.7,2,Severe
SEV900555,22084.0,Liability,East,231,30,0,0.5,1,Minor
SEV900556,15683.0,Accident,Central,38,37,0,4.9,3,Moderate
SEV900557,26059.0,Liability,North,200,72,0,0.7,4,Minor
SEV900558,11782.0,Theft,West,175,20,1,3.4,1,Minor
SEV900559,11435.0,Fire,North,50,30,0,5.3,1,Minor
SEV900560,91251.0,Accident,East,142,66,0,4.9,2,Moderate
SEV900561,,Accident,East,201,75,0,4.1,4,Minor
SEV900562,13777.0,Fire,West,118,50,0,2.7,1,Minor
SEV900563,49705.0,Accident,Central,228,50,0,8.7,3,Moderate
SEV900564,21489.0,Liability,South,80,58,0,4.9,1,Minor
SEV900565,55021.0,Accident,South,214,41,0,4.9,1,Moderate
SEV900566,71651.0,Liability,North,115,42,0,2.6,4,Minor
SEV900567,72261.0,Liability,East,106,19,0,9.3,1,Moderate
SEV900568,12039.0,Weather,East,59,67,0,2.7,1,Minor
SEV900569,40953.0,Weather,West,202,59,1,8.2,3,Severe
SEV900570,9089.0,Accident,West,117,61,0,,4,Minor
SEV900571,9590.0,Weather,South,225,49,0,,3,Minor
SEV900572,16020.0,Accident,East,80,53,1,3.9,1,Minor
SEV900573,28918.0,Accident,East,2,21,0,5.3,4,Minor
SEV900574,12340.0,Weather,Central,64,32,0,2.7,2,Minor
SEV900575,8521.0,Weather,North,139,71,0,2.9,4,Minor
SEV900576,44458.0,Weather,West,182,35,1,6.5,2,Severe
SEV900577,23577.0,Theft,Central,134,24,0,9.3,4,Moderate
SEV900578,13746.0,Liability,West,221,69,0,8.0,4,Moderate
SEV900579,45160.0,Accident,South,75,70,0,4.7,1,Minor
SEV900580,36998.0,Fire,Central,43,34,1,9.5,2,Severe
SEV900581,8642.0,Accident,East,44,37,0,1.3,2,Minor
SEV900582,41517.0,Theft,North,18,74,1,9.6,4,Severe
SEV900583,25257.0,Weather,North,25,51,0,4.6,1,Minor
SEV900584,12959.0,Fire,Central,220,72,0,1.4,3,Minor
SEV900585,38945.0,Accident,West,63,21,1,5.4,1,Minor
SEV900586,22841.0,Fire,West,11,50,0,6.7,2,Moderate
SEV900587,15401.0,Weather,West,63,32,0,3.7,1,Minor
SEV900588,139657.0,Accident,North,139,48,0,4.4,2,Moderate
SEV900589,16153.0,Theft,South,140,79,1,1.7,2,Minor
SEV900590,29859.0,Fire,Central,21,75,0,8.1,4,Moderate
SEV900591,77611.0,Accident,West,227,64,1,7.8,2,Minor
SEV900592,31073.0,Liability,West,13,75,0,1.8,1,Minor
SEV900593,9079.0,Accident,East,9,27,0,3.7,4,Minor
SEV900594,19912.0,Accident,South,92,58,1,8.1,1,Moderate
SEV900595,33073.0,Weather,Central,146,68,0,9.2,3,Moderate
SEV900596,21552.0,Accident,North,93,34,0,0.8,3,Minor
SEV900597,108073.0,Accident,North,130,33,0,7.1,1,Minor
SEV900598,37740.0,Accident,West,203,71,1,8.0,1,Severe
SEV900599,19444.0,Accident,West,230,34,0,4.7,3,Minor
SEV900600,24959.0,Accident,Central,193,74,1,2.3,2,Minor
SEV900601,20014.0,Theft,North,102,77,0,8.6,2,Minor
SEV900602,203712.0,Weather,East,9,37,0,8.4,3,Moderate
SEV900603,14872.0,Theft,North,238,39,0,6.3,1,Minor
SEV900604,20015.0,Accident,North,10,32,0,3.7,2,Minor
SEV900605,155242.0,Accident,South,45,54,2,7.3,3,Severe
SEV900606,126334.0,Accident,Central,203,73,0,8.7,1,Severe
SEV900607,23917.0,Accident,Central,150,22,1,3.9,1,Minor
SEV900608,10940.0,Accident,North,60,47,0,0.6,4,Minor
SEV900609,67455.0,Accident,East,211,21,0,4.6,4,Severe
SEV900610,7886.0,Theft,Central,185,27,0,5.1,2,Minor
SEV900611,30588.0,Accident,West,126,48,0,3.6,1,Minor
SEV900612,57701.0,Accident,West,221,76,0,9.3,2,Moderate
SEV900613,10029.0,Weather,South,3,41,0,6.4,3,Moderate
SEV900614,,Accident,South,236,26,0,1.4,3,Minor
SEV900615,32056.0,Accident,North,209,39,0,8.3,1,Moderate
SEV900616,35771.0,Theft,West,10,39,1,4.6,3,Minor
SEV900617,40759.0,Accident,West,226,68,0,0.4,3,Minor
SEV900618,,Weather,East,170,74,0,3.1,1,Minor
SEV900619,20930.0,Accident,West,169,26,0,7.9,3,Moderate
SEV900620,48683.0,Accident,South,134,38,1,2.8,2,Moderate
SEV900621,27574.0,Accident,Central,43,19,1,8.9,4,Severe
SEV900622,19041.0,Fire,East,11,29,0,7.5,1,Moderate
SEV900623,114450.0,Weather,Central,6,18,0,,3,Moderate
SEV900624,50402.0,Liability,East,190,66,0,6.2,4,Moderate
SEV900625,21168.0,Accident,South,16,45,0,0.2,1,Minor
SEV900626,13810.0,Accident,Central,1,54,0,1.6,1,Minor
SEV900627,17458.0,Accident,North,140,41,0,4.7,2,Moderate
SEV900628,115399.0,Accident,North,162,48,0,3.6,1,Moderate
SEV900629,132148.0,Accident,South,204,66,0,0.8,4,Minor
SEV900630,28763.0,Accident,Central,33,60,0,3.7,4,Minor
SEV900631,44134.0,Weather,South,178,67,0,6.1,4,Moderate
SEV900632,7214.0,Weather,East,92,58,0,,3,Minor
SEV900633,8237.0,Weather,Central,19,24,0,1.4,4,Minor
SEV900634,20979.0,Weather,South,120,75,1,4.6,4,Moderate
SEV900635,55153.0,Liability,West,199,72,0,6.7,3,Moderate
SEV900636,48850.0,Fire,North,199,72,0,9.4,2,Moderate
SEV900637,100529.0,Accident,Central,131,75,0,8.0,2,Moderate
SEV900638,480277.0,Fire,Central,127,79,0,5.0,4,Moderate
SEV900639,43453.0,Accident,South,39,55,0,4.8,2,Moderate
SEV900640,12847.0,Fire,North,159,33,0,0.5,1,Minor
SEV900641,12674.0,Weather,North,70,42,2,2.2,2,Severe
SEV900642,38328.0,Theft,Central,177,66,0,2.0,4,Minor
SEV900643,25404.0,Weather,West,31,41,0,1.4,1,Minor
SEV900644,61952.0,Theft,South,35,57,2,,4,Severe
SEV900645,13850.0,Weather,South,54,58,0,6.9,4,Minor
SEV900646,23486.0,Weather,East,123,44,0,9.8,3,Moderate
SEV900647,48553.0,Accident,West,170,22,1,3.7,2,Moderate
SEV900648,29970.0,Accident,Central,191,74,0,1.5,3,Minor
SEV900649,85913.0,Weather,North,165,27,1,5.4,4,Moderate
SEV900650,21667.0,Accident,East,223,39,0,3.6,3,Minor
SEV900651,3251.0,Liability,East,88,42,1,5.0,2,Moderate
SEV900652,15311.0,Accident,North,59,27,0,5.8,4,Minor
SEV900653,126434.0,Accident,East,160,66,0,6.8,1,Moderate
SEV900654,33330.0,Accident,South,143,41,0,9.2,3,Moderate
SEV900655,46702.0,Fire,East,134,73,0,0.8,2,Minor
SEV900656,10720.0,Accident,Central,238,68,0,8.3,3,Minor
SEV900657,29309.0,Accident,South,192,35,0,9.3,3,Moderate
SEV900658,121242.0,Liability,Central,20,52,0,9.3,2,Moderate
SEV900659,10364.0,Accident,North,176,41,2,8.3,4,Severe
SEV900660,36272.0,Accident,North,94,20,0,3.0,4,Minor
SEV900661,54003.0,Weather,Central,161,58,0,1.2,2,Moderate
SEV900662,28660.0,Liability,East,65,29,1,8.4,1,Severe
SEV900663,38675.0,Accident,North,59,33,0,5.0,2,Minor
SEV900664,33525.0,Accident,South,190,61,1,4.0,3,Minor
SEV900665,35498.0,Fire,North,228,67,0,3.0,1,Minor
SEV900666,20936.0,Accident,East,215,39,0,0.1,1,Minor
SEV900667,29044.0,Accident,East,93,19,0,5.5,4,Minor
SEV900668,12473.0,Accident,East,160,33,0,5.9,2,Minor
SEV900669,15053.0,Accident,West,102,68,1,3.4,3,Minor
SEV900670,77493.0,Accident,West,131,77,0,0.4,2,Minor
SEV900671,42954.0,Accident,West,90,33,0,7.5,1,Moderate
SEV900672,,Liability,South,24,34,0,5.2,1,Minor
SEV900673,65188.0,Liability,North,178,47,0,,1,Minor
SEV900674,6449.0,Accident,West,36,27,0,,4,Minor
SEV900675,53064.0,Weather,North,233,70,0,5.7,3,Moderate
SEV900676,7771.0,Accident,West,15,30,2,4.3,1,Minor
SEV900677,16557.0,Accident,West,125,53,0,7.2,3,Moderate
SEV900678,30447.0,Theft,South,22,50,0,1.0,2,Minor
SEV900679,4043.0,Accident,East,183,33,0,2.1,4,Minor
SEV900680,16490.0,Accident,West,95,25,0,7.8,2,Moderate
SEV900681,15833.0,Weather,South,146,21,0,5.0,1,Minor
SEV900682,,Accident,West,166,38,0,5.9,4,Moderate
SEV900683,41297.0,Weather,North,123,30,1,,1,Severe
SEV900684,59940.0,Theft,South,117,57,0,3.6,1,Moderate
SEV900685,15772.0,Theft,East,41,69,0,5.9,2,Minor
SEV900686,7931.0,Weather,North,219,66,0,3.3,3,Minor
SEV900687,35304.0,Liability,West,213,40,0,5.3,3,Minor
SEV900688,53672.0,Liability,South,50,50,0,3.8,2,Minor
SEV900689,9613.0,Accident,South,35,79,0,2.3,3,Minor
SEV900690,8447.0,Liability,West,67,51,0,9.0,1,Moderate
SEV900691,42640.0,Theft,West,151,77,0,2.3,4,Minor
SEV900692,3560.0,Liability,East,90,22,0,1.6,3,Minor
SEV900693,34599.0,Accident,West,150,64,0,1.7,3,Minor
SEV900694,6555.0,Fire,North,217,34,0,1.9,1,Minor
SEV900695,7288.0,Accident,Central,156,33,0,7.9,2,Moderate
SEV900696,13228.0,Theft,West,17,49,0,8.8,4,Minor
SEV900697,16185.0,Liability,Central,39,33,0,6.7,3,Moderate
SEV900698,14106.0,Weather,South,63,52,1,8.7,3,Severe
SEV900699,30705.0,Liability,South,201,51,1,5.7,4,Moderate
SEV900700,,Accident,East,193,40,0,5.8,1,Minor
SEV900701,3757.0,Accident,South,206,44,0,5.9,3,Minor
SEV900702,5248.0,Theft,East,214,63,0,4.4,1,Minor
SEV900703,25180.0,Theft,East,147,36,0,4.1,4,Moderate
SEV900704,39681.0,Accident,South,111,59,1,6.1,1,Severe
SEV900705,19476.0,Theft,West,63,70,0,7.8,3,Moderate
SEV900706,39169.0,Fire,South,142,33,0,8.5,2,Severe
SEV900707,13742.0,Accident,East,93,71,0,4.1,2,Minor
SEV900708,,Weather,South,71,43,0,1.4,3,Minor
SEV900709,20668.0,Weather,Central,170,47,0,3.5,1,Minor
SEV900710,18187.0,Accident,North,136,45,1,1.3,1,Minor
SEV900711,19565.0,Accident,South,27,47,0,3.7,2,Minor
SEV900712,72111.0,Weather,East,76,63,0,3.9,2,Moderate
SEV900713,38683.0,Weather,South,72,56,0,3.0,4,Moderate
SEV900714,31339.0,Accident,North,6,43,1,6.5,3,Moderate
SEV900715,15214.0,Theft,South,44,24,0,1.0,1,Minor
SEV900716,9294.0,Weather,East,173,42,0,6.6,3,Severe
SEV900717,97515.0,Accident,South,215,45,0,5.2,4,Moderate
SEV900718,34741.0,Fire,South,198,63,0,0.4,4,Minor
SEV900719,51297.0,Accident,East,57,34,0,,4,Moderate
SEV900720,30550.0,Weather,West,148,29,0,0.6,1,Minor
SEV900721,13314.0,Accident,East,229,50,1,2.4,3,Minor
SEV900722,28219.0,Accident,East,15,43,0,9.0,1,Moderate
SEV900723,14521.0,Accident,North,27,26,1,9.1,3,Moderate
SEV900724,11957.0,Weather,Central,165,63,0,1.8,4,Minor
SEV900725,83617.0,Accident,Central,130,20,0,4.3,4,Minor
SEV900726,3581.0,Weather,West,186,37,0,5.4,4,Moderate
SEV900727,57222.0,Accident,West,42,32,0,5.3,3,Minor
SEV900728,,Theft,South,123,70,0,1.6,2,Minor
SEV900729,8505.0,Theft,North,46,39,0,7.3,2,Moderate
SEV900730,15321.0,Accident,North,235,66,0,6.7,3,Moderate
SEV900731,64847.0,Accident,West,88,58,1,0.0,3,Minor
SEV900732,50291.0,Accident,East,80,42,0,1.6,4,Minor
SEV900733,48053.0,Weather,West,54,45,1,5.9,4,Severe
SEV900734,12958.0,Fire,Central,164,51,0,1.8,1,Minor
SEV900735,7865.0,Weather,South,12,40,1,3.8,4,Minor
SEV900736,122771.0,Theft,South,95,74,0,3.8,3,Moderate
SEV900737,22789.0,Accident,North,165,32,0,3.8,4,Minor
SEV900738,35157.0,Accident,East,200,62,0,4.9,4,Minor
SEV900739,55886.0,Accident,South,57,37,0,2.9,3,Moderate
SEV900740,8085.0,Accident,North,232,53,0,7.4,4,Minor
SEV900741,14147.0,Accident,East,72,77,1,7.7,3,Severe
SEV900742,5180.0,Theft,East,105,74,0,0.8,2,Minor
SEV900743,30386.0,Accident,South,104,56,0,2.6,2,Minor
SEV900744,12241.0,Accident,North,131,68,0,0.5,4,Minor
SEV900745,36257.0,Weather,East,15,46,0,5.0,1,Minor
SEV900746,19117.0,Liability,West,238,35,1,0.3,3,Moderate
SEV900747,11468.0,Fire,West,194,47,0,8.0,2,Moderate
SEV900748,1659.0,Weather,West,25,55,0,0.9,1,Minor
SEV900749,14998.0,Accident,East,55,30,1,1.9,2,Minor
SEV900750,46055.0,Weather,South,78,34,0,8.0,3,Severe
SEV900751,87441.0,Theft,East,53,31,0,1.8,4,Minor
SEV900752,53949.0,Accident,West,124,45,0,2.6,1,Moderate
SEV900753,6891.0,Fire,South,93,65,0,3.7,4,Minor
SEV900754,28468.0,Accident,East,59,52,0,7.8,3,Moderate
SEV900755,25055.0,Weather,Central,124,74,0,9.3,4,Moderate
SEV900756,123273.0,Theft,Central,6,26,0,1.1,4,Minor
SEV900757,17471.0,Accident,East,8,56,0,6.8,4,Minor
SEV900758,43909.0,Accident,Central,23,44,1,3.6,2,Minor
SEV900759,,Accident,West,175,58,0,2.2,1,Minor
SEV900760,84786.0,Accident,Central,81,24,0,3.0,3,Minor
SEV900761,40400.0,Accident,West,226,24,0,8.4,4,Moderate
SEV900762,97390.0,Accident,South,30,43,0,9.3,1,Moderate
SEV900763,11254.0,Accident,North,219,33,0,4.7,1,Minor
SEV900764,33827.0,Theft,North,161,77,0,7.3,4,Moderate
SEV900765,,Accident,South,89,55,0,5.0,3,Moderate
SEV900766,8445.0,Fire,North,231,24,0,2.5,3,Minor
SEV900767,18123.0,Accident,North,202,33,0,2.0,2,Minor
SEV900768,5683.0,Weather,East,111,57,1,6.0,1,Moderate
SEV900769,6584.0,Accident,South,13,33,0,1.2,1,Minor
SEV900770,18554.0,Accident,South,167,61,1,2.9,2,Minor
SEV900771,26153.0,Accident,South,151,61,0,7.2,4,Severe
SEV900772,82779.0,Theft,East,132,67,0,9.3,1,Severe
SEV900773,8102.0,Theft,North,143,68,1,9.4,4,Severe
SEV900774,10063.0,Accident,Central,141,36,0,8.3,2,Minor
SEV900775,17542.0,Weather,Central,64,43,0,3.9,3,Minor
SEV900776,15698.0,Accident,East,224,74,0,7.2,4,Moderate
SEV900777,7795.0,Liability,South,84,21,1,2.1,2,Minor
SEV900778,4194.0,Theft,Central,91,28,0,6.9,4,Moderate
SEV900779,20459.0,Accident,South,232,52,0,5.4,1,Minor
SEV900780,28181.0,Theft,East,10,38,1,2.9,2,Moderate
SEV900781,16066.0,Accident,North,124,26,0,7.7,3,Moderate
SEV900782,6611.0,Liability,Central,86,49,0,4.4,2,Minor
SEV900783,53478.0,Accident,North,149,41,0,1.2,3,Minor
SEV900784,7536.0,Accident,North,109,49,1,5.6,4,Moderate
SEV900785,,Fire,North,37,36,0,1.9,4,Moderate
SEV900786,5845.0,Accident,East,85,25,0,5.6,2,Moderate
SEV900787,21430.0,Accident,East,223,75,0,9.8,1,Severe
SEV900788,,Accident,Central,201,66,0,5.0,2,Minor
SEV900789,26105.0,Liability,West,58,26,0,7.8,3,Moderate
SEV900790,10394.0,Liability,South,174,37,1,7.0,2,Minor
SEV900791,11142.0,Fire,East,180,54,0,8.0,1,Moderate
SEV900792,18920.0,Accident,South,147,58,0,1.6,4,Minor
SEV900793,75333.0,Accident,South,52,37,0,6.2,2,Moderate
SEV900794,10890.0,Weather,South,87,72,1,8.0,4,Severe
SEV900795,14098.0,Liability,South,79,24,0,3.0,1,Minor
SEV900796,41743.0,Accident,Central,186,71,0,5.8,3,Minor
SEV900797,7247.0,Accident,North,234,18,0,9.8,3,Moderate
SEV900798,26852.0,Theft,East,91,28,0,6.8,3,Moderate
SEV900799,58627.0,Weather,Central,139,50,0,2.8,3,Minor
SEV900800,41356.0,Fire,West,52,67,0,9.7,2,Minor
SEV900801,24566.0,Theft,West,152,21,0,7.6,2,Moderate
SEV900802,13839.0,Theft,Central,15,54,0,4.9,3,Moderate
SEV900803,24348.0,Weather,South,178,18,0,10.0,2,Moderate
SEV900804,112421.0,Theft,North,186,37,0,0.1,3,Minor
SEV900805,29611.0,Accident,West,171,41,1,0.2,2,Minor
SEV900806,83410.0,Liability,Central,108,79,0,5.7,4,Minor
SEV900807,105780.0,Theft,North,167,43,0,5.1,4,Moderate
SEV900808,12219.0,Accident,North,45,22,0,9.5,3,Minor
SEV900809,76441.0,Fire,East,40,40,0,8.4,1,Moderate
SEV900810,65282.0,Liability,South,71,42,1,5.9,1,Moderate
SEV900811,80422.0,Liability,North,200,38,0,5.5,1,Severe
SEV900812,29130.0,Theft,Central,47,49,0,9.6,3,Severe
SEV900813,80801.0,Accident,West,55,46,0,1.9,1,Minor
SEV900814,17508.0,Accident,East,169,48,1,9.5,3,Severe
SEV900815,96441.0,Accident,North,21,65,0,6.4,1,Moderate
SEV900816,25193.0,Accident,Central,126,43,0,3.5,2,Minor
SEV900817,68002.0,Weather,West,237,36,0,6.9,1,Moderate
SEV900818,106864.0,Accident,South,93,35,0,,2,Moderate
SEV900819,40808.0,Weather,South,26,42,0,9.7,2,Moderate
SEV900820,50729.0,Accident,South,146,78,1,0.4,3,Minor
SEV900821,9919.0,Weather,East,172,46,2,5.7,1,Severe
SEV900822,48514.0,Weather,North,166,36,0,1.0,2,Minor
SEV900823,31068.0,Fire,North,141,42,0,1.7,4,Moderate
SEV900824,12229.0,Accident,East,160,20,0,3.1,4,Minor
SEV900825,52336.0,Weather,Central,113,40,0,3.2,4,Minor
SEV900826,525990.0,Liability,Central,164,43,1,1.3,2,Severe
SEV900827,8346.0,Fire,East,193,35,0,2.9,1,Minor
SEV900828,44648.0,Theft,West,234,24,2,8.1,2,Severe
SEV900829,21792.0,Accident,Central,121,41,0,8.0,3,Moderate
SEV900830,17437.0,Accident,North,167,29,0,0.3,3,Minor
SEV900831,83722.0,Theft,Central,72,76,1,5.0,4,Severe
SEV900832,16194.0,Fire,East,221,52,1,1.0,2,Moderate
SEV900833,7776.0,Fire,East,215,56,0,6.6,1,Moderate
SEV900834,45588.0,Theft,East,228,73,0,8.9,4,Moderate
