customer_id,age,annual_income,family_size,num_dependents,owns_home,owns_vehicle,risk_appetite,existing_life_policy,region,recommended_products
PRD600723,26.0,250645.0,4,3,1,1,Low,1,West,Auto|Home|Life|Health
PRD600724,35.0,843564.0,4,2,0,1,Medium,1,West,Auto|Home|Life|Health|Travel
PRD600725,68.0,298052.0,5,5,1,1,High,0,North,Auto|Life
PRD600726,65.0,312418.0,5,4,1,1,Low,0,North,Auto|Home|Life
PRD600727,32.0,923561.0,3,2,0,0,Low,1,East,Life
PRD600728,49.0,956530.0,1,1,1,1,Medium,0,East,Auto|Home|Travel|Investment
PRD600729,26.0,510573.0,3,1,0,0,Medium,1,East,Home|Life
PRD600730,42.0,560582.0,3,2,0,1,Medium,0,West,Auto|Life
PRD600731,47.0,176579.0,4,4,0,1,Medium,0,North,Auto|Health|Investment
PRD600732,40.0,362251.0,2,2,1,0,Low,1,West,Home|Health
PRD600733,35.0,502767.0,1,1,1,0,Medium,0,West,Home
PRD600734,64.0,304491.0,4,2,0,0,Medium,1,West,Auto|Life|Travel
PRD600735,34.0,321828.0,5,3,1,1,Medium,0,South,Life|Travel
PRD600736,26.0,211244.0,3,2,1,1,Medium,1,East,Auto|Investment
PRD600737,49.0,194073.0,4,2,0,1,Low,0,North,Investment
PRD600738,53.0,897374.0,2,2,0,1,Low,0,North,Life|Travel|Investment
PRD600739,56.0,1286152.0,2,2,0,1,Low,1,Central,Auto|Home|Travel|Investment
PRD600740,65.0,228666.0,3,2,1,1,Low,0,East,Auto|Home|Life|Travel|Investment
PRD600741,54.0,785978.0,3,2,1,1,Low,0,North,Home|Life|Health|Investment
PRD600742,63.0,723277.0,5,3,0,1,Medium,1,South,Life|Health|Investment
PRD600743,27.0,479119.0,3,2,1,0,Low,0,West,Auto|Travel
PRD600744,30.0,,4,4,1,0,High,1,West,Home
PRD600745,32.0,104921.0,4,4,1,1,Low,1,West,Auto|Home|Health
PRD600746,62.0,227362.0,5,4,0,1,Low,1,North,Auto|Life
PRD600747,57.0,340583.0,1,0,0,0,Medium,0,West,Home|Health|Investment
PRD600748,59.0,587719.0,4,4,0,1,Medium,1,North,Auto|Home|Life|Health|Travel|Investment
PRD600749,60.0,732702.0,2,1,1,1,High,1,East,Home|Life|Health|Investment
PRD600750,51.0,575484.0,4,3,1,0,Low,0,East,Auto|Life|Health
PRD600751,68.0,907684.0,1,0,0,1,Medium,0,East,Life|Investment
PRD600752,35.0,1268429.0,5,5,0,0,High,0,South,Life|Health|Travel
PRD600753,48.0,,5,3,0,1,Low,0,North,Auto|Home|Life|Health
PRD600754,44.0,800563.0,4,3,0,1,High,0,West,Auto|Home|Life|Travel
PRD600755,23.0,510686.0,2,1,0,1,Medium,0,Central,Auto|Life|Travel|Investment
PRD600756,54.0,491576.0,4,4,0,1,Low,0,North,Auto|Life|Health|Investment
PRD600757,69.0,1396918.0,4,4,1,1,Medium,0,East,Auto|Home
PRD600758,35.0,949986.0,3,2,0,1,High,0,North,Home|Life|Health
PRD600759,26.0,901018.0,3,3,1,1,Low,1,South,Auto|Home|Travel|Investment
PRD600760,50.0,101785.0,3,2,0,1,High,0,East,Auto|Life|Health
PRD600761,40.0,338207.0,4,2,1,1,Medium,0,Central,Auto|Home|Life
PRD600762,66.0,343181.0,2,2,0,0,Medium,0,North,Health|Investment
PRD600763,51.0,123129.0,3,2,0,1,Low,1,Central,Auto|Health
PRD600764,55.0,1170527.0,2,0,0,1,High,0,South,Auto|Investment
PRD600765,58.0,1421022.0,4,2,0,1,Medium,0,South,Auto|Life|Health|Investment
PRD600766,24.0,873663.0,1,0,0,1,Low,0,Central,Investment
PRD600767,74.0,276376.0,5,4,1,1,High,0,East,Home|Life|Health|Travel
PRD600768,44.0,382606.0,3,2,1,1,Low,0,West,Auto|Home
PRD600769,49.0,344321.0,5,4,1,1,Medium,1,South,Auto|Life
PRD600770,35.0,685760.0,4,4,1,0,High,1,Central,Home|Health|Travel
PRD600771,30.0,440228.0,2,2,1,0,Medium,1,West,Travel|Investment
PRD600772,53.0,813472.0,2,2,0,1,Low,0,East,Health|Investment
PRD600773,55.0,474420.0,2,1,0,0,Medium,1,West,Auto|Health
PRD600774,54.0,2197526.0,4,2,0,0,Low,0,North,Auto|Life
PRD600775,44.0,211354.0,3,1,1,1,Low,0,East,Auto|Home|Life|Health|Travel
PRD600776,,504405.0,3,3,1,1,Medium,0,East,Auto|Home|Life|Investment
PRD600777,45.0,1076413.0,1,0,0,0,Low,0,East,Investment
PRD600778,38.0,1281353.0,5,5,0,0,High,0,North,Life|Health|Travel|Investment
PRD600779,29.0,427612.0,2,2,1,0,High,0,West,Home|Life
PRD600780,55.0,147141.0,4,3,1,1,High,0,South,Life|Travel
PRD600781,51.0,814892.0,4,4,1,0,Medium,0,North,Auto|Home|Travel
PRD600782,58.0,222894.0,3,3,1,1,Medium,0,Central,Auto|Home|Health|Travel|Investment
PRD600783,35.0,1278510.0,2,2,1,1,Medium,0,Central,Home
PRD600784,49.0,708867.0,5,5,0,1,Medium,0,East,Home|Life|Health|Investment
PRD600785,55.0,490491.0,2,0,1,1,High,1,South,Auto|Home|Life
PRD600786,26.0,383701.0,3,1,1,0,Medium,0,West,Home
PRD600787,47.0,415465.0,4,2,0,1,Medium,1,North,Investment
PRD600788,59.0,452409.0,4,2,1,0,High,0,East,Home|Travel|Investment
PRD600789,43.0,200082.0,5,5,1,0,Low,0,Central,Home|Life
PRD600790,44.0,191342.0,5,4,0,0,High,0,North,Life|Health
PRD600791,41.0,302208.0,4,3,0,1,High,0,South,Home|Life|Investment
PRD600792,22.0,700957.0,3,1,1,0,Medium,0,West,Home|Health
PRD600793,44.0,211665.0,5,3,0,0,Low,1,East,Health
PRD600794,70.0,953961.0,2,2,1,1,Low,1,East,Auto|Home|Health|Travel|Investment
PRD600795,,676270.0,5,4,1,1,High,0,East,Auto|Home|Life|Health|Travel
PRD600796,60.0,498924.0,2,1,1,0,Medium,0,North,Home
PRD600797,30.0,201298.0,3,1,1,1,Medium,0,West,Auto
PRD600798,26.0,753482.0,2,2,1,1,Low,0,North,Auto|Home|Life|Travel|Investment
PRD600799,33.0,450472.0,4,3,0,0,Low,0,South,Auto|Home|Life|Travel
PRD600800,71.0,184014.0,4,4,1,0,Low,0,West,Home|Health
PRD600801,,411923.0,5,3,1,1,Medium,1,North,Home|Health|Travel
PRD600802,53.0,445810.0,2,0,0,1,Medium,0,East,Home|Investment
PRD600803,45.0,408279.0,2,2,1,1,Medium,0,East,Auto|Home|Life
PRD600804,63.0,1941036.0,3,1,1,0,Low,0,West,Life|Health|Travel|Investment
PRD600805,51.0,189051.0,2,2,1,0,Low,0,Central,Home|Life
PRD600806,34.0,627088.0,3,2,0,1,High,0,North,Travel
PRD600807,47.0,202150.0,3,2,0,1,Low,0,Central,Auto|Life|Health|Travel|Investment
PRD600808,43.0,190937.0,1,0,0,0,Low,1,Central,Investment
PRD600809,31.0,411065.0,4,2,0,0,Medium,0,North,Investment
PRD600810,22.0,350287.0,2,0,1,1,Low,0,North,Home|Health
PRD600811,40.0,794130.0,2,1,0,1,Medium,0,West,Home|Life|Travel
PRD600812,63.0,204129.0,2,1,0,1,Low,0,South,Auto|Life|Health
PRD600813,54.0,703024.0,5,4,1,0,Medium,0,North,Home|Life|Health
PRD600814,70.0,861964.0,1,1,1,0,Medium,0,East,Home|Life|Health
PRD600815,30.0,453592.0,5,4,1,1,High,0,West,Auto|Home|Life|Health
PRD600816,27.0,351416.0,2,1,1,1,Medium,0,South,Auto|Home|Life
PRD600817,60.0,818249.0,5,5,0,0,Medium,1,South,Auto|Home|Health|Travel|Investment
PRD600818,57.0,408748.0,1,1,0,0,Medium,0,South,Auto|Home|Life|Investment
PRD600819,21.0,1063633.0,2,2,1,1,Medium,0,East,Auto|Home
PRD600820,68.0,510884.0,5,3,1,0,Low,0,East,Home|Life|Health
PRD600821,31.0,755806.0,4,4,0,1,Medium,0,West,Life|Travel
PRD600822,45.0,916117.0,1,0,0,1,Low,0,North,Health|Investment
PRD600823,34.0,,4,2,1,1,Low,0,Central,Auto|Life|Health
PRD600824,,1532733.0,2,0,1,1,Low,0,Central,Auto|Investment
PRD600825,47.0,,3,2,1,0,Medium,0,South,Home|Life|Health
PRD600826,27.0,492171.0,4,3,0,1,Low,0,North,Life
PRD600827,68.0,797491.0,2,1,1,1,Low,0,West,Auto|Life|Investment
PRD600828,56.0,1060457.0,1,1,0,1,Low,0,South,Life|Travel|Investment
PRD600829,35.0,814520.0,4,4,1,1,Low,0,East,Auto|Home|Health|Investment
PRD600830,56.0,430260.0,2,1,0,1,Medium,1,North,Life|Health
PRD600831,33.0,350543.0,4,2,0,1,High,0,West,Auto|Life
PRD600832,37.0,568691.0,5,5,0,1,High,1,Central,Auto|Life
PRD600833,30.0,483365.0,2,2,1,1,Medium,0,East,Auto|Home|Life|Travel
PRD600834,56.0,444515.0,1,0,0,1,High,1,Central,Auto|Health
PRD600835,43.0,533880.0,5,3,0,0,Medium,0,West,Health
PRD600836,47.0,415307.0,1,1,1,1,Medium,0,North,Auto|Home|Investment
PRD600837,29.0,864188.0,4,4,1,1,Medium,1,South,Auto|Home|Health|Investment
PRD600838,43.0,219378.0,4,3,0,1,Low,0,West,Auto|Home|Life|Travel
PRD600839,26.0,163185.0,2,0,0,1,Medium,0,Central,Auto
PRD600840,26.0,351948.0,1,0,1,0,Medium,0,East,Home|Life
PRD600841,49.0,1625520.0,1,1,1,1,Medium,0,West,Auto|Home|Life|Travel|Investment
PRD600842,65.0,550056.0,5,5,1,1,Low,0,Central,Auto|Life|Investment
PRD600843,28.0,474195.0,5,3,1,0,High,0,South,Auto|Home|Life|Health|Travel
PRD600844,69.0,1617123.0,3,2,1,0,Low,0,Central,Auto|Life|Health|Investment
PRD600845,26.0,217331.0,5,5,0,1,Medium,0,North,Auto|Life
PRD600846,23.0,237645.0,4,3,1,1,High,0,West,Home|Life
PRD600847,29.0,298170.0,2,1,1,0,Medium,1,West,Life
PRD600848,25.0,980573.0,2,0,0,1,Medium,1,West,Home|Health|Investment
PRD600849,30.0,213562.0,4,4,0,1,Low,0,East,Auto|Life|Travel
PRD600850,68.0,333771.0,3,3,1,0,Low,0,East,Auto|Home|Life|Investment
PRD600851,59.0,502897.0,2,0,0,1,Low,1,East,Auto
PRD600852,38.0,582600.0,2,2,1,0,Low,0,South,Home|Life|Travel
PRD600853,61.0,907368.0,3,1,0,1,Low,1,South,Home|Life|Health|Investment
PRD600854,40.0,333344.0,5,3,1,1,Medium,1,West,Auto|Home|Health
PRD600855,69.0,911912.0,1,1,0,1,Low,0,South,Life|Travel|Investment
PRD600856,30.0,355107.0,2,0,0,1,Medium,0,West,Home|Health|Travel
PRD600857,30.0,219881.0,1,1,1,0,Medium,0,North,Life
PRD600858,22.0,340225.0,2,2,0,1,Medium,1,Central,Auto|Home
PRD600859,58.0,342009.0,2,2,1,1,Medium,1,North,Auto|Home|Life
PRD600860,23.0,628626.0,5,4,1,0,Medium,1,Central,Home|Investment
PRD600861,57.0,290334.0,3,1,1,1,Medium,0,West,Auto|Home|Life
PRD600862,66.0,859516.0,5,4,0,1,Medium,0,Central,Auto|Home|Life|Health
PRD600863,24.0,203449.0,4,2,1,0,Medium,1,West,Home|Health
PRD600864,37.0,2379759.0,1,0,0,1,Medium,0,East,Auto|Life|Travel|Investment
PRD600865,66.0,505157.0,2,1,1,1,Low,1,South,Home|Health|Investment
PRD600866,54.0,780325.0,2,0,1,1,High,0,Central,Home|Health|Travel|Investment
PRD600867,47.0,534161.0,4,2,1,1,Medium,1,West,Auto|Home
PRD600868,61.0,497145.0,3,3,1,1,Low,1,North,Auto|Home|Life|Travel
PRD600869,39.0,525560.0,5,4,1,1,Medium,0,Central,Auto|Home|Life|Travel
PRD600870,66.0,636820.0,2,2,0,1,Medium,0,South,Auto|Life|Health|Investment
PRD600871,62.0,527528.0,5,4,0,1,High,0,North,Auto|Home|Life|Health
PRD600872,54.0,408908.0,4,2,0,1,High,1,West,Auto|Home|Life|Investment
PRD600873,73.0,289308.0,2,1,0,0,Low,0,West,Investment
PRD600874,34.0,757359.0,1,0,0,1,Low,1,West,Travel|Investment
PRD600875,43.0,532075.0,4,3,1,1,Low,0,East,Auto|Life|Investment
PRD600876,72.0,443011.0,2,2,0,1,Low,0,Central,Auto|Home|Health|Investment
PRD600877,21.0,211286.0,1,1,0,1,Low,0,South,Auto|Home
PRD600878,49.0,521688.0,5,4,0,1,Medium,0,Central,Auto|Life
PRD600879,34.0,496932.0,2,0,0,0,Medium,0,Central,Auto|Home|Life|Investment
PRD600880,22.0,320979.0,4,4,0,1,Medium,1,North,Auto|Life
PRD600881,46.0,273909.0,1,0,0,1,High,0,North,Auto|Home|Life|Health|Travel|Investment
PRD600882,23.0,826794.0,5,3,0,1,Medium,1,West,Auto|Life|Travel
PRD600883,40.0,788617.0,1,1,1,1,Low,1,West,Home|Travel
PRD600884,71.0,361877.0,2,1,1,1,Low,0,South,Auto|Home|Life|Investment
PRD600885,59.0,619016.0,4,3,1,0,High,0,North,Home|Life|Travel
PRD600886,44.0,578819.0,3,2,0,0,Medium,0,Central,Home|Life|Health
PRD600887,59.0,503238.0,1,0,1,1,Low,0,East,Auto|Home
PRD600888,68.0,478048.0,5,4,0,1,Low,0,West,Auto|Home|Life|Health|Travel
PRD600889,63.0,811862.0,5,4,0,1,Low,0,East,Auto|Life|Health
PRD600890,61.0,402479.0,5,4,1,0,Low,1,East,Home|Travel|Investment
PRD600891,48.0,1468627.0,2,1,0,0,Medium,1,South,Auto|Travel|Investment
PRD600892,61.0,557340.0,3,1,0,1,High,0,North,Auto|Investment
PRD600893,42.0,1017671.0,3,3,0,0,High,0,South,Home|Travel|Investment
PRD600894,52.0,432626.0,4,2,0,1,Medium,0,East,Health|Investment
PRD600895,51.0,677612.0,1,1,1,0,Low,0,East,Home
PRD600896,71.0,402740.0,5,4,1,1,Low,0,East,Home|Health
PRD600897,52.0,415002.0,1,1,1,1,Medium,0,Central,Auto
PRD600898,64.0,402950.0,2,0,0,0,Medium,0,South,Auto|Home|Health
PRD600899,23.0,1228186.0,1,0,0,1,Low,0,South,Auto|Life|Travel
PRD600900,42.0,957260.0,5,4,1,1,Low,1,South,Home|Travel|Investment
PRD600901,71.0,440704.0,5,4,0,1,Medium,0,East,Home|Health
PRD600902,,437438.0,2,0,1,1,High,1,North,Auto|Home|Travel
PRD600903,35.0,907936.0,1,0,0,1,Medium,1,North,Auto|Health|Travel
PRD600904,37.0,508959.0,2,0,0,0,High,0,North,Travel|Investment
PRD600905,62.0,2182092.0,2,1,0,1,Medium,0,North,Home|Life|Travel|Investment
PRD600906,32.0,420946.0,4,2,1,1,Medium,1,East,Auto|Travel
PRD600907,50.0,307646.0,1,1,0,0,High,1,East,Life
PRD600908,38.0,466280.0,1,0,1,1,Medium,0,South,Home|Health
PRD600909,50.0,197651.0,1,0,0,1,Low,0,North,Life|Travel
PRD600910,25.0,309663.0,4,2,1,1,High,0,West,Auto|Life|Health|Travel|Investment
PRD600911,31.0,2579408.0,3,1,1,1,Medium,1,West,Auto|Life|Health
PRD600912,41.0,498265.0,4,4,1,1,Low,0,East,Auto|Home|Health
PRD600913,74.0,661916.0,1,1,0,1,High,0,South,Auto|Home|Life
PRD600914,62.0,182699.0,3,2,1,1,High,1,West,Auto|Home|Travel|Investment
PRD600915,51.0,593467.0,3,2,0,1,High,1,North,Auto|Home|Travel
PRD600916,58.0,1515460.0,5,5,1,1,Medium,1,East,Auto|Home|Health|Investment
PRD600917,47.0,382093.0,2,1,0,0,Medium,0,East,Auto|Life
PRD600918,54.0,328993.0,5,5,0,1,Medium,0,West,Auto|Life
PRD600919,27.0,806423.0,5,4,1,0,Medium,0,West,Auto|Home|Life
PRD600920,65.0,281501.0,2,0,1,1,Low,0,Central,Auto|Life|Health
PRD600921,71.0,452636.0,1,1,1,0,Medium,1,South,Home|Life|Health|Investment
PRD600922,49.0,221000.0,2,1,1,0,High,0,South,Life|Health
PRD600923,54.0,389922.0,2,1,0,1,Low,0,West,Auto|Life|Health|Travel
PRD600924,22.0,1503899.0,5,5,1,0,Low,1,North,Home|Health
PRD600925,47.0,293279.0,2,2,1,1,Medium,0,East,Auto|Home|Life
PRD600926,45.0,444654.0,3,3,0,0,Medium,0,West,Home|Life|Travel
PRD600927,73.0,727002.0,5,4,1,1,High,1,Central,Auto|Home|Life|Health
PRD600928,48.0,556313.0,3,2,0,0,Low,1,East,Auto|Travel
PRD600929,63.0,286441.0,4,4,1,1,Medium,0,Central,Life
PRD600930,38.0,177921.0,5,5,1,1,High,0,Central,Auto|Home|Life|Health|Travel
PRD600931,59.0,312977.0,5,3,0,1,Medium,0,North,Auto|Life|Health
PRD600932,,877710.0,2,1,1,1,Medium,1,North,Auto|Home|Travel
PRD600933,50.0,579269.0,2,2,1,1,High,0,West,Auto|Home|Life|Travel|Investment
PRD600934,42.0,1091247.0,2,1,0,0,Medium,1,South,Home
PRD600935,33.0,279768.0,1,0,0,1,Low,1,East,Auto
PRD600936,72.0,542960.0,5,4,0,1,Medium,0,Central,Auto|Home|Life|Health
PRD600937,59.0,708862.0,4,2,0,1,Low,0,Central,Auto|Home|Health
PRD600938,26.0,121954.0,3,3,1,0,Medium,1,South,Life|Health
PRD600939,40.0,448008.0,5,3,1,1,Low,0,East,Home
PRD600940,40.0,626037.0,3,3,1,0,Medium,0,South,Life|Health
PRD600941,63.0,310747.0,4,2,1,0,Medium,0,East,Life|Health
PRD600942,57.0,958255.0,5,4,0,1,Low,0,North,Auto|Life|Investment
PRD600943,42.0,277188.0,5,4,1,1,Medium,0,East,Auto|Life
PRD600944,32.0,142199.0,1,0,1,0,Low,0,Central,Home|Life
PRD600945,45.0,547763.0,3,2,1,1,Medium,0,North,Auto|Life
PRD600946,48.0,646382.0,3,2,0,1,Low,1,West,Auto|Life|Health
PRD600947,47.0,473650.0,2,0,0,1,Medium,1,South,Auto|Home|Life|Travel
PRD600948,43.0,772414.0,2,1,0,1,Medium,1,South,Auto|Travel
PRD600949,72.0,664352.0,4,4,1,1,Low,0,West,Auto|Home|Life
PRD600950,65.0,741276.0,1,1,1,1,Medium,0,East,Auto|Home
PRD600951,73.0,403001.0,4,4,0,1,High,0,West,Auto|Health|Travel
PRD600952,49.0,302137.0,1,0,0,1,Medium,1,South,Auto|Travel|Investment
PRD600953,48.0,275613.0,5,5,0,1,High,1,Central,Life|Health|Investment
PRD600954,,849329.0,5,4,1,1,Medium,0,Central,Auto|Home|Life|Investment
PRD600955,55.0,284152.0,3,3,1,1,Low,0,South,Auto|Health|Investment
PRD600956,66.0,661005.0,4,3,1,1,Low,0,South,Auto|Home|Life|Health
PRD600957,45.0,315884.0,4,4,1,0,Medium,0,South,Travel
PRD600958,37.0,315984.0,2,0,0,1,Medium,0,East,Auto
PRD600959,34.0,758940.0,4,3,1,0,Medium,0,West,Auto|Life|Health|Travel
PRD600960,28.0,150392.0,1,1,1,1,Medium,1,West,Auto|Travel
PRD600961,68.0,322938.0,5,5,0,1,Low,0,West,Life|Health
PRD600962,36.0,762332.0,1,0,0,1,Low,0,North,Auto|Life|Travel|Investment
PRD600963,37.0,503916.0,4,2,1,0,Low,1,East,Home|Life|Travel|Investment
PRD600964,53.0,488681.0,1,0,0,0,Low,0,Central,Home
PRD600965,48.0,249879.0,4,2,0,1,Low,0,North,Life|Health
PRD600966,47.0,379822.0,3,3,0,1,Medium,0,Central,Life|Travel
PRD600967,28.0,524751.0,2,2,0,0,Medium,0,West,Life|Investment
PRD600968,33.0,396874.0,5,5,1,1,Low,1,North,Auto|Home|Life|Travel|Investment
PRD600969,50.0,973660.0,5,5,1,1,Low,0,East,Auto|Home|Life|Travel
PRD600970,24.0,518635.0,3,3,1,1,Medium,0,North,Auto|Home|Life
PRD600971,42.0,987725.0,1,0,0,1,Low,0,East,Life
PRD600972,55.0,726056.0,2,0,0,1,Medium,1,South,Auto
PRD600973,30.0,1306402.0,3,1,0,0,High,0,West,Travel
PRD600974,21.0,644680.0,3,2,1,1,High,0,West,Auto|Home|Life|Travel
PRD600975,25.0,159884.0,4,2,1,0,Low,0,West,Life
PRD600976,68.0,998311.0,5,3,1,0,Medium,0,Central,Life|Health|Travel
PRD600977,62.0,,5,5,0,0,Low,0,West,Auto|Life|Health
PRD600978,51.0,578684.0,3,1,0,0,Medium,0,East,Health|Travel
PRD600979,67.0,581716.0,5,4,0,1,Low,0,East,Auto|Life|Health
PRD600980,66.0,657650.0,1,0,0,1,High,0,West,Auto|Health|Travel
PRD600981,61.0,850198.0,1,0,0,0,Medium,0,North,Travel
PRD600982,33.0,403789.0,4,3,1,1,High,0,Central,Auto|Life|Travel
PRD600983,67.0,312207.0,4,2,0,1,Medium,0,West,Auto|Life|Health
PRD600984,57.0,597356.0,1,1,1,1,Medium,1,South,Auto|Home|Travel
PRD600985,46.0,263764.0,3,2,0,1,Medium,1,South,Auto|Health|Travel|Investment
PRD600986,37.0,494318.0,2,1,0,1,Medium,0,Central,Home|Life
PRD600987,25.0,433934.0,4,3,1,1,High,0,Central,Auto|Home|Life
PRD600988,,899820.0,5,3,0,0,Medium,0,South,Health|Investment
PRD600989,61.0,648882.0,5,4,1,1,Low,1,South,Auto|Home|Life|Health|Travel
PRD600990,27.0,213058.0,2,0,1,0,High,0,East,Home|Health|Travel
PRD600991,48.0,1317092.0,3,3,0,1,Low,0,Central,Auto|Life|Investment
PRD600992,61.0,662475.0,1,0,1,0,Medium,0,Central,Home|Investment
PRD600993,37.0,428868.0,3,1,1,1,Medium,0,West,Auto|Home|Life|Health
PRD600994,63.0,1449698.0,2,1,0,1,Low,1,South,Auto|Home|Life|Investment
PRD600995,23.0,314808.0,3,1,1,1,Medium,0,Central,Auto|Life
PRD600996,60.0,681437.0,2,0,1,0,Medium,0,West,Home|Travel
PRD600997,36.0,575469.0,2,1,1,0,Medium,0,South,Home|Travel
PRD600998,32.0,1156586.0,2,1,1,1,Low,1,East,Auto|Home|Travel
PRD600999,24.0,583658.0,5,3,1,0,Medium,0,East,Home|Life|Health|Travel
PRD601000,28.0,289019.0,1,0,1,1,Low,0,East,Auto|Health|Travel
PRD601001,68.0,267938.0,5,4,0,0,Medium,1,East,Life|Health|Travel
PRD601002,64.0,193408.0,4,2,0,1,High,0,South,Life|Health
PRD601003,43.0,379416.0,5,4,0,1,Medium,0,West,Auto|Home
PRD601004,34.0,724200.0,4,2,1,0,Medium,1,North,Home|Health|Travel
PRD601005,31.0,591808.0,1,0,0,0,Low,1,Central,Home
PRD601006,45.0,173982.0,2,1,0,1,Low,0,South,Auto|Health
PRD601007,41.0,339231.0,3,2,0,1,Medium,0,North,Life
PRD601008,44.0,181594.0,2,1,0,1,Medium,0,West,Auto|Life|Health
PRD601009,61.0,739720.0,1,1,1,1,Medium,1,South,Auto|Home|Life
PRD601010,34.0,911551.0,5,3,0,1,Medium,0,East,Auto|Home|Health|Travel
PRD601011,72.0,706550.0,2,0,1,1,Low,1,North,Auto|Home|Travel
PRD601012,73.0,395528.0,4,4,0,0,Low,0,West,Auto|Life|Travel
PRD601013,37.0,242041.0,4,4,1,0,High,0,East,Home|Life|Health|Travel
PRD601014,52.0,330707.0,4,3,1,1,High,0,Central,Auto|Life|Health
PRD601015,69.0,792375.0,4,2,0,1,Medium,1,East,Auto|Home
PRD601016,24.0,467418.0,3,2,0,1,Low,1,Central,Home|Investment
PRD601017,58.0,365840.0,4,2,1,0,High,1,West,Home|Health
PRD601018,28.0,745659.0,3,2,0,1,Low,0,East,Auto|Home|Investment
PRD601019,49.0,766146.0,4,3,1,1,High,0,Central,Auto|Life|Health|Travel|Investment
PRD601020,57.0,474908.0,4,3,1,1,Low,1,West,Auto|Life|Health|Travel
PRD601021,54.0,432778.0,3,3,0,1,High,1,South,Auto|Home|Travel
PRD601022,62.0,448131.0,4,3,1,1,Medium,0,West,Auto|Home|Life|Health
PRD601023,32.0,617517.0,5,4,1,1,Low,0,Central,Home|Health|Travel
PRD601024,44.0,507672.0,2,0,0,1,Medium,1,Central,Auto
PRD601025,36.0,591934.0,4,4,1,1,Medium,1,North,Auto|Home
PRD601026,21.0,821551.0,5,5,0,1,Medium,0,North,Travel
PRD601027,43.0,255675.0,3,1,1,1,High,1,West,Home|Travel
PRD601028,51.0,324260.0,4,3,0,1,Medium,0,South,Auto|Home|Investment
PRD601029,41.0,601645.0,3,1,0,1,Low,0,West,Home|Life|Health|Travel|Investment
PRD601030,45.0,296624.0,5,4,0,1,Medium,0,South,Life|Health
PRD601031,23.0,805957.0,2,2,1,1,Low,0,Central,Home|Health
PRD601032,45.0,736697.0,5,5,1,1,Medium,0,West,Auto|Life|Health
PRD601033,50.0,830202.0,3,2,1,1,Low,1,North,Home|Health|Investment
PRD601034,34.0,315504.0,2,1,0,1,Medium,0,South,Auto
PRD601035,29.0,608815.0,1,1,0,1,Medium,1,West,Home|Travel
PRD601036,29.0,236309.0,3,3,1,1,Medium,0,Central,Auto|Home|Life
PRD601037,50.0,993353.0,2,2,0,1,Low,0,South,Auto|Home|Life|Health
PRD601038,58.0,236274.0,2,0,1,0,Low,1,South,Auto|Home
PRD601039,43.0,287644.0,4,4,0,0,Low,1,East,Auto|Health
PRD601040,28.0,619668.0,4,3,1,1,High,0,Central,Home|Life|Travel
PRD601041,34.0,1143634.0,1,1,1,0,Medium,1,East,Home|Travel
PRD601042,65.0,1258530.0,5,4,0,1,Low,1,West,Auto|Home
PRD601043,65.0,1190563.0,1,1,1,0,Medium,1,North,Home|Life|Health|Investment
PRD601044,24.0,1186605.0,2,1,0,1,Medium,0,East,Auto|Health|Investment
PRD601045,66.0,625155.0,4,4,0,0,High,0,East,Auto|Life|Health|Investment
PRD601046,28.0,203067.0,2,0,1,1,Medium,0,North,Auto|Home
PRD601047,47.0,664944.0,4,3,1,1,Low,0,East,Auto|Home|Life|Travel
PRD601048,53.0,300725.0,3,2,0,1,Medium,1,North,Auto
PRD601049,46.0,255442.0,2,1,1,1,Low,0,North,Life|Health|Travel
PRD601050,23.0,185324.0,4,3,0,1,Medium,0,North,Auto|Life
PRD601051,60.0,507169.0,3,1,0,1,Medium,0,Central,Auto|Health|Investment
PRD601052,72.0,618599.0,3,1,1,1,Medium,0,Central,Auto|Home|Life|Travel
PRD601053,42.0,858620.0,3,3,1,0,Medium,1,West,Home|Travel
PRD601054,62.0,,5,4,0,1,High,0,North,Home|Life|Health|Travel
PRD601055,50.0,794037.0,4,2,0,1,Low,0,West,Life|Investment
PRD601056,71.0,284023.0,3,1,0,1,Low,0,West,Life|Health|Investment
PRD601057,36.0,217123.0,1,0,1,0,High,0,South,Auto|Home|Health|Travel
PRD601058,60.0,,4,2,1,1,Low,0,Central,Health|Travel|Investment
PRD601059,60.0,399538.0,1,0,1,0,Medium,0,East,Auto|Home|Investment
PRD601060,23.0,373212.0,1,0,0,1,Low,1,East,Auto|Home
PRD601061,22.0,1054084.0,2,1,1,1,Low,0,North,Home|Life
PRD601062,53.0,348964.0,5,5,0,1,Medium,0,North,Life|Health
PRD601063,41.0,275954.0,3,3,0,1,Low,0,East,Auto|Life|Investment
PRD601064,64.0,238920.0,1,0,1,1,Medium,0,South,Life
PRD601065,43.0,378257.0,5,5,1,0,Medium,0,North,Auto|Home|Life
PRD601066,21.0,720036.0,1,0,1,1,Low,1,East,Home
PRD601067,48.0,324771.0,4,3,0,0,Low,0,Central,Auto|Home|Life
PRD601068,22.0,335950.0,2,1,1,0,Low,1,Central,Auto|Home|Health
PRD601069,73.0,531918.0,3,1,0,0,Medium,0,Central,Home|Life
PRD601070,72.0,480992.0,2,0,1,1,Medium,0,North,Auto
PRD601071,49.0,645630.0,2,1,1,1,Low,0,North,Auto|Health
