customer_id,age,gender,region,vehicle_type,vehicle_age,annual_mileage,prior_claims,policy_tenure_years,coverage_level,credit_score,has_telematics,will_claim
MOT700673,30.0,M,East,SUV,14,20269.0,0,7.1,Comprehensive,888.0,0,0
MOT700674,44.0,M,North,Hatchback,7,8525.0,1,2.2,Premium,859.0,1,0
MOT700675,73.0,F,South,Hatchback,18,,0,4.7,Premium,808.0,1,0
MOT700676,39.0,M,West,Hatchback,16,14830.0,0,2.6,Comprehensive,726.0,0,1
MOT700677,36.0,F,West,Van,14,13085.0,1,4.2,Comprehensive,528.0,0,1
MOT700678,27.0,F,South,SUV,4,8295.0,1,4.5,ThirdParty,530.0,0,1
MOT700679,29.0,F,West,Sports,8,16821.0,2,1.8,ThirdParty,693.0,0,0
MOT700680,61.0,M,South,Sedan,10,15115.0,0,0.2,ThirdParty,755.0,1,0
MOT700681,60.0,F,North,Van,13,8920.0,0,0.2,Premium,372.0,0,1
MOT700682,25.0,M,South,Sports,17,13508.0,0,4.8,Comprehensive,304.0,0,1
MOT700683,40.0,M,South,Sedan,8,8925.0,0,3.0,Comprehensive,602.0,1,1
MOT700684,68.0,F,East,SUV,0,9305.0,1,0.7,ThirdParty,788.0,1,0
MOT700685,76.0,M,West,Sedan,14,20663.0,0,0.3,Premium,452.0,0,1
MOT700686,35.0,F,South,Hatchback,1,5282.0,0,2.8,ThirdParty,305.0,0,0
MOT700687,58.0,M,West,SUV,14,11245.0,0,5.8,ThirdParty,775.0,1,0
MOT700688,48.0,F,North,Sedan,6,18753.0,0,0.9,Comprehensive,669.0,0,0
MOT700689,46.0,M,Central,SUV,0,15651.0,0,2.1,Comprehensive,529.0,0,0
MOT700690,34.0,F,North,SUV,14,14414.0,0,2.4,Comprehensive,725.0,1,0
MOT700691,21.0,F,Central,Sedan,17,7710.0,0,0.8,Comprehensive,329.0,0,0
MOT700692,34.0,F,South,Sports,4,7416.0,1,0.3,Comprehensive,866.0,0,1
MOT700693,30.0,M,Central,SUV,15,10427.0,0,3.1,Comprehensive,676.0,0,0
MOT700694,46.0,M,West,SUV,10,17274.0,0,8.4,Comprehensive,753.0,1,0
MOT700695,54.0,F,West,Sedan,12,13155.0,3,5.3,Comprehensive,471.0,1,1
MOT700696,31.0,F,West,SUV,4,4731.0,1,3.9,Comprehensive,357.0,0,0
MOT700697,47.0,F,Central,Sedan,1,8971.0,1,1.5,Comprehensive,522.0,0,0
MOT700698,25.0,F,North,Sedan,17,9282.0,0,1.3,ThirdParty,739.0,0,1
MOT700699,31.0,F,West,Hatchback,14,10575.0,0,15.0,Premium,728.0,1,0
MOT700700,22.0,F,South,SUV,14,3450.0,0,6.3,Comprehensive,460.0,0,0
MOT700701,76.0,F,East,Hatchback,4,,0,2.0,Comprehensive,402.0,0,0
MOT700702,,M,East,Hatchback,8,10668.0,0,17.4,ThirdParty,781.0,0,0
MOT700703,31.0,F,West,Hatchback,3,13297.0,0,3.8,ThirdParty,631.0,0,1
MOT700704,72.0,F,South,Sedan,19,6528.0,1,0.2,ThirdParty,489.0,0,1
MOT700705,24.0,M,West,Van,14,15561.0,0,6.9,Premium,588.0,0,1
MOT700706,36.0,M,South,SUV,19,13227.0,1,0.2,Comprehensive,665.0,0,1
MOT700707,55.0,F,South,Hatchback,12,16676.0,0,2.4,Comprehensive,335.0,1,1
MOT700708,,M,North,Sedan,13,13571.0,1,3.5,Premium,764.0,0,0
MOT700709,57.0,F,Central,Sedan,18,12017.0,0,6.2,Premium,829.0,0,1
MOT700710,53.0,M,Central,Van,7,6741.0,2,8.4,Comprehensive,899.0,0,0
MOT700711,51.0,F,Central,SUV,0,5608.0,1,5.7,Premium,535.0,0,1
MOT700712,28.0,F,South,Hatchback,11,10508.0,0,0.6,Comprehensive,834.0,0,0
MOT700713,45.0,M,West,Sedan,7,17073.0,0,6.7,Comprehensive,439.0,1,0
MOT700714,72.0,F,East,Hatchback,19,10648.0,0,0.8,Premium,618.0,1,1
MOT700715,79.0,M,West,SUV,1,19867.0,2,1.2,Comprehensive,387.0,1,1
MOT700716,19.0,F,West,Van,19,7963.0,0,6.0,Premium,508.0,0,1
MOT700717,75.0,F,East,SUV,14,8100.0,0,5.3,ThirdParty,,0,0
MOT700718,64.0,F,West,SUV,14,13678.0,0,0.5,ThirdParty,864.0,0,0
MOT700719,78.0,M,North,Sedan,13,11305.0,0,7.6,Premium,358.0,0,0
MOT700720,59.0,F,East,Sedan,12,10971.0,0,24.4,ThirdParty,717.0,0,0
MOT700721,63.0,F,Central,SUV,16,9315.0,1,15.5,ThirdParty,722.0,0,0
MOT700722,34.0,M,South,SUV,0,9858.0,0,4.2,Comprehensive,734.0,0,0
MOT700723,77.0,F,Central,Van,5,10321.0,1,18.1,Comprehensive,434.0,0,0
MOT700724,38.0,M,West,SUV,2,18951.0,0,5.3,ThirdParty,562.0,1,0
MOT700725,68.0,M,Central,Hatchback,5,18328.0,0,0.1,Comprehensive,511.0,1,0
MOT700726,51.0,M,Central,Sedan,11,15330.0,0,3.8,Comprehensive,329.0,0,1
MOT700727,75.0,F,South,Hatchback,11,18627.0,0,2.1,Comprehensive,421.0,1,0
MOT700728,51.0,F,Central,Van,19,6564.0,0,5.0,ThirdParty,757.0,0,1
MOT700729,48.0,F,South,Sedan,7,20771.0,0,3.7,ThirdParty,673.0,0,0
MOT700730,78.0,M,West,Van,14,17473.0,1,10.6,ThirdParty,667.0,0,0
MOT700731,50.0,F,Central,Sedan,6,6429.0,0,0.4,ThirdParty,381.0,1,0
MOT700732,66.0,M,South,Hatchback,19,19552.0,0,1.5,Comprehensive,,0,0
MOT700733,65.0,M,South,Sedan,3,17126.0,0,2.8,ThirdParty,838.0,1,0
MOT700734,38.0,F,North,Hatchback,3,15514.0,0,3.7,ThirdParty,417.0,1,1
MOT700735,47.0,M,West,Sedan,15,4385.0,0,3.8,Comprehensive,670.0,0,0
MOT700736,53.0,M,South,Hatchback,12,12770.0,0,1.8,Comprehensive,,0,0
MOT700737,47.0,M,North,Hatchback,14,13211.0,0,11.9,Comprehensive,554.0,0,0
MOT700738,19.0,M,West,Sports,19,12263.0,1,12.7,Premium,852.0,0,0
MOT700739,20.0,F,East,Hatchback,3,17050.0,0,4.8,ThirdParty,647.0,0,0
MOT700740,54.0,F,West,Hatchback,1,12148.0,0,0.7,Comprehensive,,1,0
MOT700741,49.0,M,East,SUV,13,8732.0,0,3.5,ThirdParty,702.0,0,0
MOT700742,67.0,F,North,SUV,11,13644.0,2,4.9,Comprehensive,821.0,0,1
MOT700743,75.0,F,Central,Hatchback,2,11090.0,2,2.6,Comprehensive,436.0,0,1
MOT700744,77.0,F,West,Sports,2,12482.0,0,4.3,Comprehensive,565.0,0,1
MOT700745,53.0,M,Central,SUV,15,6317.0,0,5.4,ThirdParty,892.0,1,0
MOT700746,34.0,F,Central,Hatchback,4,7622.0,0,4.6,Comprehensive,637.0,0,0
MOT700747,57.0,F,South,Hatchback,19,5483.0,0,1.2,ThirdParty,403.0,0,0
MOT700748,71.0,F,North,Hatchback,8,6884.0,1,2.2,Comprehensive,895.0,1,0
MOT700749,62.0,M,West,Hatchback,17,18544.0,2,7.3,Comprehensive,,0,1
MOT700750,38.0,M,West,Van,19,13508.0,0,3.2,Premium,779.0,1,0
MOT700751,78.0,F,West,Hatchback,12,7091.0,0,1.3,ThirdParty,636.0,0,0
MOT700752,44.0,M,South,Sedan,6,15150.0,1,2.4,Comprehensive,458.0,0,1
MOT700753,54.0,F,Central,Sports,5,17561.0,0,2.7,Comprehensive,821.0,0,0
MOT700754,70.0,M,Central,Sedan,19,,0,1.6,Comprehensive,374.0,0,1
MOT700755,65.0,F,South,Sedan,17,9690.0,0,1.6,ThirdParty,,0,0
MOT700756,73.0,M,North,Hatchback,18,,2,19.9,Comprehensive,664.0,1,0
MOT700757,37.0,F,South,Hatchback,15,12464.0,0,12.0,ThirdParty,435.0,0,0
MOT700758,55.0,F,North,Sports,9,7239.0,0,2.4,Premium,341.0,1,0
MOT700759,32.0,F,Central,SUV,0,14885.0,1,2.0,Comprehensive,764.0,0,0
MOT700760,61.0,F,South,Sedan,1,11751.0,1,2.1,Comprehensive,365.0,0,0
MOT700761,77.0,F,North,Sedan,18,14022.0,0,20.5,ThirdParty,388.0,0,1
MOT700762,25.0,F,South,Sedan,2,14467.0,0,0.2,Comprehensive,594.0,1,0
MOT700763,18.0,F,East,Van,11,12890.0,0,6.1,ThirdParty,667.0,0,0
MOT700764,46.0,F,East,Sedan,4,13508.0,0,5.3,Comprehensive,828.0,0,0
MOT700765,47.0,F,West,Hatchback,6,8089.0,0,0.8,Comprehensive,822.0,0,0
MOT700766,24.0,M,Central,Sedan,13,12732.0,1,14.8,Comprehensive,821.0,0,0
MOT700767,54.0,F,South,Sedan,12,16391.0,1,8.3,ThirdParty,550.0,0,0
MOT700768,45.0,F,Central,Hatchback,10,,0,3.1,Comprehensive,503.0,0,0
MOT700769,42.0,F,Central,Hatchback,17,5241.0,0,11.6,ThirdParty,500.0,1,0
MOT700770,63.0,M,East,Sedan,15,13692.0,0,5.9,ThirdParty,898.0,0,0
MOT700771,35.0,F,Central,Hatchback,1,19954.0,0,2.2,Premium,818.0,0,0
MOT700772,52.0,F,East,Hatchback,11,11893.0,0,16.7,ThirdParty,419.0,0,0
MOT700773,71.0,M,North,Hatchback,11,13875.0,1,3.8,Premium,,0,0
MOT700774,73.0,F,West,Sedan,12,19255.0,0,0.7,Comprehensive,711.0,0,0
MOT700775,66.0,M,Central,Hatchback,6,11285.0,0,2.4,ThirdParty,874.0,0,1
MOT700776,,M,North,Sedan,11,3866.0,1,6.1,Comprehensive,892.0,0,0
MOT700777,33.0,M,West,Hatchback,19,12826.0,0,9.7,Comprehensive,428.0,0,0
MOT700778,45.0,M,Central,Hatchback,6,14271.0,0,3.5,Comprehensive,348.0,1,0
MOT700779,74.0,M,North,Sedan,3,12380.0,0,1.8,Comprehensive,857.0,0,0
MOT700780,29.0,F,West,Hatchback,8,,0,2.9,Comprehensive,601.0,1,0
MOT700781,27.0,M,North,SUV,17,12194.0,0,4.3,Comprehensive,355.0,0,1
MOT700782,55.0,F,East,SUV,5,,0,4.6,Premium,546.0,0,0
MOT700783,40.0,F,North,Hatchback,11,11514.0,1,4.7,ThirdParty,881.0,0,0
MOT700784,72.0,F,West,Hatchback,6,12198.0,0,0.3,ThirdParty,581.0,0,1
MOT700785,30.0,M,South,Hatchback,12,7932.0,1,1.6,Comprehensive,592.0,0,0
MOT700786,43.0,M,Central,Sedan,12,15258.0,0,4.7,Premium,531.0,1,0
MOT700787,23.0,M,Central,SUV,0,11160.0,0,7.4,Premium,837.0,1,0
MOT700788,36.0,F,Central,Sedan,1,8633.0,0,8.3,Premium,401.0,0,0
MOT700789,54.0,F,Central,Sedan,14,13694.0,0,2.5,ThirdParty,601.0,1,1
MOT700790,25.0,M,East,Sedan,4,8585.0,0,7.0,Comprehensive,489.0,0,0
MOT700791,71.0,F,West,Sedan,2,16463.0,0,8.9,Comprehensive,644.0,0,0
MOT700792,24.0,F,North,Hatchback,9,6974.0,0,7.4,ThirdParty,722.0,1,0
MOT700793,,M,West,Sedan,3,16175.0,0,0.1,Comprehensive,699.0,1,0
MOT700794,56.0,F,Central,Hatchback,7,8411.0,0,3.6,ThirdParty,708.0,1,0
MOT700795,75.0,F,West,Hatchback,15,5006.0,0,1.7,Comprehensive,382.0,0,0
MOT700796,64.0,M,South,Hatchback,10,7684.0,2,11.1,ThirdParty,475.0,0,1
MOT700797,42.0,F,North,Sedan,17,12397.0,0,1.4,Comprehensive,647.0,0,1
MOT700798,28.0,F,West,Sedan,16,5455.0,0,6.8,Comprehensive,773.0,0,1
MOT700799,49.0,M,South,Sedan,16,11548.0,1,1.9,ThirdParty,891.0,0,0
MOT700800,52.0,M,East,Sedan,1,11465.0,0,2.2,Comprehensive,725.0,0,0
MOT700801,61.0,M,Central,Sedan,10,7473.0,0,26.5,ThirdParty,628.0,1,0
MOT700802,75.0,F,South,SUV,16,12456.0,1,20.3,ThirdParty,443.0,0,1
MOT700803,32.0,F,West,Sedan,2,12870.0,0,2.9,Premium,564.0,0,0
MOT700804,55.0,F,North,Sports,0,13710.0,0,1.3,Comprehensive,562.0,0,0
MOT700805,73.0,M,South,SUV,10,8385.0,1,6.3,ThirdParty,880.0,0,0
MOT700806,46.0,F,South,Hatchback,4,20746.0,0,0.3,Premium,301.0,0,0
MOT700807,40.0,M,South,Sedan,18,11127.0,0,4.6,ThirdParty,694.0,1,0
MOT700808,40.0,F,Central,SUV,1,5134.0,0,0.4,Comprehensive,412.0,0,0
MOT700809,50.0,M,Central,Hatchback,10,16348.0,1,3.2,Comprehensive,760.0,1,0
MOT700810,65.0,F,North,Sedan,2,14028.0,1,1.3,Premium,759.0,0,0
MOT700811,44.0,F,South,Hatchback,8,8315.0,0,2.5,ThirdParty,646.0,1,1
MOT700812,36.0,F,East,Hatchback,11,9812.0,0,0.6,Comprehensive,814.0,0,0
MOT700813,23.0,M,North,Sedan,5,11256.0,1,9.8,ThirdParty,665.0,1,0
MOT700814,18.0,M,East,SUV,19,7437.0,0,10.1,ThirdParty,,0,0
MOT700815,38.0,F,Central,Sedan,0,13481.0,0,8.2,ThirdParty,557.0,0,0
MOT700816,74.0,M,South,Hatchback,12,14093.0,0,4.8,ThirdParty,888.0,0,0
MOT700817,51.0,M,South,Sedan,9,16108.0,1,9.6,Comprehensive,711.0,0,0
MOT700818,41.0,F,East,Sedan,8,4625.0,0,7.6,Comprehensive,817.0,0,0
MOT700819,36.0,F,South,Sedan,0,11446.0,0,2.1,ThirdParty,733.0,0,0
MOT700820,24.0,M,West,Hatchback,5,10145.0,0,0.3,Premium,593.0,1,1
MOT700821,47.0,F,West,Sedan,9,8912.0,0,0.1,ThirdParty,641.0,0,0
MOT700822,30.0,M,East,Hatchback,19,15800.0,1,4.1,ThirdParty,331.0,1,0
MOT700823,54.0,F,East,Sedan,4,14679.0,1,10.7,Comprehensive,566.0,0,1
MOT700824,,F,South,Hatchback,7,12122.0,0,1.5,Comprehensive,697.0,0,0
MOT700825,21.0,F,South,SUV,18,11779.0,0,1.3,Comprehensive,598.0,0,0
MOT700826,67.0,F,North,Hatchback,6,7889.0,0,2.8,Comprehensive,782.0,1,1
MOT700827,48.0,M,North,SUV,10,9190.0,0,6.0,Comprehensive,,0,0
MOT700828,31.0,F,East,Sedan,2,20147.0,0,5.9,Comprehensive,775.0,1,0
MOT700829,42.0,F,West,SUV,2,14650.0,0,1.4,ThirdParty,339.0,0,0
MOT700830,30.0,M,East,SUV,12,12895.0,1,7.7,ThirdParty,899.0,1,0
MOT700831,61.0,F,North,Sedan,7,14519.0,0,7.6,Comprehensive,894.0,0,1
MOT700832,35.0,M,North,Hatchback,19,10831.0,1,0.3,Premium,465.0,0,0
MOT700833,46.0,F,North,Hatchback,2,11680.0,0,0.1,Premium,703.0,0,0
MOT700834,49.0,M,Central,Van,10,,0,7.8,ThirdParty,744.0,0,0
MOT700835,52.0,M,North,Hatchback,18,12539.0,1,0.6,Comprehensive,568.0,0,0
MOT700836,,F,Central,Van,9,21109.0,0,4.6,ThirdParty,882.0,0,0
MOT700837,77.0,F,East,SUV,12,3363.0,3,15.5,Comprehensive,482.0,0,1
MOT700838,18.0,M,Central,Hatchback,13,13938.0,0,3.6,Comprehensive,775.0,0,1
MOT700839,49.0,F,East,Sedan,17,8546.0,0,2.1,ThirdParty,572.0,1,0
MOT700840,65.0,M,East,SUV,7,12379.0,0,2.2,Comprehensive,748.0,1,0
MOT700841,30.0,F,East,Sedan,16,12542.0,0,3.8,ThirdParty,746.0,0,1
MOT700842,68.0,M,West,Sedan,3,6385.0,1,0.2,Comprehensive,712.0,0,0
MOT700843,47.0,M,East,Van,13,8538.0,0,0.9,Comprehensive,834.0,0,0
MOT700844,59.0,M,West,Sedan,8,13609.0,1,1.9,ThirdParty,322.0,1,0
MOT700845,76.0,M,Central,Hatchback,8,12975.0,2,0.3,Premium,445.0,1,1
MOT700846,44.0,F,South,Hatchback,18,8732.0,1,9.2,Comprehensive,505.0,0,1
MOT700847,21.0,M,Central,Sedan,3,12635.0,1,5.1,Premium,401.0,0,1
MOT700848,39.0,M,South,Hatchback,5,13015.0,1,8.3,Premium,640.0,0,0
MOT700849,72.0,M,West,Sedan,12,15590.0,0,2.1,Comprehensive,644.0,1,0
MOT700850,36.0,F,North,Hatchback,1,12680.0,0,5.2,Comprehensive,432.0,0,0
MOT700851,52.0,M,North,Hatchback,13,9523.0,0,2.2,ThirdParty,558.0,0,1
MOT700852,40.0,F,North,SUV,11,15745.0,0,2.7,Comprehensive,894.0,0,0
MOT700853,29.0,M,East,SUV,9,1000.0,0,6.6,Comprehensive,856.0,0,0
MOT700854,27.0,M,South,Van,13,14455.0,0,0.3,Premium,827.0,1,1
MOT700855,71.0,M,West,Sedan,11,10935.0,1,1.2,Comprehensive,399.0,0,0
MOT700856,75.0,M,North,Hatchback,15,4352.0,1,3.2,ThirdParty,,0,1
MOT700857,71.0,F,North,Sedan,13,6989.0,0,0.1,Comprehensive,542.0,1,0
MOT700858,70.0,M,Central,SUV,3,7916.0,1,1.2,ThirdParty,597.0,0,0
MOT700859,57.0,M,Central,Van,2,13253.0,0,6.8,ThirdParty,420.0,0,1
MOT700860,22.0,F,East,Hatchback,8,12379.0,0,0.5,Comprehensive,512.0,0,0
MOT700861,52.0,F,East,Sedan,17,10460.0,0,0.3,Premium,421.0,1,0
MOT700862,23.0,F,South,Sedan,0,12903.0,0,9.5,ThirdParty,653.0,0,0
MOT700863,36.0,F,East,SUV,5,16078.0,0,5.1,Comprehensive,430.0,0,0
MOT700864,24.0,M,West,Van,8,16375.0,0,7.1,Comprehensive,565.0,0,1
MOT700865,79.0,F,East,Sedan,8,12821.0,0,0.1,Comprehensive,408.0,1,0
MOT700866,31.0,F,Central,Sedan,13,15131.0,0,0.5,Premium,580.0,0,1
MOT700867,55.0,F,North,Hatchback,6,17666.0,0,7.6,Comprehensive,395.0,1,0
MOT700868,27.0,M,North,Hatchback,5,5245.0,0,1.6,Comprehensive,863.0,0,1
MOT700869,56.0,M,South,Hatchback,12,11581.0,0,20.1,ThirdParty,808.0,0,0
MOT700870,73.0,F,South,SUV,9,16348.0,0,0.9,Comprehensive,692.0,1,0
MOT700871,63.0,M,Central,SUV,12,19414.0,0,3.0,Comprehensive,589.0,0,0
MOT700872,68.0,M,South,Sedan,1,9695.0,0,4.5,Comprehensive,822.0,0,0
MOT700873,45.0,M,East,Hatchback,6,3821.0,0,1.6,Comprehensive,698.0,1,0
MOT700874,39.0,M,South,Van,17,11222.0,0,1.4,Comprehensive,801.0,1,0
MOT700875,40.0,M,South,Hatchback,0,8625.0,0,2.3,Comprehensive,828.0,0,0
MOT700876,37.0,F,East,Van,9,7897.0,0,0.6,ThirdParty,894.0,0,0
MOT700877,25.0,F,West,Sedan,14,10042.0,0,0.3,Comprehensive,878.0,0,1
MOT700878,,F,Central,Van,1,6611.0,0,0.8,ThirdParty,709.0,0,0
MOT700879,30.0,F,South,Hatchback,13,8686.0,0,1.3,Premium,583.0,0,0
MOT700880,22.0,F,West,Sedan,3,14397.0,0,1.6,ThirdParty,441.0,0,0
MOT700881,56.0,M,South,Sedan,13,3838.0,1,2.0,ThirdParty,824.0,1,0
MOT700882,60.0,M,Central,Sedan,8,8214.0,1,4.3,Comprehensive,381.0,0,0
MOT700883,69.0,M,West,SUV,0,15533.0,2,2.1,ThirdParty,881.0,1,0
MOT700884,71.0,F,West,Van,14,10272.0,0,3.8,Premium,402.0,0,0
MOT700885,76.0,M,East,Sedan,4,14504.0,1,2.4,Comprehensive,480.0,1,0
MOT700886,30.0,F,North,Sedan,16,6877.0,2,1.5,ThirdParty,681.0,0,1
MOT700887,79.0,F,Central,Hatchback,14,11042.0,0,6.5,ThirdParty,843.0,0,0
MOT700888,23.0,F,East,Sedan,4,,1,1.0,ThirdParty,593.0,0,0
MOT700889,22.0,M,West,Sedan,19,13031.0,0,2.2,Comprehensive,673.0,1,0
MOT700890,56.0,M,South,Van,16,10057.0,0,0.3,ThirdParty,717.0,0,0
MOT700891,60.0,F,East,Hatchback,10,7856.0,0,2.5,Comprehensive,623.0,0,1
MOT700892,48.0,M,South,Hatchback,3,11373.0,1,2.5,Comprehensive,354.0,0,0
MOT700893,63.0,F,North,Van,1,13656.0,1,1.5,Comprehensive,489.0,0,1
MOT700894,18.0,F,West,SUV,8,16449.0,0,1.5,Comprehensive,376.0,0,0
MOT700895,74.0,F,Central,Sedan,13,16633.0,1,6.9,ThirdParty,676.0,0,0
MOT700896,21.0,M,Central,Van,17,18907.0,0,7.3,Comprehensive,570.0,1,0
MOT700897,35.0,M,West,SUV,18,3619.0,0,0.7,Comprehensive,512.0,0,0
MOT700898,33.0,F,Central,SUV,3,16763.0,0,11.2,Comprehensive,467.0,1,0
MOT700899,74.0,F,Central,Hatchback,16,12507.0,0,1.2,Comprehensive,324.0,0,0
MOT700900,23.0,F,North,Hatchback,13,13122.0,0,0.3,ThirdParty,850.0,1,0
MOT700901,40.0,F,West,SUV,18,,0,3.3,ThirdParty,564.0,0,0
MOT700902,22.0,M,South,Sedan,12,11146.0,1,16.9,Comprehensive,762.0,1,0
MOT700903,36.0,M,South,Sedan,16,18228.0,0,1.0,ThirdParty,,0,0
MOT700904,30.0,M,West,Sedan,3,16911.0,0,3.7,ThirdParty,601.0,0,1
MOT700905,23.0,F,East,Hatchback,18,20882.0,0,12.0,ThirdParty,761.0,0,0
MOT700906,40.0,F,North,Hatchback,0,15294.0,0,0.5,ThirdParty,564.0,0,1
MOT700907,77.0,M,Central,Hatchback,2,8589.0,0,5.4,Comprehensive,546.0,0,0
MOT700908,41.0,F,North,Hatchback,2,15672.0,0,0.5,Comprehensive,632.0,0,0
MOT700909,31.0,M,East,Van,8,11026.0,1,11.3,ThirdParty,427.0,0,1
MOT700910,57.0,M,South,Sedan,17,14572.0,0,21.0,Premium,428.0,1,0
MOT700911,38.0,F,East,Hatchback,19,16379.0,0,0.8,Comprehensive,538.0,1,1
MOT700912,56.0,F,West,Sedan,4,12167.0,0,2.6,Comprehensive,481.0,1,0
MOT700913,25.0,F,Central,Sedan,7,7350.0,1,7.0,Comprehensive,413.0,0,0
MOT700914,62.0,F,South,Hatchback,1,,2,3.3,ThirdParty,502.0,1,0
MOT700915,49.0,M,West,Hatchback,19,12953.0,0,6.4,Comprehensive,552.0,0,1
MOT700916,53.0,M,East,Van,7,6339.0,0,0.6,ThirdParty,469.0,0,0
MOT700917,37.0,M,North,Hatchback,0,21424.0,1,0.2,ThirdParty,669.0,1,0
MOT700918,21.0,F,North,SUV,10,14191.0,2,12.0,ThirdParty,844.0,0,0
MOT700919,54.0,F,East,SUV,6,12864.0,0,4.9,Comprehensive,452.0,1,0
MOT700920,25.0,F,North,Hatchback,15,,1,3.9,Premium,668.0,0,0
MOT700921,24.0,M,North,Sedan,7,12237.0,0,1.0,Comprehensive,771.0,0,0
MOT700922,20.0,M,South,SUV,15,14217.0,1,1.9,ThirdParty,363.0,0,0
MOT700923,75.0,M,South,Van,2,13637.0,0,6.0,Premium,390.0,0,0
MOT700924,18.0,M,South,Hatchback,19,15966.0,0,7.9,ThirdParty,488.0,0,0
MOT700925,23.0,F,Central,Hatchback,16,12586.0,0,2.0,Comprehensive,369.0,1,0
MOT700926,48.0,M,East,SUV,17,1000.0,0,5.6,ThirdParty,813.0,0,0
MOT700927,57.0,M,West,Van,0,10595.0,0,1.0,Premium,867.0,0,0
MOT700928,79.0,M,North,Van,5,10509.0,0,5.4,Premium,846.0,1,0
MOT700929,77.0,M,South,Hatchback,4,6139.0,0,3.8,Comprehensive,601.0,1,0
MOT700930,39.0,F,West,Sedan,18,8665.0,0,1.1,Comprehensive,521.0,1,0
MOT700931,71.0,F,East,Hatchback,13,7491.0,1,1.5,ThirdParty,777.0,0,0
MOT700932,19.0,F,South,Hatchback,1,7893.0,1,6.8,Comprehensive,337.0,1,0
MOT700933,64.0,M,West,Sports,11,12710.0,0,9.5,Comprehensive,886.0,0,0
MOT700934,45.0,F,West,Hatchback,3,8127.0,1,3.7,ThirdParty,420.0,0,0
MOT700935,57.0,F,South,Sedan,18,18084.0,0,1.9,Comprehensive,590.0,0,1
MOT700936,18.0,M,West,SUV,9,11766.0,2,2.1,Comprehensive,756.0,1,1
MOT700937,76.0,M,West,Hatchback,18,8321.0,1,10.7,ThirdParty,507.0,0,0
MOT700938,75.0,M,Central,Hatchback,10,19113.0,0,2.5,Comprehensive,838.0,0,0
MOT700939,52.0,M,West,Sedan,16,10396.0,0,6.9,Comprehensive,764.0,0,0
MOT700940,25.0,M,West,Hatchback,15,14819.0,1,10.0,Comprehensive,570.0,1,1
MOT700941,68.0,F,West,Sedan,19,11597.0,1,0.7,Premium,570.0,1,0
MOT700942,49.0,F,East,Hatchback,12,14610.0,0,2.4,ThirdParty,480.0,0,0
MOT700943,46.0,M,Central,Sedan,1,10016.0,1,14.1,Comprehensive,526.0,0,0
MOT700944,58.0,F,West,Hatchback,9,16014.0,0,1.3,ThirdParty,382.0,0,0
MOT700945,60.0,M,West,SUV,12,10959.0,0,9.6,Premium,395.0,0,0
MOT700946,57.0,M,South,SUV,17,16259.0,0,1.0,Premium,546.0,0,0
MOT700947,58.0,M,East,Van,4,14038.0,1,1.7,Premium,450.0,1,0
MOT700948,31.0,M,Central,Sports,18,9868.0,0,5.0,Comprehensive,359.0,0,0
MOT700949,54.0,M,North,SUV,10,3825.0,1,1.5,Comprehensive,587.0,0,0
MOT700950,73.0,M,South,Hatchback,8,5000.0,0,1.1,ThirdParty,694.0,0,1
MOT700951,22.0,M,Central,SUV,7,14281.0,0,11.3,ThirdParty,477.0,0,0
MOT700952,27.0,F,North,Sedan,12,12473.0,0,4.4,Comprehensive,617.0,1,0
MOT700953,26.0,F,East,SUV,11,17684.0,0,9.6,Comprehensive,768.0,1,0
MOT700954,64.0,F,South,Sedan,2,9516.0,0,8.5,Comprehensive,617.0,0,0
MOT700955,54.0,M,Central,SUV,13,17976.0,0,6.4,ThirdParty,475.0,0,0
MOT700956,45.0,F,South,SUV,17,11253.0,0,8.4,Premium,788.0,0,1
MOT700957,,M,North,Sedan,2,15444.0,0,13.0,Comprehensive,821.0,0,0
MOT700958,36.0,F,East,Sports,13,7603.0,1,0.2,Premium,848.0,0,0
MOT700959,31.0,F,Central,Hatchback,14,20004.0,0,0.3,ThirdParty,489.0,0,1
MOT700960,58.0,F,Central,Sports,2,10913.0,0,2.2,Comprehensive,462.0,0,0
MOT700961,77.0,M,West,Sports,11,,0,4.4,Comprehensive,595.0,0,0
MOT700962,34.0,F,South,Van,9,16708.0,0,8.6,Comprehensive,752.0,0,1
MOT700963,25.0,M,North,Hatchback,1,12519.0,0,9.7,ThirdParty,463.0,0,0
MOT700964,61.0,M,Central,Hatchback,0,18232.0,0,16.6,ThirdParty,672.0,0,0
MOT700965,38.0,F,Central,Hatchback,9,11473.0,0,1.6,Comprehensive,,0,1
MOT700966,58.0,F,East,SUV,16,13552.0,0,17.6,Comprehensive,651.0,1,1
MOT700967,65.0,F,North,SUV,16,15934.0,0,7.5,Comprehensive,386.0,0,0
MOT700968,30.0,F,North,Hatchback,1,7455.0,1,18.9,Comprehensive,388.0,0,0
MOT700969,57.0,F,Central,SUV,4,13941.0,0,2.6,Comprehensive,805.0,0,0
MOT700970,30.0,M,West,Van,0,8042.0,0,1.7,ThirdParty,300.0,1,0
MOT700971,75.0,M,South,SUV,12,10625.0,0,3.6,ThirdParty,852.0,1,0
MOT700972,,F,Central,SUV,16,1000.0,0,4.5,ThirdParty,678.0,0,0
MOT700973,56.0,M,North,Sedan,17,2887.0,0,12.6,ThirdParty,442.0,1,0
