policy_id,policy_start_date,age,occupation,region,policy_type,channel,payment_frequency,policy_tenure_years,annual_premium,sum_assured,num_late_payments,claims_count,has_agent,will_lapse
POL100613,2022-01-12,39.0,Electrician,South,WholeLife,Broker,Monthly,5.2,8956.0,223900.0,4,1,0,1
POL100614,2019-09-27,54.0,Farmer,West,WholeLife,Online,Annual,1.8,6947.0,305668.0,0,0,0,0
POL100615,2019-12-01,52.0,Chef,Central,ULIP,Agent,Annual,10.7,13725.0,782325.0,1,0,1,0
POL100616,2023-07-09,33.0,Farmer,East,Endowment,Bancassurance,Monthly,9.6,10782.0,636138.0,2,0,0,1
POL100617,2023-11-16,34.0,Pharmacist,Central,Term,Bancassurance,Quarterly,5.8,4859.0,194360.0,1,0,0,0
POL100618,2022-12-10,,Electrician,West,Term,Online,Monthly,9.9,8400.0,134400.0,1,0,0,0
POL100619,2022-12-08,27.0,Police Officer,East,Term,Online,Annual,5.5,9495.0,522225.0,1,0,0,0
POL100620,2024-03-19,42.0,Salesperson,North,Term,Agent,Monthly,3.0,,437076.0,2,0,1,1
POL100621,2024-11-24,44.0,,West,Endowment,Agent,Monthly,6.2,20762.0,560574.0,0,0,1,0
POL100622,2024-01-05,29.0,Electrician,South,Term,Agent,Monthly,4.0,12581.0,415173.0,2,1,1,0
POL100623,2019-10-28,41.0,Nurse,South,WholeLife,Agent,Annual,9.2,19665.0,314640.0,2,0,1,1
POL100624,2023-11-01,50.0,,Central,Endowment,Agent,Monthly,1.0,11290.0,575790.0,1,0,1,0
POL100625,2022-01-27,32.0,Lawyer,South,ULIP,Online,Annual,0.6,10308.0,505092.0,0,1,0,0
POL100626,2023-10-23,37.0,Security Guard,South,Endowment,Agent,Monthly,2.4,6196.0,92940.0,1,1,1,1
POL100627,2023-05-12,39.0,Carpenter,Central,Term,Online,Quarterly,0.5,9956.0,457976.0,2,1,0,0
POL100628,2023-01-31,45.0,Engineer,South,Term,Agent,Monthly,2.5,9962.0,328746.0,1,0,1,0
POL100629,2024-03-23,38.0,Software Developer,West,WholeLife,Agent,Monthly,4.5,4996.0,194844.0,3,0,1,0
POL100630,2019-11-29,57.0,Doctor,East,Term,Broker,Monthly,7.6,7557.0,181368.0,0,0,0,1
POL100631,2024-02-21,37.0,Doctor,North,ULIP,Broker,Monthly,14.0,8420.0,429420.0,0,0,0,0
POL100632,2021-02-03,42.0,Plumber,East,Term,Bancassurance,Quarterly,1.5,12170.0,401610.0,2,0,0,0
POL100633,2020-03-20,39.0,Software Developer,East,Endowment,Agent,Quarterly,1.9,12465.0,648180.0,1,0,1,0
POL100634,2023-05-04,29.0,Driver,West,Term,Bancassurance,Monthly,1.8,7401.0,155421.0,3,0,0,0
POL100635,2024-12-01,54.0,Software Developer,South,Endowment,Agent,Monthly,0.2,12512.0,512992.0,1,0,1,1
POL100636,2019-07-13,32.0,Architect,South,Term,Online,Monthly,0.7,,253008.0,2,0,0,1
POL100637,2024-11-28,35.0,Doctor,South,WholeLife,Bancassurance,Quarterly,0.4,2357.0,136706.0,2,0,0,0
POL100638,2021-01-23,59.0,Accountant,East,Term,Agent,Quarterly,3.3,7767.0,310680.0,1,0,1,0
POL100639,2024-11-01,67.0,Architect,Central,Term,Broker,Annual,2.2,16975.0,797825.0,5,0,0,1
POL100640,2019-04-19,53.0,Engineer,East,Term,Bancassurance,Annual,11.2,4269.0,76842.0,0,0,0,0
POL100641,2022-09-11,65.0,Lawyer,North,WholeLife,Agent,Monthly,0.1,,471195.0,3,1,1,1
POL100642,2022-03-21,62.0,Nurse,Central,Endowment,Agent,Monthly,1.3,21865.0,415435.0,0,0,1,0
POL100643,2024-01-05,44.0,Banker,South,Endowment,Bancassurance,Annual,2.0,6766.0,209746.0,0,0,0,0
POL100644,2021-11-04,58.0,Carpenter,East,Endowment,Online,Monthly,3.6,9908.0,247700.0,1,0,0,0
POL100645,2019-06-17,37.0,Lawyer,Central,WholeLife,Agent,Monthly,1.0,5156.0,77340.0,1,1,1,0
POL100646,2020-02-09,43.0,Security Guard,North,Term,Agent,Monthly,1.5,22328.0,915448.0,1,0,1,0
POL100647,2020-07-16,47.0,Welder,North,ULIP,Broker,Quarterly,1.1,9493.0,237325.0,3,0,0,1
POL100648,2024-04-01,68.0,Plumber,South,ULIP,Agent,Quarterly,4.6,10131.0,384978.0,2,1,1,1
POL100649,2019-07-22,62.0,Farmer,South,Term,Broker,Annual,1.1,19480.0,954520.0,1,1,0,1
POL100650,2024-01-20,44.0,Teacher,Central,Term,Online,Monthly,5.0,13777.0,316871.0,0,2,0,0
POL100651,2022-01-17,52.0,Nurse,West,Endowment,Agent,Monthly,5.0,6388.0,293848.0,2,0,1,0
POL100652,2022-05-28,30.0,Software Developer,West,Term,Agent,Monthly,3.0,7161.0,200508.0,0,0,1,0
POL100653,2024-10-23,60.0,Doctor,South,Term,Bancassurance,Quarterly,1.5,12676.0,367604.0,3,1,0,1
POL100654,2023-08-15,48.0,Shop Owner,East,Endowment,Agent,Monthly,0.5,7244.0,289760.0,3,0,1,0
POL100655,2022-11-29,47.0,Security Guard,East,Term,Agent,Annual,2.3,3434.0,147662.0,4,1,1,0
POL100656,2023-12-19,58.0,Plumber,North,ULIP,Agent,Monthly,4.5,9637.0,424028.0,1,1,1,0
POL100657,2021-10-11,52.0,Chef,East,Endowment,Bancassurance,Quarterly,25.0,4722.0,108606.0,1,0,0,0
POL100658,2024-08-10,24.0,Police Officer,South,Endowment,Online,Annual,1.5,22207.0,910487.0,0,1,0,0
POL100659,2023-10-11,35.0,Banker,Central,Endowment,Online,Monthly,0.6,10812.0,281112.0,2,0,0,1
POL100660,2024-11-19,29.0,Carpenter,West,Endowment,Agent,Quarterly,0.4,6294.0,169938.0,0,0,1,0
POL100661,2022-04-25,57.0,Doctor,Central,Endowment,Online,Monthly,8.9,6979.0,397803.0,1,0,0,0
POL100662,2022-11-14,22.0,Driver,North,WholeLife,Bancassurance,Annual,2.7,3848.0,73112.0,2,0,0,1
POL100663,2021-10-03,30.0,Electrician,North,Endowment,Agent,Annual,1.4,5712.0,188496.0,1,0,1,0
POL100664,2024-07-28,50.0,Shop Owner,East,Endowment,Broker,Quarterly,2.3,16451.0,559334.0,3,0,0,0
POL100665,2022-10-16,55.0,Civil Servant,East,ULIP,Bancassurance,Monthly,1.6,30209.0,785434.0,1,0,0,0
POL100666,2019-12-15,45.0,Salesperson,East,Endowment,Agent,Annual,2.2,14231.0,711550.0,0,0,1,0
POL100667,2022-01-30,63.0,Lawyer,West,Term,Bancassurance,Annual,3.9,9452.0,340272.0,0,2,0,0
POL100668,2019-10-20,66.0,Teacher,Central,Term,Online,Quarterly,1.0,7975.0,374825.0,0,1,0,0
POL100669,2022-11-12,27.0,,South,Endowment,Online,Annual,5.4,6135.0,196320.0,0,0,0,0
POL100670,2023-03-19,67.0,Police Officer,South,ULIP,Agent,Monthly,6.3,27719.0,1524545.0,1,0,1,1
POL100671,2023-11-01,51.0,Pharmacist,South,ULIP,Broker,Monthly,0.6,9006.0,423282.0,3,1,0,1
POL100672,2019-12-04,52.0,Driver,South,ULIP,Online,Monthly,0.6,28504.0,826616.0,1,0,0,0
POL100673,2021-10-14,25.0,Police Officer,East,Term,Bancassurance,Monthly,2.3,19866.0,1152228.0,1,1,0,1
POL100674,2021-02-18,51.0,Software Developer,Central,ULIP,Agent,Monthly,5.4,4145.0,219685.0,4,1,1,0
POL100675,2021-07-02,56.0,Shop Owner,East,Endowment,Agent,Quarterly,1.8,7094.0,290854.0,4,0,1,0
POL100676,2024-08-29,49.0,Shop Owner,East,WholeLife,Broker,Monthly,20.6,7083.0,106245.0,1,0,0,0
POL100677,2022-05-14,25.0,Accountant,Central,ULIP,Online,Monthly,6.6,9510.0,389910.0,0,1,0,0
POL100678,2021-09-02,46.0,Plumber,South,Endowment,Agent,Quarterly,0.2,9603.0,441738.0,1,0,1,0
POL100679,2024-06-13,66.0,Teacher,North,ULIP,Bancassurance,Quarterly,3.5,44273.0,1372463.0,1,1,0,0
POL100680,2022-03-16,56.0,Civil Servant,South,Endowment,Agent,Annual,5.3,5776.0,121296.0,3,0,1,0
POL100681,2021-07-19,27.0,Security Guard,North,Term,Bancassurance,Monthly,0.5,11098.0,443920.0,0,0,0,0
POL100682,2022-04-03,68.0,Security Guard,South,Endowment,Broker,Annual,7.6,13470.0,686970.0,1,2,0,0
POL100683,2024-02-09,67.0,Welder,Central,Term,Agent,Monthly,1.0,9889.0,286781.0,3,0,1,0
POL100684,2021-09-23,29.0,Electrician,Central,Term,Online,Monthly,0.9,10458.0,366030.0,2,0,0,0
POL100685,2022-09-19,60.0,Doctor,Central,ULIP,Broker,Quarterly,3.8,5870.0,88050.0,1,0,0,0
POL100686,2020-01-29,40.0,Driver,South,Endowment,Broker,Monthly,0.3,10438.0,480148.0,1,0,0,1
POL100687,2019-01-28,50.0,Carpenter,East,ULIP,Online,Quarterly,4.2,12781.0,677393.0,2,0,0,1
POL100688,2019-05-29,42.0,Architect,Central,Endowment,Online,Monthly,1.1,11659.0,571291.0,1,0,0,0
POL100689,2021-11-13,59.0,Driver,West,ULIP,Online,Monthly,1.0,13162.0,447508.0,0,0,0,1
POL100690,2023-04-30,69.0,Security Guard,North,ULIP,Agent,Monthly,4.8,20056.0,340952.0,0,1,1,1
POL100691,2020-04-08,59.0,Engineer,Central,ULIP,Online,Monthly,2.7,15811.0,585007.0,0,1,0,0
POL100692,2024-09-05,66.0,Architect,North,Endowment,Agent,Monthly,5.1,10256.0,584592.0,6,0,1,1
POL100693,2019-11-27,67.0,Driver,South,WholeLife,Agent,Monthly,3.1,5509.0,99162.0,0,1,1,1
POL100694,2023-03-12,25.0,Plumber,East,Endowment,Agent,Monthly,8.6,7332.0,175968.0,2,0,1,0
POL100695,2020-05-30,33.0,Carpenter,West,ULIP,Bancassurance,Quarterly,6.4,8868.0,461136.0,1,0,0,0
POL100696,2019-05-11,56.0,Civil Servant,West,Endowment,Agent,Monthly,2.0,11228.0,449120.0,1,1,1,0
POL100697,2023-04-17,49.0,Driver,West,Term,Agent,Quarterly,4.2,7792.0,171424.0,2,0,1,1
POL100698,2022-02-13,23.0,Driver,South,Endowment,Agent,Quarterly,0.5,6199.0,99184.0,0,1,1,0
POL100699,2022-10-12,25.0,Engineer,South,Endowment,Agent,Monthly,4.8,5464.0,180312.0,3,0,1,0
POL100700,2024-09-02,46.0,Pharmacist,West,Term,Broker,Monthly,0.5,4335.0,177735.0,2,0,0,1
POL100701,2022-03-27,51.0,Farmer,Central,Endowment,Agent,Quarterly,0.1,8800.0,457600.0,1,1,1,1
POL100702,2024-01-25,29.0,Doctor,Central,Term,Agent,Annual,2.1,4747.0,256338.0,1,0,1,0
POL100703,2021-12-25,29.0,Doctor,Central,WholeLife,Broker,Monthly,1.7,6001.0,210035.0,1,1,0,0
POL100704,2021-02-06,,Software Developer,West,Endowment,Agent,Annual,4.5,8128.0,276352.0,4,0,1,1
POL100705,2021-05-06,48.0,Tailor,East,Term,Online,Monthly,0.3,5075.0,284200.0,1,0,0,0
POL100706,2021-01-28,21.0,Software Developer,West,ULIP,Bancassurance,Monthly,9.2,11967.0,586383.0,2,0,0,0
POL100707,2024-05-04,49.0,Shop Owner,North,Endowment,Bancassurance,Monthly,7.3,14330.0,343920.0,0,0,0,0
POL100708,2022-01-29,44.0,Doctor,Central,ULIP,Agent,Monthly,11.1,7520.0,338400.0,2,0,1,0
POL100709,2024-08-13,43.0,Pharmacist,Central,Endowment,Bancassurance,Monthly,0.4,7954.0,373838.0,0,1,0,0
POL100710,2020-07-06,54.0,Nurse,East,Term,Online,Monthly,1.7,12948.0,323700.0,1,1,0,1
POL100711,2023-08-09,46.0,Security Guard,East,Term,Online,Monthly,0.8,6926.0,408634.0,1,0,0,0
POL100712,2019-09-12,56.0,Doctor,East,ULIP,Agent,Quarterly,1.0,6692.0,187376.0,1,0,1,0
POL100713,2020-09-26,58.0,Accountant,North,ULIP,Bancassurance,Monthly,2.3,18002.0,702078.0,2,0,0,1
POL100714,2019-03-15,66.0,Lawyer,South,ULIP,Online,Annual,1.2,15400.0,569800.0,1,0,0,0
POL100715,2024-07-03,,Civil Servant,West,Term,Bancassurance,Annual,1.0,13370.0,615020.0,0,0,0,0
POL100716,2020-10-18,46.0,Pharmacist,North,ULIP,Broker,Monthly,1.8,15722.0,864710.0,0,0,0,1
POL100717,2023-12-08,45.0,Pharmacist,West,Endowment,Bancassurance,Monthly,3.1,3683.0,117856.0,3,1,0,1
POL100718,2021-07-25,32.0,Shop Owner,South,ULIP,Bancassurance,Monthly,0.7,19476.0,623232.0,0,1,0,0
POL100719,2019-09-30,50.0,,North,Term,Agent,Annual,1.6,12040.0,577920.0,0,1,1,1
POL100720,2021-01-26,27.0,Chef,East,ULIP,Agent,Monthly,2.5,16406.0,935142.0,4,0,1,1
POL100721,2021-01-21,66.0,Engineer,South,WholeLife,Online,Monthly,8.3,12011.0,660605.0,1,0,0,0
POL100722,2022-01-24,62.0,Lawyer,East,Term,Agent,Annual,3.1,10142.0,486816.0,1,0,1,0
POL100723,2020-12-21,26.0,Welder,Central,ULIP,Bancassurance,Monthly,11.1,8624.0,396704.0,1,1,0,0
POL100724,2023-01-27,59.0,Mechanic,West,Endowment,Bancassurance,Monthly,12.0,11891.0,582659.0,0,1,0,0
POL100725,2023-05-26,26.0,Banker,Central,Term,Online,Annual,0.9,8469.0,482733.0,1,1,0,0
POL100726,2019-12-08,56.0,Software Developer,South,Term,Agent,Annual,0.4,15274.0,229110.0,2,0,1,0
POL100727,2022-02-26,,Teacher,East,ULIP,Bancassurance,Monthly,11.8,4477.0,183557.0,0,1,0,0
POL100728,2022-06-27,44.0,Carpenter,West,Term,Online,Monthly,9.7,7549.0,120784.0,0,0,0,0
POL100729,2020-08-10,53.0,Architect,North,Term,Online,Monthly,16.6,27513.0,1100520.0,2,0,0,0
POL100730,2023-08-25,56.0,Accountant,Central,WholeLife,Online,Monthly,5.7,7237.0,231584.0,1,0,0,1
POL100731,2020-05-22,,Shop Owner,South,Endowment,Agent,Monthly,0.4,8784.0,245952.0,0,1,1,0
POL100732,2024-04-01,66.0,Mechanic,East,ULIP,Bancassurance,Monthly,3.8,6366.0,350130.0,0,2,0,0
POL100733,2021-10-03,58.0,Pharmacist,East,Endowment,Agent,Quarterly,3.0,11707.0,538522.0,2,0,1,0
POL100734,2021-03-16,31.0,Nurse,North,Endowment,Online,Quarterly,7.0,6849.0,273960.0,2,0,0,0
POL100735,2023-01-05,53.0,Police Officer,South,ULIP,Agent,Annual,0.9,9020.0,487080.0,0,1,1,0
POL100736,2022-09-25,56.0,Welder,North,Term,Agent,Annual,0.8,15130.0,287470.0,1,0,1,1
POL100737,2022-01-24,37.0,Tailor,West,Term,Agent,Monthly,3.4,6979.0,307076.0,2,1,1,1
POL100738,2023-02-19,57.0,Engineer,West,Endowment,Agent,Monthly,0.5,14681.0,322982.0,1,1,1,0
POL100739,2020-07-28,65.0,Teacher,North,WholeLife,Bancassurance,Monthly,0.6,14930.0,373250.0,1,1,0,0
POL100740,2023-11-15,61.0,Driver,North,Endowment,Bancassurance,Monthly,9.3,16772.0,385756.0,1,0,0,0
POL100741,2022-09-25,58.0,Carpenter,Central,WholeLife,Agent,Monthly,10.9,10618.0,414102.0,1,0,1,0
POL100742,2020-04-13,52.0,Lawyer,South,ULIP,Agent,Quarterly,8.3,50043.0,2151849.0,1,1,1,1
POL100743,2025-01-06,34.0,Driver,Central,Endowment,Bancassurance,Monthly,5.2,16769.0,821681.0,0,0,0,0
POL100744,2024-03-18,59.0,Carpenter,West,Endowment,Agent,Monthly,1.6,11643.0,395862.0,3,1,1,1
POL100745,2020-01-24,38.0,Pharmacist,West,Term,Online,Monthly,1.6,6387.0,364059.0,1,0,0,1
POL100746,2023-09-22,47.0,Driver,South,Endowment,Agent,Annual,7.5,9428.0,292268.0,2,1,1,0
POL100747,2022-03-08,36.0,Chef,South,Term,Online,Quarterly,14.0,20194.0,444268.0,2,2,0,0
POL100748,2023-08-21,36.0,Electrician,West,Endowment,Broker,Monthly,0.1,23266.0,372256.0,1,0,0,1
POL100749,2021-04-06,28.0,Engineer,West,Term,Agent,Monthly,19.3,20726.0,414520.0,2,1,1,0
POL100750,2020-06-21,68.0,Engineer,East,WholeLife,Broker,Annual,0.8,14656.0,512960.0,2,0,0,0
POL100751,2020-04-25,28.0,Salesperson,South,Endowment,Bancassurance,Monthly,7.1,5283.0,174339.0,1,0,0,0
POL100752,2019-05-26,25.0,Welder,West,Endowment,Broker,Quarterly,1.0,12627.0,669231.0,1,0,0,1
POL100753,2024-04-10,66.0,Security Guard,South,Endowment,Bancassurance,Quarterly,1.8,5320.0,106400.0,0,0,0,0
POL100754,2020-11-18,48.0,Chef,Central,Term,Bancassurance,Quarterly,4.1,4704.0,122304.0,1,0,0,0
POL100755,2024-10-08,42.0,Civil Servant,West,Endowment,Online,Monthly,1.1,,658086.0,0,1,0,0
POL100756,2020-05-11,57.0,Shop Owner,South,ULIP,Bancassurance,Annual,9.7,12856.0,205696.0,0,0,0,0
POL100757,2021-02-09,39.0,Driver,Central,Endowment,Agent,Monthly,0.6,15548.0,528632.0,3,0,1,0
POL100758,2024-04-17,27.0,Nurse,North,Endowment,Bancassurance,Monthly,0.3,12690.0,291870.0,1,1,0,0
POL100759,2021-02-03,56.0,Farmer,Central,ULIP,Online,Monthly,12.8,12910.0,503490.0,2,0,0,0
POL100760,2023-07-27,29.0,,East,Term,Agent,Monthly,6.6,6049.0,350842.0,1,0,1,1
POL100761,2019-07-21,48.0,Driver,South,ULIP,Agent,Monthly,1.9,9391.0,234775.0,1,0,1,0
POL100762,2024-09-30,67.0,Lawyer,Central,Term,Agent,Quarterly,2.6,4658.0,144398.0,4,0,1,1
POL100763,2022-09-21,66.0,Architect,West,WholeLife,Agent,Annual,4.4,3635.0,127225.0,2,1,1,0
POL100764,2023-07-09,,Civil Servant,North,WholeLife,Agent,Monthly,6.4,14333.0,716650.0,0,0,1,0
POL100765,2019-02-28,,Driver,South,ULIP,Agent,Annual,1.9,6792.0,400728.0,0,0,1,0
POL100766,2024-10-23,51.0,Farmer,East,Term,Agent,Annual,4.1,15310.0,290890.0,0,0,1,0
POL100767,2021-12-27,44.0,Engineer,West,Endowment,Online,Monthly,1.3,17226.0,620136.0,2,1,0,0
POL100768,2020-04-10,27.0,Nurse,Central,ULIP,Agent,Quarterly,0.1,7261.0,348528.0,1,1,1,0
POL100769,2019-12-03,39.0,Doctor,South,Endowment,Agent,Annual,7.2,13295.0,199425.0,1,0,1,0
POL100770,2019-07-11,52.0,Electrician,Central,Endowment,Agent,Quarterly,0.4,7111.0,362661.0,0,0,1,0
POL100771,2023-01-19,69.0,Security Guard,West,Endowment,Agent,Monthly,0.1,3933.0,98325.0,0,0,1,0
POL100772,2020-04-13,21.0,Lawyer,South,Term,Agent,Annual,8.7,10527.0,400026.0,1,0,1,0
POL100773,2024-08-05,56.0,Electrician,Central,Endowment,Broker,Quarterly,9.2,7821.0,461439.0,1,0,0,0
POL100774,2020-05-15,62.0,Tailor,Central,Term,Agent,Monthly,2.4,7942.0,341506.0,0,0,1,1
POL100775,2019-07-15,67.0,Plumber,South,Endowment,Agent,Monthly,3.2,26574.0,1567866.0,1,0,1,0
POL100776,2024-02-20,41.0,Software Developer,East,Endowment,Online,Monthly,1.8,4615.0,193830.0,4,0,0,0
POL100777,2023-09-08,26.0,Driver,Central,Term,Bancassurance,Monthly,2.1,11985.0,287640.0,3,0,0,0
POL100778,2022-02-15,34.0,Lawyer,East,Term,Online,Monthly,1.1,6019.0,276874.0,2,1,0,1
POL100779,2024-01-02,62.0,Banker,West,WholeLife,Agent,Monthly,1.0,15586.0,654612.0,2,0,1,0
POL100780,2023-05-17,64.0,Electrician,West,Endowment,Online,Annual,1.7,11490.0,321720.0,1,1,0,1
POL100781,2020-01-23,52.0,Salesperson,East,Endowment,Online,Quarterly,7.2,11964.0,215352.0,0,0,0,0
POL100782,2021-07-03,27.0,Electrician,South,ULIP,Agent,Monthly,12.8,6171.0,271524.0,3,2,1,0
POL100783,2024-07-22,26.0,Carpenter,East,Endowment,Broker,Monthly,6.5,6749.0,269960.0,0,0,0,0
POL100784,2023-01-31,44.0,Carpenter,Central,Endowment,Broker,Monthly,4.9,15735.0,771015.0,2,0,0,0
POL100785,2022-09-28,49.0,,South,Endowment,Online,Monthly,2.6,23990.0,479800.0,1,1,0,1
POL100786,2020-01-25,22.0,Welder,Central,Term,Agent,Quarterly,1.4,,490776.0,2,0,1,1
POL100787,2022-03-22,54.0,Nurse,South,Endowment,Online,Monthly,4.0,6319.0,322269.0,3,0,0,0
POL100788,2019-12-31,47.0,Police Officer,East,Term,Broker,Annual,0.3,11725.0,644875.0,5,0,0,1
POL100789,2023-01-17,21.0,Doctor,North,WholeLife,Broker,Monthly,15.4,33314.0,1898898.0,0,0,0,0
POL100790,2020-05-03,25.0,Architect,Central,Endowment,Agent,Monthly,4.9,10417.0,250008.0,2,0,1,1
POL100791,2020-09-25,43.0,Teacher,West,Term,Agent,Annual,8.4,20556.0,452232.0,5,0,1,0
POL100792,2022-06-15,56.0,Farmer,North,Endowment,Agent,Monthly,0.1,6835.0,273400.0,1,0,1,0
POL100793,2019-02-25,61.0,Shop Owner,South,Term,Bancassurance,Monthly,0.4,9691.0,339185.0,0,0,0,0
POL100794,2023-03-19,42.0,Salesperson,East,Endowment,Online,Monthly,5.7,13491.0,337275.0,3,0,0,0
POL100795,2021-08-30,35.0,Security Guard,East,WholeLife,Agent,Quarterly,0.1,12072.0,229368.0,2,0,1,0
POL100796,2022-01-31,68.0,Carpenter,North,ULIP,Agent,Monthly,3.1,6747.0,141687.0,1,0,1,0
POL100797,2023-06-24,43.0,Lawyer,Central,ULIP,Agent,Annual,1.0,6603.0,198090.0,3,1,1,0
POL100798,2023-08-22,36.0,Teacher,East,Endowment,Bancassurance,Quarterly,1.5,16222.0,778656.0,0,1,0,0
POL100799,2024-07-14,42.0,Welder,West,Endowment,Agent,Annual,5.0,17958.0,305286.0,1,0,1,0
POL100800,2020-01-31,21.0,Salesperson,West,Term,Agent,Quarterly,1.1,21080.0,400520.0,2,1,1,1
POL100801,2021-08-04,35.0,Teacher,North,Endowment,Bancassurance,Quarterly,1.5,24391.0,634166.0,0,0,0,1
POL100802,2019-07-29,46.0,Police Officer,South,Endowment,Online,Quarterly,3.9,10586.0,571644.0,0,1,0,0
POL100803,2020-08-03,66.0,Carpenter,West,Term,Bancassurance,Monthly,0.7,8471.0,499789.0,0,0,0,1
POL100804,2022-04-28,57.0,Welder,West,Term,Bancassurance,Quarterly,4.9,19448.0,661232.0,1,1,0,0
POL100805,2019-10-16,59.0,Carpenter,South,Term,Agent,Quarterly,7.5,14137.0,240329.0,0,0,1,0
POL100806,2021-09-07,47.0,Security Guard,South,Term,Agent,Monthly,9.6,6056.0,90840.0,1,1,1,0
POL100807,2024-08-20,26.0,Police Officer,West,Term,Agent,Quarterly,3.0,5903.0,312859.0,3,0,1,0
POL100808,2019-06-06,40.0,Banker,South,Endowment,Bancassurance,Monthly,1.0,12657.0,442995.0,0,0,0,0
POL100809,2020-05-23,69.0,Nurse,North,Endowment,Broker,Monthly,0.7,9058.0,163044.0,2,1,0,1
POL100810,2020-09-13,23.0,Police Officer,East,Endowment,Agent,Monthly,0.7,9767.0,507884.0,4,0,1,0
POL100811,2024-06-27,64.0,Carpenter,North,Term,Bancassurance,Monthly,0.1,16920.0,642960.0,3,0,0,1
POL100812,2023-06-04,54.0,Pharmacist,East,Endowment,Bancassurance,Monthly,5.4,14465.0,433950.0,2,0,0,0
POL100813,2020-02-09,34.0,Carpenter,Central,ULIP,Broker,Monthly,2.7,19244.0,673540.0,3,0,0,0
POL100814,2023-03-22,59.0,Farmer,North,Term,Online,Monthly,8.8,3768.0,94200.0,0,2,0,0
POL100815,2019-02-09,62.0,Farmer,South,Term,Agent,Monthly,0.5,11234.0,629104.0,2,1,1,0
POL100816,2023-10-22,23.0,Welder,East,Endowment,Bancassurance,Quarterly,12.2,14007.0,700350.0,1,0,0,0
POL100817,2020-05-08,26.0,Civil Servant,North,Term,Bancassurance,Monthly,2.3,4613.0,106099.0,1,1,0,1
POL100818,2023-04-16,53.0,Mechanic,East,Term,Bancassurance,Annual,0.5,7133.0,342384.0,3,1,0,1
POL100819,2021-12-20,69.0,Carpenter,South,Endowment,Bancassurance,Annual,0.1,6501.0,149523.0,1,0,0,0
POL100820,2023-06-02,22.0,Chef,West,Endowment,Agent,Monthly,0.9,10005.0,350175.0,3,0,1,1
POL100821,2021-02-06,53.0,Farmer,South,ULIP,Online,Monthly,7.6,22335.0,1072080.0,0,0,0,0
POL100822,2022-03-13,27.0,Mechanic,Central,ULIP,Agent,Monthly,0.9,27209.0,435344.0,4,0,1,0
POL100823,2024-06-19,52.0,Doctor,Central,Endowment,Agent,Monthly,4.9,6587.0,309589.0,1,0,1,0
POL100824,2023-11-02,51.0,Architect,Central,Endowment,Agent,Monthly,0.3,12878.0,321950.0,2,0,1,0
POL100825,2022-04-14,25.0,Software Developer,North,WholeLife,Agent,Quarterly,2.3,13087.0,602002.0,1,0,1,0
POL100826,2024-07-22,54.0,Farmer,Central,Endowment,Agent,Quarterly,3.9,12014.0,444518.0,3,0,1,1
POL100827,2019-09-17,64.0,Tailor,North,WholeLife,Online,Monthly,7.0,12082.0,193312.0,1,0,0,0
POL100828,2023-03-21,63.0,Tailor,South,ULIP,Bancassurance,Quarterly,4.3,11520.0,564480.0,0,0,0,0
POL100829,2022-10-07,22.0,Carpenter,Central,Term,Agent,Monthly,0.2,23012.0,598312.0,2,1,1,1
POL100830,2020-07-18,33.0,Teacher,Central,Term,Agent,Annual,6.0,17175.0,978975.0,1,0,1,0
POL100831,2021-05-05,32.0,Welder,South,Term,Agent,Annual,0.1,5825.0,302900.0,0,0,1,0
POL100832,2021-06-11,43.0,Shop Owner,Central,ULIP,Agent,Monthly,0.8,14733.0,338859.0,0,0,1,1
POL100833,2023-02-02,28.0,Farmer,North,Term,Agent,Quarterly,9.6,15463.0,649446.0,1,0,1,1
POL100834,2022-10-06,62.0,Lawyer,South,ULIP,Online,Annual,5.0,11585.0,359135.0,1,0,0,0
POL100835,2023-09-26,59.0,Salesperson,North,Endowment,Broker,Monthly,4.7,17426.0,731892.0,0,0,0,0
POL100836,2022-12-16,60.0,Civil Servant,East,ULIP,Online,Monthly,2.8,10873.0,434920.0,0,0,0,0
POL100837,2024-12-08,30.0,Mechanic,Central,ULIP,Online,Quarterly,4.8,10941.0,306348.0,0,1,0,1
POL100838,2023-12-31,21.0,Driver,West,Term,Bancassurance,Monthly,0.8,10516.0,462704.0,2,0,0,0
POL100839,2022-06-22,65.0,Lawyer,East,Term,Agent,Monthly,3.1,3608.0,93808.0,1,0,1,0
POL100840,2019-02-10,35.0,Civil Servant,North,Endowment,Agent,Quarterly,1.8,9507.0,522885.0,1,1,1,0
POL100841,2021-03-17,53.0,Plumber,West,ULIP,Agent,Monthly,1.6,7086.0,403902.0,1,0,1,0
POL100842,2019-10-08,65.0,Shop Owner,South,ULIP,Agent,Monthly,4.3,5469.0,120318.0,2,0,1,1
POL100843,2021-08-11,22.0,Police Officer,West,Endowment,Bancassurance,Annual,1.2,20272.0,952784.0,1,0,0,1
POL100844,2024-12-25,,Plumber,North,ULIP,Online,Monthly,3.8,12735.0,713160.0,3,0,0,1
POL100845,2021-06-04,21.0,Accountant,East,Endowment,Online,Monthly,2.1,9751.0,195020.0,1,0,0,1
POL100846,2023-12-04,28.0,Mechanic,East,Term,Agent,Quarterly,19.8,7462.0,358176.0,4,0,1,0
